File Name,Date of Petition,Date Comments,Identity of Submitting Entity,Representation Details,Cited Statutes or Regulations,FDA Action Commented On,Requested Action,Justification for Request,Status of Review,Review Comments
FDA-2010-P-0401-0004_Steve_Gupta__M_D___J_D___Inc____Supplement,"December 21, 2010; Stamped December 29, 2010",,"Steve Gupta, M.D., J.D.",Not represented by another entity. The petition was submitted directly by the individual.,Not Mentioned in this supplemental document.,"The FDA’s approval of Alair® (bronchial thermoplasty device) for asthma. The petitioner critiques the data used to justify the approval, particularly the AIR2 trial and its methodology.","While the petition does not explicitly restate the requested action, it strongly implies the petitioner wants the FDA to reconsider or revoke approval of Alair® for severe asthma, especially in light of issues with trial inclusion criteria and lack of demonstrated clinical benefit.","The AIR2 study excluded most patients with severe asthma, thus invalidating claims about effectiveness for that population.
- The petitioner critiques the trial data (e.g., severe exacerbation rate, emergency room visits, AQLQ scores) and finds inconsistencies and lack of clinical relevance.
- CT scans and other asthma control tests were reportedly omitted or not adequately addressed in the published data.
- Authors excluded data or patients that may have affected results, raising concern over bias.
- The Expert Panel Report (EPR) is cited as the authoritative source for defining severe asthma, and the petitioner asserts that none of the AIR2 trial participants met that threshold.
- Thus, the study population does not reflect patients for whom Alair® is being approved, and its efficacy and safety are unproven in the intended use group",,
FDA-2010-P-0401-0001_Steve_Gupta__M_D___J_D___Inc____Citizen_Petition,"July 20, 2010; Stamped July 27, 2010",,"Steve Gupta, M.D., J.D.",Not Represented by Another Entity. The petition was submitted personally by Dr. Gupta.,"21 C.F.R. 10.30 (Citizen petition procedure)
- 21 C.F.R. 25.1(a) (Environmental impact exclusion)","FDA’s approval of the Alair® Bronchial Thermoplasty System, granted on April 27, 2010, for the treatment of severe asthma",Revoke FDA’s approval of the Alair® Bronchial Thermoplasty System for treating severe asthma.,"No demonstrable long-term clinical benefit from the Alair® device, based on published AIR2 trial data.
- Serious adverse effects were reported, including increased asthma symptoms and hospitalizations post-procedure.
- The placebo group included an outlier patient whose data skewed the reported benefits.
- The study showed no improvement in key asthma control parameters (e.g., FEV1, AQLQ, ACT scores).
- Most severe asthma patients were excluded from the clinical study despite being the target population per FDA labeling.
- The risk/benefit ratio is unfavorable, as the treatment involves burning bronchial tissues without proven effectiveness.
- The company engaged in a “bait and switch”, seeking expedited FDA review for life-threatening asthma, but later excluded such patients from trials.
- CT scan data showed no reduction in smooth muscle mass, contradicting the device’s claimed mechanism of action",,
FDA-2010-P-0398-0003_Bennett_and_Company__Withdrawal,"December 20, 2011; Stamped December 22, 2011",,"Martha M. Bennett, on behalf of Bennett and Company",Bennett and Company submitted the petition and the withdrawal. No external representation is mentioned — Not Represented by Another Entity.,Not Mentioned in the withdrawal letter.,"The original petition requested permission to file an Abbreviated New Drug Application (ANDA) for lactulose crystals. However, the document only states the withdrawal of that request.",Withdraw the previously submitted citizen petition requesting ANDA permission for lactulose crystals.,Not Mentioned — the letter only states the intention to withdraw the petition without further explanation.,,
FDA-2010-P-0398-0001_Bennett_and_Company___Citizen_Petition,"Printed and Stamped July 26, 2010",,"Martha M. Bennett, RAC",Not Mentioned (petition is signed directly by Martha M. Bennett; no law firm or organization indicated as representing another entity),"Section 505 of the Federal Food, Drug and Cosmetic Act
- 21 C.F.R. § 314.55(b)(2)
- 21 C.F.R. § 314.93
- 21 C.F.R. § 10.30
- Section 505(j)(2)(C) of the Federal Food, Drug and Cosmetic Act",The petition comments on the requirement that an abbreviated new drug application (ANDA) must be for a drug product identical in dosage form to the listed drug; it requests permission to submit an ANDA for a different dosage form (crystals instead of solution).,"The petitioner requests permission to file an ANDA for lactulose crystals to be reconstituted with water by the patient, forming a liquid for oral and rectal administration.","The proposed drug product will have the same active ingredient, strength, and route of administration as the listed drug.
- After reconstitution, it becomes the same dosage form (solution) as the listed drug.
- No inactive ingredients are included that would affect absorption.
- Labeling will be consistent with the listed drug product.
- The safety and effectiveness are expected to be equivalent to the listed drug.",,
FDA-2010-P-0397-0001_Richard_F__Edlich__M_D___Ph_D_____University_of_Vi,"Stamped July 22, 2010",,"Richard F. Edlich, MD, PhD (Distinguished Professor Emeritus of Plastic Surgery, Biomedical Engineering and Emergency Medicine, University of Virginia Health System)","Not Mentioned (petition is submitted directly by Dr. Edlich and several research assistants, not through a law firm or on behalf of another organization)","21 C.F.R. § 10.30
- Federal Food, Drug, and Cosmetic Act
- Public Health Service Act
- 21 C.F.R. § 5.10",The FDA’s ongoing review and delayed final decision regarding earlier petitions to ban cornstarch powder on medical gloves (FDA-2008-P-0531 and FDA-2009-P-0117).,"The petitioner requests the FDA to make a final decision to ban cornstarch powder on all medical gloves used in the United States, specifically highlighting their use in in vitro fertilization (IVF) laboratories.","Scientific evidence shows cornstarch powder on medical gloves is cytotoxic, harming embryos and sperm in IVF labs.
- No published studies demonstrate the safety of cornstarch on medical gloves.
- Continued use exposes patients and healthcare workers to risks like infertility, peritonitis, infections, latex allergies, poor wound healing, and surgical complications.
- Availability of latex-free, powder-free alternatives supports the ban.
- Ongoing failure by the FDA to decide endangers public health.",,
FDA-2010-P-0396-0003_Tab_1____Copy_of_the_Watson_Petition__re__Require_,"November 23, 2010; Stamped November 24, 2010",,"Watson Laboratories, Inc. (part of Watson Pharmaceuticals)","Not Mentioned (petition submitted directly by Watson; signed by Kevin Barber, Executive Director, Proprietary Regulatory Affairs)","Federal Food, Drug, and Cosmetic Act (FDC Act)
- 21 C.F.R. § 10.30 (Citizen Petition regulation)
- 21 C.F.R. § 25.31 (Environmental impact)
- 21 C.F.R. § 320.24 (Bioequivalence)
- FDC Act § 505(j)(2)(A)(iv), § 505(j)(4)(F), and § 505(j)(8)(B)(i) (bioequivalence requirements)","FDA’s standard approach to approving ANDAs for generic versions of ANDRODERM, which typically rely only on conventional pharmacokinetic measures (AUC and Cmax) without strict statistical evaluation of Tmax","FDA should not approve any ANDA for a generic version of ANDRODERM unless the sponsor demonstrates bioequivalence on:
- AUC (area under the curve)
- Cmax (peak concentration)
- Tmax (time to reach peak concentration)
for both testosterone and its major active metabolite dihydrotestosterone (DHT)","ANDRODERM is designed to mimic the natural circadian rhythm of testosterone, with peak levels in the morning.
- Standard AUC and Cmax measures alone cannot adequately reflect this circadian delivery profile.
- Differences in Tmax could result in inappropriate dose titration, potentially leading to patient underdosing or overdosing, and significant safety risks.
- Ensuring bioequivalence in Tmax is critical for therapeutic equivalence and patient safety",,
FDA-2010-P-0396-0001_Cephalon__Inc____Citizen_Petition,"Printed and Stamped July 23, 2010",,"Cephalon, Inc.","None explicitly stated; the signatory is Carol S. Marchione, Senior Director and Group Leader, Regulatory Affairs at Cephalon. The petition was submitted by Cephalon directly, not through an external representative","21 U.S.C. § 355
- 21 C.F.R. § 10.30
- References to FDA’s BE (Bioequivalence) guidance policies and documents such as the 2003 “BA/BE Guidance” and the 2009 “Fentanyl BE Guidance”","FDA’s draft bioequivalence (BE) recommendation for fentanyl citrate buccal tablets, issued in November 2009, which failed to include an early exposure parameter for generic versions of FENTORA","That FDA revise its Fentanyl BE Guidance to require sponsors of generic versions of FENTORA to demonstrate bioequivalence using not only standard parameters (AUC and Cmax), but also an early exposure parameter such as AUCo–30 or C30","FENTORA is formulated for rapid onset of action critical for managing breakthrough cancer pain.
- Its clinical profile includes pain relief beginning at 15 minutes post-administration.
- FDA's current BE criteria (AUC and Cmax) may allow approval of generics that do not act with the same speed, compromising efficacy and safety.
- Substitution with slower-acting generics could lead to increased patient suffering or overdose risk if patients take multiple doses.
- FDA has already established precedent for requiring additional PK parameters in its zolpidem guidance, supporting similar action for fentanyl",,
FDA-2010-P-0393-0001_Troy_and_Alana_Pack_Foundation__et_al___Citizen_Pe,"July 19, 2010; Stamped July 20, 2010",,"Multiple individuals and organizations, including:
- Robert Pack, President, The Troy and Alana Pack Foundation
- Francine Haight, R.N., Founder, RYAN's Cause
- Lance Merrill, President, Dads Against Drug Dealers
- April Rovero, CEO, National Coalition Against Prescription Drug Abuse",Each petitioner signed in their own capacity and as a representative of a specific advocacy foundation. There is no indication of third-party legal or corporate representation.,"21 CFR 10.30 (citizen petition procedures)
- 21 USC § 355 (New drugs – application and approval process)","FDA’s approval of Purdue Pharma’s reformulated OxyContin (April 5, 2010).
- FDA's public statements suggesting the reformulated drug ""will likely result in less abuse"" and ""reduces the likelihood that this drug will be misused and abused.""
- FDA's failure to require in vivo studies to substantiate abuse-deterrence claims","Petitioners request that FDA:
1. Issue a public statement clarifying there is inadequate in vivo clinical data to support claims that reformulated OxyContin is less abusable or addictive than the original.
2. Disclose that Purdue conducted no human studies to assess behavioral abuse potential.
3. Direct Purdue Pharma to issue a similar public clarification","FDA’s press release and media coverage incorrectly suggest the new OxyContin is less addictive or more abuse-resistant without scientific evidence.
- No human studies (in vivo) were conducted to assess abuse potential.
- FDA failed to follow its own Draft Guidance on the Assessment of Abuse Potential of Drugs (issued three months prior).
- Historical precedent: Purdue previously misbranded OxyContin as less addictive, leading to criminal convictions and a $634 million settlement.
- Risk of repeating past abuse epidemic and misleading physicians and the public again",,
FDA-2010-P-0392-0001_Richard_F__Edlich__M_D___Ph_D___University_of_Virg,"Stamped July 15, 2010",,"Dr. Richard F. Edlich, MD, PhD – Distinguished Professor Emeritus of Plastic Surgery, Biomedical Engineering, and Emergency Medicine, University of Virginia Health System. Co-signed by Samantha K. Rhoads and Holly S. Stevens (Research Assistants)",Not Representing Another Entity – Petition submitted in Dr. Edlich's own name and by two assistants. No law firm or external organization is indicated as a representative,"21 CFR § 10.30 (citizen petition procedures)
- 21 CFR § 5.10 (delegation of authority to Commissioner)","The lack of FDA final decision on banning cornstarch powder on surgical and examination gloves, despite a previous 2008 petition and growing scientific evidence on its hazards",That FDA ban the use of cornstarch powder on all medical gloves (surgical and examination types) in the United States,"Scientific literature demonstrates medical risks of powdered gloves, including allergic reactions, postoperative adhesions, infections, delayed healing, and granulomas.
- Cited peer-reviewed research and multiple FDA citizen petitions (2008, 2009) support these findings.
- Ansell Limited (a glove manufacturer) publicly advocates powder-free gloves and outlines 10 reasons for eliminating powder use, including contamination risks and increased healthcare costs
- Environmental and economic benefits: Eliminating cornstarch improves patient safety, reduces allergy risks, and may lower costs tied to complications, non-reimbursement, and occupational hazards.",,
FDA-2010-P-0383-0016_Cephalon__Inc___Fish___Richardson__P_C_____Supplem,"Printed and Stamped October 4, 2010",,"Cephalon, Inc., through its legal counsel Fish & Richardson P.C.","The petition was submitted by Terry G. Mahn of Fish & Richardson P.C., acting as outside counsel representing Cephalon, Inc.","21 U.S.C. § 355(j)(2)(A)(ii)(I) – regarding requirements for ANDA submission and sameness of active ingredients
- 21 C.F.R. § 320.1(c) – defining pharmaceutical equivalents and distinctions between different salt forms","The potential final approval of Watson Laboratories' ANDA No. 79-075 for a generic version of FENTORA®, which Cephalon claims contains an unapproved active ingredient (fentanyl starch glycolate), in addition to fentanyl citrate","Cephalon requests that FDA not approve Watson’s ANDA unless and until it resolves the safety concerns raised by the discovery of fentanyl starch glycolate in the generic product, which Cephalon argues is a distinct and unapproved active ingredient","Cephalon’s testing of Watson’s product (during litigation) revealed the presence of two active ingredients—fentanyl citrate (approved) and fentanyl starch glycolate (unapproved).
- FDA regulations state that different salts of the same moiety are different active ingredients, not interchangeable.
- The Court overseeing the patent case agreed, finding sufficient public health and safety concerns to justify disclosure of this data to FDA.
- FDA has never approved fentanyl starch glycolate for any use.
- Therefore, approving Watson's ANDA without resolving these issues could expose patients to significant risk",,
FDA-2010-P-0383-0015_Fish___Richardson__P_C___to_the_Division_of_Docket,"Printed and Stamped July 15, 2010",,Fish & Richardson P.C.,"Fish & Richardson P.C. submitted the petition on behalf of Cephalon, Inc.",Not Mentioned in this specific document. (The communication is a procedural supplement to a previously filed Citizen Petition.),"This filing supports and appends the Citizen Petition filed on July 13, 2010, which addresses concerns about Watson Pharmaceuticals’ ANDA product, but this document itself does not directly comment on any new FDA action or policy","The filer requests that the FDA use the redacted version of an expert declaration for public disclosure, while retaining the un-redacted version (submitted July 13, 2010) for FDA's internal review related to the original Citizen Petition’s requested actions","The un-redacted expert declaration includes confidential information from litigation protected under a court protective order.
- Cephalon was unable to file the full Citizen Petition until trial evidence became public.
- Watson later requested that certain exhibits in the declaration remain confidential.
- The redacted version is submitted for public transparency while protecting sensitive material",,
FDA-2010-P-0383-0014_Fish___Richardson__P_C___to_the_Division_of_Docket,"Printed and Stamped July 15, 2010",,Fish & Richardson P.C.,"Submitted on behalf of Cephalon, Inc. by Fish & Richardson P.C. This filing was signed by Joseph W. Taylor, an attorney at the firm",Not Mentioned in this filing.,"The submission is procedural and does not comment on an FDA action directly. It references the earlier July 13, 2010 Citizen Petition, and pertains to a replacement signature page for the Declaration of Lon J. Mathias appended to that petition","The filer requests that FDA replace two duplicate pages (page 20 and an unnumbered page) in the original ""un-redacted"" version of the Declaration with the enclosed revised signature page, for use in FDA’s internal review","The original Declaration included duplicate pages, and this corrected page ensures accurate documentation for FDA's internal evaluation of the Citizen Petition. The filing helps maintain the integrity of the record",,
FDA-2010-P-0383-0001_Cephalon__Inc____Fish___Richardson_P_C____Citizen_,"Printed and Stamped July 13, 2010",,Fish & Richardson P.C.,"Fish & Richardson submitted the petition on behalf of Cephalon, Inc. (the Petitioner)","21 U.S.C. § 355
- 21 C.F.R. § 10.20
- 21 C.F.R. § 25.31 (Environmental Impact exclusion)
- References to Section 505(b) and 505(j) of the FDCA","The petition comments on the FDA's acceptance for filing of Watson’s ANDA No. 79-075, which references Cephalon’s FENTORA® (fentanyl buccal tablet). It challenges the scientific basis for FDA’s acceptance of that ANDA","Cephalon requests that the FDA:
1. Withdraw the notice of acceptance to file Watson's ANDA
2. Reject Watson's ANDA
3. Require Watson to submit a New Drug Application (NDA) under Section 505(b) if it wishes to pursue approval of its multiple-salt formulation","Watson’s ANDA product allegedly contains two active ingredients (fentanyl citrate and fentanyl starch glycolate), while the RLD (FENTORA®) contains only one (fentanyl citrate).
- FDA's own prior concern about salt exchange during Watson’s manufacturing process was allegedly never resolved by evidence.
- Cephalon’s analytical testing confirmed the presence of a new salt (fentanyl starch glycolate), validating FDA’s earlier concern.
- Under FDA policy, a product with a different salt form or additional active ingredient is not eligible for approval under an ANDA and requires a full NDA due to potential safety, efficacy, and pharmacokinetic differences",,
FDA-2010-P-0377-0009_The_Great_Lakes_Environmental_Law_Center_and_the_N,"August 2, 2010; Stamped August 6, 2010",,"The Great Lakes Environmental Law Center (GLELC)
- Natural Resources Defense Council (NRDC)","The entities submitted the petition in their own names. Representatives signing the follow-up letter are:
- Nick Schroeck, Executive Director, GLELC
- Thom Cmar, Midwest Program Attorney, NRDC
No third-party legal firm representation is mentioned","21 C.F.R. § 25.31(b) – the regulation petitioners are requesting to revoke
- Indirect reference to environmental assessment requirements under NEPA (National Environmental Policy Act), although not explicitly cited","The existence of 21 C.F.R. § 25.31(b), which allows categorical exclusion from environmental assessments for certain FDA actions.
- Petitioners are challenging the policy of allowing these exclusions without sufficient environmental scrutiny","Petitioners request that FDA revoke 21 C.F.R. § 25.31(b), thereby eliminating automatic categorical exclusions from environmental review for certain drug and biologics approvals","Wastewater treatment plants are unable to eliminate many active pharmaceutical ingredients (APIs).
- Up to 93% of pharmaceutical compounds may pass through these facilities and contaminate aquatic environments.
- The regulation permits FDA to bypass environmental review, potentially overlooking public health and ecological risks.
- The delay in FDA's response is “troubling” due to the urgent human health and environmental concerns raised.
- Petitioners emphasize that a regulatory change is necessary to prevent pharmaceutical contamination of surface waters",,
FDA-2010-P-0377-0001_Great_Lakes_Environmental_Law_Center_and_The_Natur,"July 7, 2010; Stamped July 12, 2010",,"Great Lakes Environmental Law Center (GLELC)
- Natural Resources Defense Council (NRDC)","Petition submitted directly by the organizations. Signed by:
• Nick Schroeck, Executive Director, GLELC
• Thomas Cmar, Midwest Program Attorney, NRDC
No third-party representation noted","Federal Food, Drug, and Cosmetic Act (FFDCA): 21 U.S.C. §§ 321 et seq.
- National Environmental Policy Act (NEPA): 42 U.S.C. § 4321
- Administrative Procedure Act (APA): 5 U.S.C. § 553(e)
- 21 C.F.R. § 25.31 (categorical exclusion regulation being challenged)
- Additional reference: 40 C.F.R. § 1508.4, 21 C.F.R. § 25.10(c)",The policy allowing categorical exclusion from environmental assessments (EAs) for certain drug and biologic approvals under 21 C.F.R. § 25.31,"Revoke 21 C.F.R. § 25.31 (the regulation that provides for categorical exclusion)
- Replace it with a more protective standard based on updated scientific knowledge","Pharmaceuticals in wastewater are inadequately filtered by treatment plants; up to 93% of active ingredients persist after treatment.
- Ecotoxicological effects are observed in aquatic environments at concentrations below 1 part per billion (ppb).
- The current threshold of 1 ppb is scientifically outdated and ignores modern data on endocrine disruption, intersex fish, and cumulative effects.
- The NEPA-mandated environmental protections are circumvented by categorical exclusions.
- Lack of periodic review of the rule by FDA and reliance on outdated data undermine its scientific legitimacy.
- Updated research suggests even low-level exposure to pharmaceuticals can have long-term adverse ecological and human health effects",,
FDA-2010-P-0376-0001_Rousseau_Research_Inc___California_Corporation__RR,"Stamped July 9, 2010",,"Rousseau Research, Inc. (California Corporation)
- ETOBACCO LLC (Delaware Corporation)","Petition submitted directly by the two companies. The individual signer is Joseph D. Russo, Chairman of both Rousseau Research and ETOBACCO LLC. No external representation or law firm is listed","21 C.F.R. § 5.10 (submission authority)
- Family Smoking Prevention and Tobacco Control Act (FSPTCA)
- 21 C.F.R. § 25.3 (claimed categorical exclusion from environmental assessment)","Practices and regulations concerning price discounting and rebate penalties by tobacco companies
- Lack of regulatory support for modified risk tobacco products (MRTPs)
- Absence of standards for d-alpha Tocopherol (Vitamin E) levels in cigarettes
- Lack of FDA recognition for E® brand cigarettes as a PMRTP","1. Ban promotional price discounting for tobacco products in PMRTP/MRTP environments
2. Ban contractual rebate penalties that discourage sales of PMRTPs/MRTPs
3. Issue standards for minimum and maximum replenishment of d-alpha Tocopherol in cigarettes (300–350 µg/stick)
4. Recognize E® brand cigarettes as a Potential Modified Risk Tobacco Product (PMRTP)","Predatory pricing by Big Tobacco (e.g., buy-one-get-one-free) creates barriers for new MRTP entrants
- Marketing contracts impose rebate penalties that effectively block retail access for alternatives
- Replenishment of Vitamin E (d-alpha Tocopherol) in cigarettes reduces irritation, odor, and smoker’s cough, potentially lowering harm
- Clinical and sensory testing indicated consumer preference for E® brand and a reduction in smoker's symptoms
- Scientific literature supports chronic irritation as a pathway to tobacco-related diseases; mitigating it via Vitamin E could reduce harm
- Animal studies and toxicology reports found no adverse effects from Vitamin E-enriched cigarettes; testing suggested reduced genotoxic impact
- Petitioners offered to assign patents to public health organizations to promote MRTP development",,
FDA-2010-P-0360-0008_Hyman_Phelps_and_McNamara_P_C_Amendment,"Printed and Stamped July 30, 2010",,"Hyman, Phelps & McNamara, P.C.",The law firm submitted the petition on behalf of a client (name not disclosed),"Section 505(j)(2)(C) of the FFDCA
- 21 C.F.R. § 314.93 – suitability petitions
- 21 C.F.R. § 10.20 – general requirements for submission
- 21 C.F.R. § 10.30 – citizen petition procedures
- 21 C.F.R. § 25.31 – categorical exclusion from environmental assessment
- 21 C.F.R. § 10.30(b) – economic impact (upon request)","The petition requests an FDA determination of suitability for submission of an ANDA for Imatinib Mesylate Capsules, including a new 50 mg strength, which differs in dosage form and strength from the reference listed drug (RLD): GLEEVEC Tablets (100 mg and 400 mg)","Petitioner requests that the FDA:
- Find that Imatinib Mesylate Capsules (50 mg) are suitable for submission in an ANDA under Section 505(j)
- Permit ANDA filings for capsule dosage forms of 50 mg (and previously requested 100 mg and 400 mg)","Pediatric patients may benefit from the availability of a 50 mg capsule, as dosing for GLEEVEC is weight-based.
- GLEEVEC Capsules (50 mg and 100 mg) were previously approved by FDA but are no longer marketed—not withdrawn for safety or effectiveness reasons.
- Petitioner's product would help address formulation preferences, particularly for those who struggle to swallow tablets.
- Full draft labeling and PREA waiver justification are attached (Attachments 3 and 4).
- Petitioner claims that the proposed change in dosage form and strength does not raise new questions of safety or efficacy",,
FDA-2010-P-0360-0007_Hyman_Phelps_and_McNamara_P_C___Amendment,"Printed and Stamped December 23, 2011",,"Hyman, Phelps & McNamara, P.C.",Submitted on behalf of a client (the client’s identity is not disclosed),"21 U.S.C. § 355(j)(2)(C) – FFDCA provision allowing petition for ANDA suitability
- 21 C.F.R. § 314.93 – Suitability petitions
- 21 C.F.R. § 10.20 – Citizen petition requirements
- 21 C.F.R. § 10.30 – Procedures for citizen petitions
- 21 C.F.R. § 25.31 – Categorical exclusion for environmental assessment
- 21 C.F.R. § 10.30(b) – Economic impact information (upon request)",The petition addresses FDA's handling of ANDA submissions that propose a different dosage form (capsule) from the approved Reference Listed Drug (RLD)—GLEEVEC Tablets approved under NDA No. 021588. It asks for an FDA suitability determination allowing such a change,"The petitioner requests FDA to determine that Imatinib Mesylate Capsules (100 mg and 400 mg) are suitable for submission in an ANDA, using GLEEVEC Tablets as the RLD","The proposed capsule dosage form differs only in form (tablet vs. capsule) and strength already approved.
- GLEEVEC Capsules were previously approved and later discontinued for non-safety reasons; thus, regulatory precedent exists.
- No new safety or efficacy questions are raised by the change to capsule form.
- The capsule form provides an alternative for patients who have difficulty swallowing tablets.
- Petition includes draft labeling and a request for waiver from pediatric assessments (PREA), suggesting minimal new clinical burden",,
FDA-2010-P-0360-0001_Hyman__Phelps___McNamara__P_C____Citizen_Petition,"Printed and Stamped July 6, 2010",,"Hyman, Phelps & McNamara, P.C.",Submitted on behalf of a client (identity not disclosed),"Section 505(j)(2)(C) of the FFDCA
- 21 C.F.R. § 314.93 – suitability petitions
- 21 C.F.R. § 10.20 – general submission requirements
- 21 C.F.R. § 10.30 – citizen petition procedures
- 21 C.F.R. § 25.31 – categorical exclusion (environmental impact)
- FDC Act § 505B(a)(1)(A) – Pediatric Research Equity Act exemption","The petition addresses the FDA’s authority to accept an ANDA for a drug product that differs in strength from the Reference Listed Drug (RLD) — specifically, for Imatinib Mesylate Capsules in strengths of 200 mg, 400 mg, and 600 mg, compared to the discontinued GLEEVEC Capsules (50 mg and 100 mg) and currently marketed GLEEVEC Tablets","Petitioner asks the FDA to determine that the proposed Imatinib Mesylate Capsules (200 mg, 400 mg, 600 mg) are suitable for submission in an ANDA using GLEEVEC Tablets as the bioequivalence reference","The proposed strengths enable dosing flexibility, aligning with approved regimens (e.g., 400–800 mg/day).
- New capsule strengths reduce pill burden (e.g., replacing six 100 mg tablets with one 600 mg capsule).
- The dosage form (oral capsule) and administration route remain the same.
- The RLD (GLEEVEC Capsules) is discontinued but not withdrawn for safety or effectiveness, justifying use of currently marketed GLEEVEC Tablets for bioequivalence.
- The Pediatric Research Equity Act (PREA) does not apply to new strengths, so no additional pediatric studies are needed",,
FDA-2010-P-0359-0005_Cover_Letter_of_Supplement_to_Citizen_Petition___R,"May 6, 2022; Stamped May 12, 2022",,Medtronic,The original petition was filed by Goodwin Proctor LLP on behalf of Medtronic in 2010. This supplement is submitted directly by Medtronic,21 C.F.R. § 10.30(g) – Submission of supplements to citizen petitions,The FDA's failure to substantively respond to the original petition regarding the reclassification of absorbable hemostatic devices,Medtronic reiterates its request for reclassification of absorbable hemostatic devices (originally requested in 2010),"FDA has not yet responded substantively to the 2010 petition.
- Medtronic submits newly developed research supporting the reclassification of absorbable hemostatic devices since the original petition was filed",,
FDA-2010-P-0359-0001_Goodwin_Procter__LLP___Citizen_Petition,"Printed and Stamped July 2, 2010 ",,Goodwin Procter LLP,"Submitted on behalf of Medtronic (specifically Medtronic, Inc. and Medtronic PS Medical, Inc.)","21 C.F.R. § 10.30 – Citizen Petition procedures
- Section 513(e) of the FDCA (21 U.S.C. § 360c(e)) – Reclassification of devices","The classification of absorbable hemostatic devices (Class III) under the product code LMF (Absorbable, Hemostatic, Passive Gauze or Fabric).
- Medtronic challenges this classification and FDA’s apparent stance requiring Premarket Approval (PMA) for such products","Reclassify LMF-coded absorbable hemostatic devices from Class III to Class II.
- FDA to issue a regulation under Section 513(e) reclassifying such devices based on existing data and safety profile","Medtronic asserts that LMF products have been safely marketed for decades, primarily under Class II device designations.
- Reclassification is supported by extensive published clinical data, postmarket surveillance, and historical use.
- The current Class III designation imposes unjustified regulatory burdens, delaying innovation and increasing costs.
- Petition includes scientific studies, adverse event data, and predicate device comparisons to support reclassification.
- Medtronic argues that existing special controls under Class II are adequate to ensure safety and effectiveness",,
FDA-2010-P-0353-0001_Summit_Biosciences__Inc___et_al__K_L_Gates__LLC___,"June 15, 2010; Satmped June 22, 2010",,Summit Biosciences Inc. and an unnamed Kentucky university,Submitted via K&L Gates LLP; specifically by Gary L. Yingling (indicates legal representation),"Section 505(j)(2)(C) of the FDC Act
- 21 C.F.R. §§ 10.30 and 314.93
- 21 U.S.C. § 355(j)(2)(A)(iv)
- 21 C.F.R. § 25.31(a) (for environmental impact exclusion)
- 21 U.S.C. § 355c(a) and § 355c(a)(4)(A)(iii) (PREA waiver)","Requesting FDA to determine whether a new dosage form (nasal spray) of dronabinol is suitable for filing under an Abbreviated New Drug Application (ANDA). No specific FDA policy criticized, but implicitly comments on limitations of existing ANDA suitability framework for novel delivery systems",Petitioners request that FDA allow filing of an ANDA for dronabinol in nasal spray dosage form — different from the currently approved capsule (RLD: Marinol®),"Public health needs: Limited availability of THC therapies; nasal spray offers faster onset and avoids drawbacks of capsules/smoking.
- Therapeutic equivalence: Same active ingredient and indications as Marinol®; can be supported by bioequivalence data.
- Policy support: Cites support from medical organizations, public polling, and the Obama Administration for expanding non-smoked THC therapies.
- Technical advantages: Improved bioavailability, reduced abuse risk via unit-dose packaging, avoids “first-pass” metabolism, safer than smoking.
- PREA waiver: Justified based on the product not being a meaningful pediatric therapeutic advancement, and low anticipated pediatric usage",,
FDA-2010-P-0352-0001_Richard_F__Edlich__M_D___Ph_D____University_of_Vir,"Stamped June 30, 2010",,"Richard F. Edlich, MD, PhD — Distinguished Professor Emeritus, University of Virginia Health System; Co-signed by Holly S. Stevens, Jamie J. Clark, and Samantha K. Rhoads",No legal representation or law firm acting on behalf of another entity is mentioned. Petition is submitted directly by individuals.,"21 C.F.R. 10.30 (Citizen Petition regulation)
- 21 C.F.R. 5.10 (Delegation of authority to the Commissioner)","Commenting on and challenging the current FDA device classification of:
• Cornstarch powdered examination and surgical gloves (Class I devices)
• Powder, dusting, surgical (Product Code KGP)
- Critiques FDA's delays in reclassification despite past petitions","Reclassify powdered examination and surgical gloves from Class I to Class II devices
- Remove “powder, dusting, surgical” from the classification system as it is not commercially accessible","Scientific and clinical evidence over 25 years shows that cornstarch powder:
• Promotes wound infection
• Causes peritoneal adhesions and granulomatous peritonitis
• Triggers the latex allergy epidemic
- International precedents: Germany (1997) and UK (2000) banned cornstarch-powdered gloves
- Many U.S. hospitals and clinics have banned such gloves, reducing latex allergies
- No scientific evidence supports the safety of cornstarch powder
- Monthly communications with FDA representatives (Paul Gadiock, Dr. Sheila Murphey) support the petition",,
