File Name,Date of Petition,Date Comments,Identity of Submitting Entity,Representation Details,Cited Statutes or Regulations,FDA Action Commented On,Requested Action,Justification for Request,Status of Review,Review Comments
FDA-2018-P-2104-0001_Citizen_Petition_from_Nostrum_Pharmaceuticals__LLC.pdf,5/31/2018,,"Nostrum Pharmaceuticals, LLC",Not mentioned.,"- 21 CFR 10.25(a)
- 21 CFR 10.30
- 21 CFR 314.122","Lack of designation of a Reference Standard (RS) for Theophylline Extended Release Tablets, 300 mg, in the FDA Orange Book.","To designate Alembic Pharmaceutical Ltd.'s Theophylline ER Tablets, 300 mg (ANDA 090430), as an alternate Reference Standard for in vivo bioequivalence and in vitro dissolution studies.","- The original RLDs (Schering’s Theo-Dur) are discontinued.
- No RS is currently listed for the 300 mg strength.
- Pliva’s designated RS products are unavailable or on long-term backorder.
- Alembic’s 300 mg and 450 mg strengths are currently available on the market.
- Designation would facilitate a site transfer of Nostrum's approved ANDA and support market entry, benefiting public healthcare costs and preventing drug shortages.",FALSE,
FDA-2018-P-2104-0005_Citizen_Petition_Withdrawal_from_Nostrum_Pharmaceu.pdf,1/24/2020,"Date was incorrectly identified by ChatGPT, but date has been manually adjusted. ","Nostrum Pharmaceuticals, LLC",Not mentioned.,Not applicable.,Not applicable.,"Withdrawal of the previously submitted citizen petition.

","The FDA previously issued an interim response on November 27, 2018, stating it could not reach a decision because the petition “raises complex issues requiring extensive review and analysis by Agency officials.” The petitioner opted to withdraw afterward

",FALSE,
FDA-2018-P-2175-0001_Citizen_Petition_from_Pharmalucence_Inc.pdf,6/5/2018,,"Pharmalucence, Inc.",Not mentioned.,"- 21 C.F.R. § 10.30
- Section 505(j)(2)(A)(i) of the FDCA
- 21 C.F.R. § 314.94(a)(9)
- 21 C.F.R. § 314.127(a)(8)","The petition comments on the FDA’s policy of evaluating ANDA (Abbreviated New Drug Application) submissions, particularly regarding whether labeling for a proposed generic omits critical information in the RLD.","The petitioner requests the FDA to:
- Refuse to approve any ANDA that omits the requirement for a thyroid blocking agent pretreatment for [I-131] iobenguane use unless FDA determines such omission is scientifically justified.","Pharmalucence asserts that omitting this required labeling element poses safety risks and would render a proposed generic drug less safe and effective than the RLD. They argue that the thyroid blocking agent is essential for patient safety during radiopharmaceutical administration.
",FALSE,
FDA-2018-P-2175-0003_Withdrawal_from_Sun_Pharmaceutical_Industries__Inc.pdf,10/7/2021,"Date was incorrectly identified by ChatGPT, but date has been manually adjusted. ","Pharmalucence, Inc. (later acquired and renamed Sun Pharmaceutical Industries, Inc.)
",Not mentioned.,Not applicable.,Not applicable.,"Withdrawal of the previously submitted citizen petition.

","The FDA granted a refund of program fees after determining that Sun’s CIS-MDP product is pharmaceutically equivalent to Jubilant Draximage’s product. As a result, the issue raised in the petition was effectively resolved, prompting withdrawal to help free Agency resources

",FALSE,Note: this is a request for a withdrawal due to recent FDA action so may be a candidate for removal.
FDA-2018-P-2344-0001_Suitability_Petition_from_Noble_Pharma_LLC.pdf,6/15/2018,,"Noble Pharma, LLC",Not mentioned.,"Section 512(n)(3) of the Federal Food, Drug, and Cosmetic Act (FFDCA); 21 CFR 25.33(d)(5); 21 CFR 25.21; 21 CFR 20.61
",Filing of an Abbreviated New Animal Drug Application (ANADA) for a different dosage form of an approved pioneer product (praziquantel tablet),Permission to file an ANADA for a scored soft chewable tablet of praziquantel (generic) as an alternative dosage form to the pioneer product—a compressed scored tablet,"- Proposed generic product will have same active ingredient, dosage, administration method, therapeutic effect, cautions, and warnings as the pioneer.
- Soft chewables are more palatable and improve compliance.
- All excipients used are approved for dogs and pose no safety/effectiveness concerns.
- Labeling will closely parallel pioneer product labeling with differences noted in formulation and format.",FALSE,
FDA-2018-P-2361-0001_Citizen_Petition_from_BF_Innovation_Inc____on_beha.pdf,6/12/2018,,BF Innovation Inc.,"Acting on behalf of Bright Future Pharmaceutical Laboratories Limited
","- Federal Food, Drug and Cosmetic Act (FDC Act)
- 21 C.F.R. § 10.30
- Section 505(j) of the FDC Act
- 21 C.F.R. § 25.31 (environmental impact)","The designation of TRIAMCINOLONE ACETONIDE CREAM 0.1% (Application No: A085692 by Fougera Pharmaceuticals Inc.) as an additional Reference Listed Drug (RLD)
",Designate the Reference Standard (RS) TRIAMCINOLONE ACETONIDE CREAM 0.1% (by Fougera) as an additional RLD for ANDA submissions,"- The current RLD (Application No: N011601 by Mylan) is unavailable in the market.
- The RS by Fougera is therapeutically equivalent.
- Designating RS as an RLD would enhance generic market competition and facilitate additional ANDA submissions.",FALSE,
FDA-2018-P-2361-0006_Withdrawal_from_Bright_Future_Pharmaceutical_Labor.pdf,11/24/2020,"Date was incorrectly identified by ChatGPT, but date has been manually adjusted. ",BF Innovation Inc.,"Acting on behalf of Bright Future Pharmaceutical Laboratories Limited
",Not applicable.,Not applicable.,"Withdrawal of the previously submitted citizen petition.

","Withdrawal was made “at the suggestion of a representative of the Office of Regulatory Policy”. No further reasoning is provided

",FALSE,
FDA-2018-P-2362-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,6/18/2018,"Letterhead dated June 18, but stamp reflects June 20.","Lachman Consultant Services, Inc.",Not mentioned.,"- Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. § 10.30
- 21 C.F.R. § 25.31 (Environmental Impact)
- FDC Act § 505B (Pediatric Research Equity Act)","The petition addresses a request for suitability for filing an ANDA referencing a different strength (800 mg) of VOTRIENT (pazopanib) Tablets, currently approved in 200 mg and 400 mg doses.","Request for FDA to declare that Pazopanib Tablets 800 mg is suitable for submission as an ANDA, based on the reference listed drug VOTRIENT (pazopanib) Tablets (200 mg and 400 mg) by Novartis Pharmaceuticals Corp.","- The proposed 800 mg strength is within the approved dosage (800 mg daily) of the RLD.
- A single 800 mg tablet would improve patient convenience and reduce pill burden.
- No changes in labeling or indication except for strength.
- The change is quantitative only (in strength) and should not affect safety or efficacy.
- PREA does not apply to the new strength per 505B(a)(1)(A).",FALSE,
FDA-2018-P-2362-0006_Withdrawal_from_Lachman_Consultant_Services__Inc.pdf,8/29/2023,"Date was incorrectly identified by ChatGPT, but date has been manually adjusted. ","Lachman Consultant Services, Inc.",Not mentioned.,Not applicable.,Not applicable.,"Withdrawal of the previously submitted citizen petition.

","Not explicitly stated. The letter only mentions that the request is made “without prejudice to future submission”

",FALSE,
FDA-2018-P-2407-0001_Citizen_Petition_from_Ray_Law_Firm__PLLC.pdf,6/14/2018,,"Ray Law Firm, PLLC (Harry B. Ray)","Ray Law Firm, PLLC is submitting on behalf of an unnamed client pursuing approval for a generic drug
","- Section 512(n)(3) of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. 25.15
- 21 C.F.R. 25.33(e)
- 21 C.F.R. 25.21
- 21 C.F.R. 10.30(b)","Approval process and requirements for new animal drug applications, specifically Abbreviated New Animal Drug Applications (ANADA)",Approval of new strengths (37.5mg and 50mg) of generic Carprofen Chewable Tablets for dogs,"- Existing approved strengths (25mg, 75mg, 100mg) do not allow convenient dosing for 16–30 lb dogs
- New 37.5mg and 50mg strengths would simplify dosing and eliminate need for splitting tablets
- No change in indications, safety, or effectiveness is implied for the new strengths",FALSE,
FDA-2018-P-2408-0001_Citizen_Petition_from_Public_Citizen.pdf,6/21/2018,,Public Citizen,Not mentioned.,"- 21 U.S.C. § 355(o)(4)
- 21 C.F.R. § 10.30",The ongoing marketing of oral benzocaine products despite serious safety concerns.,"- Immediately remove all oral benzocaine products from the market.
- Initiate withdrawal procedures under 21 CFR 314.150.","- Oral benzocaine products are associated with serious and potentially fatal adverse effects, including methemoglobinemia.
- FDA itself has issued safety communications about these risks.
- There is a lack of evidence supporting any meaningful therapeutic benefit.
- Alternatives exist that are safer and more effective.",FALSE,
FDA-2018-P-2506-0001_Citizen_Petition_from_K_L_Gates_LLP.pdf,6/27/2018,,K&L Gates LLP,"Representing no other named entity; however, the subject drug (AXIRON®) was held by Eli Lilly and Company
","- 21 C.F.R. §§ 10.25 and 10.30
- 21 C.F.R. §§ 314.122 and 314.161
- Sections 505(j) and 505(w) of the Federal Food, Drug, and Cosmetic Act (FDCA)",FDA's listing of AXIRON® as a discontinued Reference Listed Drug (RLD) and withdrawal of approval for NDA N022504,"Request for FDA to determine that AXIRON® (testosterone) transdermal metered solution, NDA N022504, was not withdrawn for reasons of safety or effectiveness",The petitioner asserts there is no known information suggesting AXIRON® was withdrawn for safety or effectiveness reasons and requests a determination confirming that it was not,FALSE,
FDA-2018-P-2658-0001_Citizen_Petiton_from_Hyman__Phelps___McNamara__PC.pdf,7/10/2018,,"Hyman, Phelps & McNamara, P.C.","Petition appears to be submitted on behalf of an unspecified client; no other entity explicitly mentioned as being represented.
","- Federal Food, Drug, and Cosmetic Act (FDC Act) § 505(j)
- 21 C.F.R. § 10.25(a)
- 21 C.F.R. § 10.30
- 21 C.F.R. § 314.3
- 21 C.F.R. § 25.31","Selection of Reference Standards (RS) for generic drug applications, specifically related to the designation in the Orange Book for Methylphenidate Hydrochloride Extended Release 60 mg capsules.",That FDA designate ANDA 078873 as an additional Reference Standard (RS) for Methylphenidate Hydrochloride Capsules Extended Release 60 mg in the Orange Book.,"- The current RS (Metadate CD 60 mg, NDA 021259) appears to be discontinued and is unavailable for sampling.
- ANDA 078873 is a therapeutically equivalent version of the RLD and the current market leader.
- Designating it as an RS would facilitate further generic competition.
- FDA’s own guidance allows designation of a new RS when current RS is not available for in vivo bioequivalence testing. ",FALSE,
FDA-2018-P-2659-0001_Citizen_Petiton_from_Hyman__Phelps___McNamara__PC_.pdf,7/10/2018,,"Hyman, Phelps & McNamara, P.C. (for United Therapeutics)","Representing Taro Pharmaceuticals U.S.A., Inc.
","- 21 C.F.R. § 10.30
- Section 505(j) of the Federal Food, Drug, and Cosmetic Act (FDCA)
- 21 C.F.R. § 314.127(a)(3)
- 21 C.F.R. § 314.94(a)(9)
- 21 C.F.R. § 320.24
- 21 C.F.R. § 320.25
- FDA Draft Guidance “Chlorthalidone Tablets” (2017)",Review and potential approval of any abbreviated new drug applications (ANDAs) referencing Hygroton® (chlorthalidone) that rely solely on bioequivalence (BE) studies conducted on the 50 mg strength.,"FDA should not approve any ANDA referencing Hygroton® (chlorthalidone) unless it includes comparative BE studies on each strength for which approval is sought, or provides other scientifically valid evidence justifying a waiver (biowaiver) for lower strengths.
","- The petitioner argues that chlorthalidone does not exhibit dose-proportional pharmacokinetics.
- Citing FDA guidance and scientific studies, they contend that strength-specific BE studies are necessary.
- They emphasize the potential for therapeutic inequivalence or safety/efficacy concerns if approval is based solely on higher strength BE data.
- The request aligns with FDA’s past precedent and guidance documents requiring strength-specific evaluation when pharmacokinetics are non-linear.",FALSE,
FDA-2018-P-2659-0014_Withdrawal_from_Hyman_Phelps_and_McNamara_PC.pdf,8/16/2018,"Date was incorrectly identified by ChatGPT, but date has been manually adjusted. ","Hyman, Phelps & McNamara, P.C. (for United Therapeutics)","Representing Taro Pharmaceuticals U.S.A., Inc.
",Not applicable.,Not applicable.,"Withdrawal of the previously submitted citizen petition.

","No justification provided. The letter states that a formal response is no longer necessary but does not explain why

",FALSE,
FDA-2018-P-2720-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__P_.pdf,7/13/2018,,"Hyman, Phelps & McNamara, P.C.","Not Mentioned (The petition is submitted directly by the law firm; no separate client or represented entity is identified)
","- Federal Food, Drug and Cosmetic Act (FDC Act) § 505(j)
- 21 C.F.R. §§ 10.25(a) and 10.30
- 21 C.F.R. § 314.3
- 21 C.F.R. § 25.31
- 21 C.F.R. § 10.30(b)","The FDA's designation of a Reference Standard (RS) in the Orange Book for Benztropine Mesylate Tablets. Specifically, the petitioner addresses the fact that the current RS (ANDA 040103) is not marketed and unavailable for sampling, potentially hindering generic competition ","FDA is requested to designate ANDA 204713 (or another suitable ANDA) as a new or additional Reference Standard for Benztropine Mesylate Tablets (0.5 mg, 1 mg, and 2 mg) in the Orange Book, replacing the discontinued ANDA 040103. This change would facilitate the submission of new generic ANDAs by enabling bioequivalence testing ","- The current RS (ANDA 040103) appears to be inactive and not available for sampling.
- Lack of an available RS impedes new generic drug applications and competition.
- FDA’s own guidance supports changing the RS if the current one is unavailable.
- ANDA 204713 is a therapeutically equivalent and recently approved drug product suitable for this purpose ",FALSE,
FDA-2018-P-2749-0001_Citizen_Petition_from_Anne_A__Shirinian_Orlando_Re.pdf,7/13/2018,"Letterhead dated July 13, but stamp reflects July 17.","Anne A. Shirinian-Orlando, Ph.D.",Not mentioned.,"- Section 355(e) of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. § 25.31(a)","Lack of strict dosage, administration, and procurement monitoring guidelines for prostate cancer chemotherapy medications","- Issue strict FDA-approved dosage and administration guidelines for prostate chemotherapy medications
- Monitor procurement of chemotherapy medications to ensure sourcing from safe manufacturers","- Overdosing of patients, especially stage 4 prostate cancer patients, has led to liver and other organ damage
- Examples include drugs such as ZYTIGA, JEVTANA, and XTANDI, which have harmful side effects including organ failure and death
- Chemotherapy drugs are highly toxic, lack clear detoxification protocols, and are administered without individualized assessments (e.g., based on tumor growth rate)
- Efficacy claims rely on median survival statistics rather than precise disease progression measures",FALSE,
FDA-2018-P-2754-0001_Citizen_Petition_from_Ascend_Laboratories_LLC.pdf,7/18/2018,,"Ascend Laboratories, LLC",Not mentioned.,"- 21 CFR §§ 10.25, 10.30
- Sections 505(j) and 505(w) of the FDCA
- 21 CFR §§ 314.122, 314.161, 314.162
- 21 CFR § 25.31
- 21 CFR § 10.30(b)","The inclusion of ONFI (clobazam) 5 mg tablets in the ""Discontinued Section"" of the Orange Book, and whether it was withdrawn for safety or efficacy reasons",Ascend Laboratories requests the FDA to determine whether ONFI (clobazam) 5 mg tablets (NDA 202067) has been withdrawn or withheld from sale for reasons of safety or efficacy,"The petition notes that ONFI (clobazam) 5 mg tablets, approved on October 21, 2011, is now listed in the ""Discontinued Section"" of the Orange Book. FDA is required to determine if a product has been withdrawn for reasons of safety or efficacy before approving an ANDA referencing that drug
",FALSE,
FDA-2018-P-2755-0001_Citizen_Petition_from_Ascend_Laboratories__LLC.pdf,7/17/2018,,"Ascend Laboratories, LLC",Not mentioned.,"21 C.F.R. § 10.25(a), 10.20, 10.30, 314.93; FDC Act § 505(j); 21 C.F.R. § 314.3; 21 C.F.R. § 25.31","Reference Listed Drug (RLD) designation in the Orange Book and absence of a Reference Standard (RS) for Methylphenidate Hydrochloride Extended-Release Capsules 10–60 mg
","FDA should designate any other approved generic version of METADATE CD (Methylphenidate Hydrochloride Extended-Release Capsules, NDA No. 021259) as an alternate Reference Standard (RS) for ANDA submission purposes","The original RLD, METADATE CD by Lannett Co. Inc., has been discontinued and neither it nor the authorized generic is available in the market. There is no currently assigned RS for this product in the Orange Book, preventing ANDA submissions. Market data and distributor letters support the lack of availability of the reference product",FALSE,
FDA-2018-P-2838-0001_Citizen_Petition_from_Public_Citizen_s_Health_Rese.pdf,7/23/2018,,"Public Citizen’s Health Research Group
",Not mentioned.,"- Sections 331(a) and 342(f) of the Federal Food, Drug, and Cosmetic Act (FDCA)
- 21 C.F.R. § 10.30",FDA's inaction regarding the continued marketing of dietary supplements containing cesium chloride (CsCl) or other cesium salts,"1. Require immediate removal from the market of all dietary supplements containing cesium chloride or other cesium salts.
2. Issue a safety communication to advise consumers and healthcare professionals about associated harms ","- CsCl poses a significant or unreasonable risk of serious illness or injury, particularly life-threatening cardiac arrhythmias.
- It is promoted for unproven and unsafe cancer treatments.
- FDA and its Pharmacy Compounding Advisory Committee have recognized CsCl's serious safety concerns including cardiac toxicity and central nervous system effects.
- Documented adverse events include seizures, syncope, QT prolongation, torsades de pointes, and deaths.
- Animal and in vitro studies corroborate cardiotoxicity.
- Vulnerable cancer patients are being misled by unverified health claims.
- There is no scientific evidence supporting CsCl’s efficacy in treating any health condition ",FALSE,
FDA-2018-P-2851-0001_Citizen_Petition_from_Pharmaceutical_Manufacturing.pdf,7/23/2018,,"Hyman, Phelps & McNamara, P.C. ","Representing Pharmaceutical Manufacturing Research Services, Inc.","- Section 505(j) of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. § 10.30",The FDA’s potential approval of any ANDA referencing Colestid® (colestipol hydrochloride) Tablets unless specific bioequivalence requirements are met.,"The petitioner requests the FDA not to approve any ANDA referencing Colestid® Tablets unless the applicant demonstrates bioequivalence through:
• A comparative clinical endpoint bioequivalence study in patients with hypercholesterolemia; or
• A comparative efficacy study measuring serum LDL-cholesterol as a surrogate endpoint.","The justification provided includes:
• Colestipol tablets are not absorbed, and their action is local in the GI tract, making traditional PK studies inappropriate.
• The FDA’s own bioequivalence guidance for colestipol granules calls for clinical endpoint studies.
• There is no published evidence showing that PK-based studies are sufficient to establish therapeutic equivalence for colestipol tablets.
• Substituting without proper equivalence could undermine treatment and public health.",FALSE,
FDA-2018-P-2862-0001_Citizen_Petition_from_Lupin_Pharmaceuticals__Inc.pdf,7/23/2018,,"Lupin Pharmaceuticals, Inc.",Not mentioned.,"- Section 505(j) of the Federal Food, Drug, and Cosmetic Act
- 21 CFR § 10.25(a)
- 21 CFR § 10.30
- 21 CFR § 25.31 (Environmental Impact)","Discontinuation of the Reference Listed Drug (RLD) and Reference Standard (RS) for Azithromycin Tablet, 600 mg – specifically, ZITHROMAX® 600 mg (NDA # N050730) by Pfizer Central Research ","FDA is requested to designate a suitable alternate Reference Standard (RS) for Azithromycin Tablet, 600 mg, for use in in vitro bioequivalence studies, due to the unavailability of the current RLD/RS and the authorized generic in the market ","- ZITHROMAX® 600 mg (current RLD/RS) is no longer available in the market, although not officially listed as discontinued in the Orange Book.
- Pfizer confirmed discontinuation (Attachment-1).
- The authorized generic by Greenstone LLC is also unavailable as of July 2017 (Attachment-4).
- Lupin cannot perform required bioequivalence studies without an RS.
- Per FDA’s Draft Guidance (Jan 2017), a citizen petition can be submitted to request a different RS under such circumstances",FALSE,
FDA-2018-P-2901-0001_Citizen_Petition_from_Yiling_Pharmaceutical_Ltd.pdf,7/26/2018,,Yiling Pharmaceutical Ltd,Not mentioned.,"- 21 C.F.R. 10.25(a)
- 21 C.F.R. 10.30","The selection of the reference standard (RS) for VOLTAREN (diclofenac sodium delayed-release tablets, 75mg, 50mg, and 25mg)","That the FDA select a different listed drug (from the current CASI-assigned reference standard) to be used as the RS for conducting in vivo bioequivalence studies in ANDA applications.

","- The currently assigned RS product (CASI’s ANDA products) is not available on the market: 50mg tablets have been discontinued and 75mg are expected to be unavailable soon.
- As per FDA’s 2017 Draft Guidance, a petition is appropriate when “there are limited or no quantities of the reference standard in distribution.”
- Only three holders of approved ANDAs for all strengths exist; petitioner requests FDA select RS from other available suppliers like Carlsbad Technology Inc. or Unique Pharmaceutical Laboratories.",FALSE,
FDA-2018-P-2962-0001_Citizen_Petition_from_Americans_for_Homeopathy_Cho.pdf,7/25/2018,,Americans for Homeopathy Choice,Not mentioned.,"- 21 C.F.R. § 10.30
- Federal Food, Drug, and Cosmetic Act (implicitly referenced)",Draft Guidance titled “Drug Products Labeled as Homeopathic Guidance for FDA Staff and Industry” (Docket No. FDA-2017-D-6580),"- Withdraw the draft guidance.
- Replace it with a new guidance developed with public and stakeholder input.
- Establish an advisory committee of homeopathy stakeholders.
- Declare a formal enforcement policy that reflects this new guidance.","- The current draft guidance was issued without adequate public input or stakeholder consultation.
- It departs from the historical FDA regulatory approach to homeopathy established in the 1988 Compliance Policy Guide (CPG 400.400).
- The draft guidance imposes potentially overbroad regulatory standards on all homeopathic products regardless of safety history.
- Lack of clarity could cause confusion and fear among consumers and manufacturers.
- Petitioners argue that homeopathic products are generally recognized as safe and have a long history of consumer use.",FALSE,
FDA-2018-P-2985-0001_Citizen_Petition_from_Norbrook_Inc_.pdf,7/26/2018,"Letterhead dated July 26, but stamp reflects July 30.",Norbrook Laboratories Limited,Not mentioned.,"- Section 512(n)(3)(A) of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. §314.93
- 21 CFR 25.15
- 21 CFR 25.21
- 21 CFR 33(a)(1)",Filing of an Abbreviated New Animal Drug Application (ANADA) for a generic drug differing in dosage form from the listed product FELIMAZOLE® (methimazole) Coated Tablets,"Granting permission to file an ANADA for a Methimazole 5 mg/mL Oral Solution as a generic version of FELIMAZOLE® tablets, based on a change in dosage form","- The generic product contains the same active ingredient (methimazole) and is intended for the same species (cats) with identical indications.
- The dosage strength and route of administration remain consistent with the pioneer drug, although the generic uses an oral solution instead of tablets.
- All excipients used are approved in other companion animal drugs in the U.S.
- Prior similar suitability petition (FDA-2014-P-1802) was approved in 2015.
- Petition asserts environmental exclusion under FDA rules and affirms compliance with bioequivalence and other regulatory standards",FALSE,
FDA-2018-P-2997-0003_Citizen_Petition_from_New_Civil_Liberties_Alliance.pdf,7/31/2018,,New Civil Liberties Alliance,Not mentioned.,"- 21 U.S.C. § 371(a) (FD&C Act § 701)
- 5 U.S.C. § 553(e) (APA rulemaking provision)
- 21 C.F.R. § 10.30 (FDA petition regulations)
- Multiple legal precedents cited (e.g., Perez v. Mortgage Bankers Ass’n, Chrysler Corp. v. Brown)","FDA’s use of guidance documents that purportedly create legally binding obligations without going through notice-and-comment rulemaking; also refers to internal practices of issuing, relying on, or defending “improper agency guidance”","The petitioner requests the FDA to promulgate a formal, binding regulation that prohibits the issuance, reliance on, or defense of guidance documents that function as de facto legislative rules without meeting APA requirements (i.e., without notice-and-comment rulemaking)","- Agencies, including FDA, often bypass notice-and-comment procedures by issuing guidance documents with de facto binding legal effects.
- This practice violates the Constitution and the APA.
- Courts often cannot review such guidance due to procedural barriers like non-finality.
- Past reform efforts (e.g., OMB Bulletin, DOJ Sessions and Brand Memos) are insufficient because they are not binding or enforceable.
- The proposed rule would close these gaps, enhance accountability, protect constitutional rights, and ensure FDA actions comply with lawful procedures",FALSE,
FDA-2018-P-3076-0001_Citizen_Petition_from_Dr__Joseph_Purita_Redacted.pdf,7/23/2018,,Dr. Joseph Purita,Not mentioned.,"- 21 CFR Part 347
- 21 CFR 330.11
- 21 CFR 314.50
- 21 CFR 10.30
- 21 CFR 330.10(a)(12)
- Section 505 of the FD&C Act
- 21 CFR Section 25.30",Amendment of the OTC monograph for Skin Protectant Drug Products (21 CFR Part 347),"To amend the OTC monograph for Skin Protectant Drug Products (21 CFR Part 347) to include Avenanthramides as an alternative active ingredient to Colloidal Oatmeal, with a minimum concentration of 0.007% (or 0.003% when combined with mineral oil)","- Avenanthramides are natural compounds found in oats with proven antioxidant activity, similar to Colloidal Oatmeal.
- Scientific literature supports the inclusion of Avenanthramides due to their efficacy and safety profile.
- Synthetic derivatives like Dihydroavenanthramide D also demonstrate similar effects.
- Aligns with FDA’s goals to foster innovation and improve outdated monographs.
- Legal framework allows for such monograph amendments via citizen petition",FALSE,
FDA-2018-P-3102-0001_Citizen_Petition_From_Richard_M__Fleming_Redacted.pdf,7/31/2018,,Richard M. Fleming,Not mentioned.,"- 21 C.F.R. § 25.30
- 21 C.F.R. § 25.31
- 21 C.F.R. § 25.32
- 21 C.F.R. § 25.33
- 21 C.F.R. § 25.34
- 21 C.F.R. § 25.40","- Approval and reimbursement practices related to Technetium-99m isotopes Sestamibi and Tetrofosmin
- Claims of “quantification” by nuclear camera companies (SPECT and PET)
- Approval and radiation safety claims of 3D tomosynthesis mammography equipment
- Use of CPT coding for reimbursement, especially for faux “quantification”","The petitioner requests that FDA:
1. Address false claims and excessive use of Technetium-99m isotopes
2. Address misleading claims of disease quantification by SPECT/PET camera producers
3. Address misleading radiation safety claims of 3D tomosynthesis
4. Eliminate CPT coding as a reimbursement method
5. Accept the petitioner’s patented method (FMTVDM) for testing cardiac and oncologic drugs","- Technetium-99m isotopes redistribute, negating the need for two doses, thus current practices increase costs, errors (35% error rate), and radiation exposure
- Nuclear imaging “quantification” is scientifically invalid without calibration, leading to a 33.95% error rate
- 3D tomosynthesis claims are misleading; it actually delivers more radiation per breast image than conventional methods
- CPT coding increases costs without improving healthcare
- The patented FMTVDM method allows true quantification and can reduce healthcare costs while improving diagnostic accuracy",FALSE,
FDA-2018-P-3139-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__P_.pdf,8/10/2018,,"Hyman, Phelps & McNamara, P.C.","Representing an unnamed client (identity not disclosed)
","- 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act (FDC Act)
- 21 C.F.R. § 314.93
- 21 C.F.R. § 10.20
- 21 C.F.R. § 10.30
- 21 C.F.R. § 25.31 (environmental exclusion)
- 21 C.F.R. § 10.30(b) (economic impact)
- FDC Act § 505B(a)(1)(A) (PREA exemption justification)","Determination of suitability for submission of a different tablet strength (750 mg) of Ranolazine Extended-Release Tablets as an Abbreviated New Drug Application (ANDA), relative to the Reference Listed Drug (RLD) Ranexa®","Request that FDA determine Ranolazine Extended-Release Tablets, 750 mg, is suitable for submission as an ANDA under the approved NDA for Ranexa® (currently 500 mg and 1000 mg only)
","- The 750 mg strength provides dosing flexibility (e.g., 1500 mg/day titration option).
- Demonstrated bioequivalence to 1000 mg strength expected through in-vitro dissolution testing and proportional similarity.
- 750 mg strength was used in Ranexa clinical trials.
- The product is not subject to PREA since only the strength is changing, not active ingredient, indication, or route of administration.
- Draft labeling and Orange Book references are included as attachments.
- No safety or effectiveness concerns raised",FALSE,
FDA-2018-P-3139-0006_Withdrawal_from_Hyman__Phelps_and_McNamara__PC.pdf,8/25/2023,"Date was incorrectly identified by ChatGPT, but date has been manually adjusted. ","Hyman, Phelps & McNamara, P.C.","Representing an unnamed client (identity not disclosed)
",Not applicable.,Not applicable.,"Withdrawal of the previously submitted citizen petition.

","Not provided. The letter simply states the petition is withdrawn without giving a reason

",FALSE,
FDA-2018-P-3176-0001_Citizen_Petition_from_Medefil_Inc_1.pdf,8/15/2018,,"Medefil, Inc.",Not mentioned.,"- 21 CFR § 10.25(a)
- 21 CFR § 10.30
- Section 505(b)(2) of the FD&C Act
- 21 CFR § 25.31(a) (for environmental impact)
- 21 CFR § 10.30(b) (for economic impact)","Assignment of a Therapeutic Equivalence Evaluation Code (""TE Code"") in the Orange Book for Medefil’s NDA 202832
","FDA to assign a TE Code of “AP” for Medefil's NDA 202832 (Sodium Chloride Injection, USP, 0.9%) in the Orange Book for the purpose of the prescription drug fee exception","- Medefil's product is pharmaceutically equivalent to Hospira’s NDA 018803.
- Same dosage form, route of administration, and active ingredient amount.
- Intended for the same use: dilution/dissolution of drugs for IV, IM, or subcutaneous injection.
- Both listed as RLD (Reference Listed Drugs) in the Orange Book.
- Meets FDA criteria for therapeutic equivalence: pharmaceutical equivalence and demonstrated bioequivalence",FALSE,
FDA-2018-P-3211-0001_Citizen_Petition_from_Aurora_Pharmaceutical_LLC.pdf,8/17/2018,,Aurora Pharmaceutical LLC,Not mentioned.,Section 512(n)(3) of the Federal Food Drug and Cosmetic Act; 21 CFR 25.15; 21 CFR 25.30(h); 21 CFR 25.21,Approval requirements for an Abbreviated New Animal Drug Application (ANADA) for a product that differs in dosage form and strength from the Reference Listed New Animal Drug (RLNAD),Permission to file an Abbreviated New Animal Drug Application (ANADA) for Firocoxib Solution 1.14% w/v that differs from the RLNAD (EQUIOXX® Oral Paste) in dosage form and strength,"The change in dosage form (paste to solution) and strength (8.2 mg/g to 11.4 mg/mL) is proposed for convenience, allowing multi-dose packaging. The active ingredient and dosage regimen remain the same. The goal is to offer a more convenient and potentially cost-effective alternative with equivalent therapeutic effect
",FALSE,
