File Name,Identity of Submitting Entity,Representation Details,Cited Statutes or Regulations,FDA Action Commented On,Requested Action,Justification for Request,Date of Petition
FDA-2013-P-0701-0001_Organic_PasturesDairy_Co_LLC_Citizen_Petition.pdf,"Organic Pastures Dairy Company, LLC",Not Represented by Another Entity,"21 C.F.R. 10.25, 10.30, 10.30(j), 10.45(f), 10.20(c)",Denial of the original 2008 citizen petition seeking amendment to 21 C.F.R. 1240.61 (regulation prohibiting interstate sale of raw milk and raw dairy products),"Modify the February 26, 2013 denial to allow interstate delivery, sale, or distribution of raw milk and raw dairy products from the seller’s state to the destination state","Raw milk promotes healthy gut bacteria essential for human health; scientific studies show benefits of raw milk (e.g., reduced asthma, allergies, diabetes risk); existing state regulatory programs ensure safety; FDA treats raw milk unfairly compared to other foods; responsible production standards exist; and modifying the regulation would yield public health, environmental, and economic benefits.","Printed Printed May 31, 2013; Stamped Stamped June 5, 2013"
FDA-2013-P-0703-0001_Center_for_Lawful_Access_and_Abuse_Deterrence_Citi.pdf,"Center for Lawful Access and Abuse Deterrence (CLAAD), with additional signatories from National Association of Drug Diversion Investigators, Ryan’s Cause, and National Family Partnership",No legal representation mentioned; petition submitted directly by organizations,"21 C.F.R. §§ 5.10, 10.30; Stop Tampering of Prescription Pills Act of 2013 (H.R. 486, 113th Cong. § 2(b) (2013))",FDA policies regarding the approval of opioid drug products and the promotion of Medication-Assisted Treatment (MAT),(1) immediately reject NDAs and ANDAs for opioid products lacking predictive or determinative data on abuse deterrence; (2) acknowledge in writing that clinical benefits of MAT include outcomes beyond prolonged abstinence; and (3) prioritize and expedite guidance to industry on effectiveness and abuse-deterrence requirements,"Petitioners justify their request by citing the opioid abuse epidemic, the need for FDA regulatory action aligned with Obama Administration policy promoting abuse-deterrent opioids and MAT, the public health risks associated with approving non-abuse-deterrent opioids, economic impacts of prescription drug abuse, and the necessity for the FDA to support innovation by providing regulatory clarity to pharmaceutical companies.","Printed June 11, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-0711-0001_Allergy_Asthma_Network_Mothers_of_Asthmatics_Citiz.pdf,Allergy & Asthma Network Mothers of Asthmatics (AANMA),"AANMA submitted on its own behalf but is joined by other organizations including AAAAI, AARC, ACAAI, ALAA, ATS, and the COPD Foundation","21 C.F.R. § 10.30; section 505 (21 U.S.C. 355); sections 503(b), 505(d)(1), and 505(d)(4) of the FDCA",FDA's proposed new paradigm 'Using Innovative Technologies and Other Conditions of Safe Use to Expand Which Drug Products Can Be Considered Nonprescription',"Request that FDA exempt asthma and anaphylaxis medications from the proposed new paradigm expanding nonprescription drug access, and maintain these products as prescription-only.","Petitioners argue that FDA's proposal is inconsistent with national guidelines (e.g., NAEPP, NIAID), lacks evidence of safe OTC use for asthma and anaphylaxis drugs, could lead to worse health outcomes, undermines physician-patient care models, and risks increased morbidity and mortality by encouraging reliance on quick-relief medications without physician supervision.","Printed Printed May 15, 2013; Stamped Stamped June 13, 2013"
FDA-2013-P-0761-0001_Poly_Cell_Technologies_LLC___Health_Claim_Petition.pdf,PolyCell Technologies LLC and DKSH Italia Srl,PolyCell Technologies LLC and DKSH Italia Srl are jointly submitting; PolyCell Technologies will serve as the primary correspondent,"Section 403(r)(4) of the Food, Drug, and Cosmetic Act; 21 CFR 101.81; 21 CFR 101.14",Expansion of the 'Soluble Fiber from Certain Foods and Risk of Coronary Heart Disease Health Claim' to include Glucagel barley beta-glucan fiber,"Expand the health claim to include Glucagel barley beta-glucan fiber as an eligible substance under 21 CFR 101.81, and issue an Interim Final Rule allowing labeling pending finalization","The petitioners argue that Glucagel barley beta-glucan fiber meets the FDA's criteria for a health claim because it is safe, provides nutritive value, is associated with reduced risk of coronary heart disease, and has significant supporting scientific evidence from human and animal studies. They also highlight that soluble fiber intake in the U.S. is below recommended levels, and that allowing Glucagel would help increase public intake of beneficial soluble fibers.","Printed January 31, 2013; Stamped nan"
FDA-2013-P-0766-0001_Amedra_Pharmaceuticals_LLC_Citizen_Petition.pdf,Amedra Pharmaceuticals LLC,Not Mentioned,21 USC 355; 21 CFR 10.30,FDA's Draft Guidance on Albendazole bioequivalence requirements,"Request that FDA refrain from approving any ANDA referencing ALBENZA unless the ANDA demonstrates (i) bioequivalence based on systemic levels of both albendazole and albendazole sulfoxide, (ii) includes labeling identical to ALBENZA's labeling, particularly pediatric safety instructions, and (iii) includes simulated use testing showing the tablet can be crushed, chewed, and swallowed safely by young children without posing a choking hazard","Because ALBENZA undergoes significant first-pass metabolism to its active form (albendazole sulfoxide), bioequivalence should be demonstrated on both parent and metabolite; pediatric safety labeling is crucial due to a documented choking hazard; simulated use testing is necessary to confirm generic tablets can be safely administered to young children without increasing choking risk","Printed June 18, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-0767-0001_Ascend_Laboratories_LLC_Citizen_Petition.pdf,"Ascend Laboratories, LLC",Not Representing Another Entity,21 CFR 10.25(a); 21 CFR 10.30; 21 CFR 25.31,Approval of a new oral suspension dosage form for tacrolimus in addition to the currently approved capsule and injection forms under NDA 050708 (PROGRAF),Request FDA to determine that Tacrolimus Oral Suspension is a suitable additional dosage form for NDA 050708 (PROGRAF) and permit submission of an application for this form,"The current capsule formulation is not suitable for pediatric patients and adults with swallowing difficulties. Extemporaneous suspensions currently used are not prepared under CGMP standards, posing safety and efficacy concerns. An FDA-approved suspension would ensure safe, standardized dosing and protect healthcare providers during compounding processes.","Printed Printed June 13, 2013; Stamped Stamped June 18, 2013"
FDA-2013-P-0768-0001_Salus_Pharma_LLC_Citizen_Petition.pdf,"Salus Pharma, LLC",Not Representing Another Entity,21 CFR 10.30; 21 CFR 314.161; 21 CFR 314.162; 21 CFR 25.31,"FDA's determination regarding whether Zefazone (cefmetazole sodium) injection, EQ 1 GM base/vial and EQ 2 GM base/vial was withdrawn for safety or effectiveness reasons","Request that the FDA determine whether Zefazone (cefmetazole sodium) injection, EQ 1 GM base/vial and EQ 2 GM base/vial was voluntarily withdrawn for reasons of safety or effectiveness","Zefazone is currently listed as discontinued in the Orange Book; Pharmacia and Upjohn requested withdrawal of the application, but no evidence suggests withdrawal for safety or efficacy reasons. A determination is necessary to permit ANDA submissions referencing Zefazone as the RLD.","Printed Printed June 17, 2013; Stamped Stamped June 18, 2013"
FDA-2013-P-0769-0001_Lachman_Consultant_Services_Inc_Citizen_Petition.pdf,"Lachman Consultant Services, Inc.",Not Representing Another Entity,"Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act; 21 CFR 10.20; 21 CFR 10.30; 21 CFR 25.31","FDA approval policies regarding the submission of an Abbreviated New Drug Application (ANDA) for Bendamustine Hydrochloride for Injection, 200 mg/vial","Request FDA to declare that Bendamustine Hydrochloride for Injection, 200 mg/vial, is suitable for submission in an ANDA","The petitioner argues that the proposed drug product is the same as the listed drug (TREANDA) except for a change in total drug content (strength), and that the change will improve convenience and reduce medication errors and healthcare practitioner exposure during reconstitution. The formulation is otherwise identical when reconstituted, and the labeling changes are minimal (only adjusting for strength). The change raises no new questions of safety or effectiveness.","Printed Printed June 18, 2013; Stamped Stamped June 19, 2013"
FDA-2013-P-0775-0001_Hyman_Phelps_McNamara_PC_Citizen_Petition.pdf,"Hyman, Phelps & McNamara, P.C. (on behalf of an unnamed client)",Representing a client (client's name not disclosed),"21 C.F.R. §§ 10.25, 10.30, 314.161, 314.162; Sections 505(j) and 505(w) of the Federal Food, Drug, and Cosmetic Act",Determination regarding whether the 12 mg strength of INVEGA (paliperidone) Extended-release Tablets was withdrawn for safety or effectiveness reasons,Request that the FDA determine that the 12 mg strength of INVEGA was not withdrawn for reasons of safety or effectiveness,"There is no evidence that the 12 mg strength was ever marketed or withdrawn for safety or effectiveness reasons. It was approved but never marketed, and thus should still be eligible for use as a reference product in ANDA submissions for generic versions.","Printed June 25, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-0776-0001_Biotechnology_Information_Institute_Citizen_Petiti.pdf,Biotechnology Information Institute,No representation of another entity; the petitioner is the President of the submitting organization.,"Federal Food, Drug, and Cosmetic Act; Public Health Service Act; 21 CFR 5.10",FDA’s practice regarding biologics nomenclature and public disclosure of biologic product identity information,"Request the FDA to assign unique and biosimilar/(bio)generic-type names/identifiers to biologic products and their active agents, and to disclose sufficient public information to enable understanding of product identity.","The petitioner argues that biologics lack functional non-proprietary names and sufficient public information concerning product identity, leading to ambiguity and potential public health risks; the FDA is the only organization capable of implementing needed changes to nomenclature and public disclosures without significantly new resources or expenditures.","Printed June 21, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-0799-0001_Lachman_Consultant_Services_Inc_Citizen_Petition.pdf,"Lachman Consultant Services, Inc.",Submitting on behalf of a client (client not specifically named),"Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act; 21 CFR 10.30; 21 CFR 25.31","Request for approval of a Suitability Petition to allow submission of an ANDA for Griseofulvin Tablets, 187.5 mg and 375 mg, based on the RLD Gris-PEG® 250 mg","Request FDA to declare that Griseofulvin Tablets, 187.5 mg and 375 mg, are suitable for submission as an ANDA referencing Gris-PEG® Tablets, 250 mg","The proposed strengths (187.5 mg and 375 mg) are within the dosing range already described in the RLD's labeling, would provide greater dosing flexibility for pediatric and adult patients, reduce the need for crushing tablets for administration, and help optimize dosing convenience and safety without raising new questions of safety or effectiveness.","Printed Printed June 28, 2013; Stamped Stamped July 1, 2013"
FDA-2013-P-0800-0001_Lachman_Consultant_Sevices_Inc_Citizen_Petition.pdf,"Lachman Consultant Services, Inc.",Representing a client (client's name not disclosed),"Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act; 21 CFR 10.30; 21 CFR 25.31","Approval of a Suitability Petition to allow submission of an ANDA for Dapsone Tablets, 50 mg, based on the RLD Dapsone Tablets USP, 100 mg (ANDA 86-842)","Request FDA to declare that Dapsone Tablets, 50 mg, are suitable for submission as an ANDA referencing the RLD Dapsone Tablets, 100 mg","The 50 mg strength is consistent with dosing instructions in the approved labeling for the RLD, would provide greater flexibility for dosage titration, reduce adverse effects, and does not raise any new questions of safety or effectiveness compared to the approved 100 mg product.","Printed Printed June 28, 2013; Stamped Stamped July 1, 2013"
FDA-2013-P-0813-0001_Lachman_Consultant_Services_Inc_Citizen_Petition.pdf,"Lachman Consultant Services, Inc.",Representing a client (client's name not disclosed),"Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act; 21 CFR 10.30; 21 CFR 25.31","Approval of a Suitability Petition to allow submission of an ANDA for Hydrocodone Bitartrate and Acetaminophen Tablets USP, 4 mg/300 mg, 6 mg/300 mg, and 8 mg/300 mg","Request FDA to declare that Hydrocodone Bitartrate and Acetaminophen Tablets USP, 4 mg/300 mg, 6 mg/300 mg, and 8 mg/300 mg are suitable for submission as an ANDA","The petitioner argues that the new strengths offer additional dosing flexibility, allow titration to the lowest effective dose to minimize narcotic exposure, and are consistent with the dosing recommendations of the reference listed drugs. The changes do not raise new questions of safety or effectiveness.","Printed Printed July 2, 2013; Stamped Stamped July 3, 2013"
FDA-2013-P-0830-0001_Lachman_Consultant_Services_Inc_Citizen_Petition.pdf,"Lachman Consultant Services, Inc.",Representing a client (client's name not disclosed),"Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act; 21 CFR 10.30; 21 CFR 25.31","Approval of a Suitability Petition to allow submission of an ANDA for Hydromorphone HCl Extended-Release Tablets, 24 mg","Request FDA to declare that Hydromorphone HCl Extended-Release Tablets, 24 mg, are suitable for submission as an ANDA referencing EXALGO (hydromorphone HCl) Extended-Release Tablets, 32 mg","The petitioner argues that the proposed 24 mg strength is consistent with the dosing recommendations of the RLD, provides improved dosing flexibility for titration and tapering, minimizes adverse reactions, and does not raise new questions of safety or effectiveness. The Pediatric Research Equity Act (PREA) requirements are also asserted not to apply to this petition.","Printed Printed July 9, 2013; Stamped Stamped July 10, 2013"
FDA-2013-P-0846-0001_KL_Gates_LLP_Citizen_Petition.pdf,K&L Gates LLP,"Yes, K&L Gates LLP is representing a generic drug manufacturer client (not named specifically)","Section 505(j) of the Federal Food, Drug, and Cosmetic Act (FDCA); 21 C.F.R. § 10.30",FDA's policy requiring ANDA applicants to use U.S.-sourced reference listed drugs (RLD) for bioequivalence studies,Request FDA to permit the client to use KUVAN drug product obtained in Israel as the reference product for bioequivalence studies in support of an ANDA submission,"The petitioner argues that BioMarin, the manufacturer of KUVAN, has implemented a restrictive distribution scheme preventing generic manufacturers from obtaining the U.S.-marketed RLD, and that the KUVAN product marketed in Israel is materially the same as the U.S. product; allowing use of the Israeli product would support generic competition and prevent misuse of the Hatch-Waxman system.","Printed Printed July 10, 2013; Stamped Stamped July 11, 2013"
FDA-2013-P-0847-0001_Lachman_Consultant_Services_Inc_Citizen_Petition.pdf,"Lachman Consultant Services, Inc.","Yes, representing a client (client's name not disclosed)","Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act; 21 CFR 10.30; 21 CFR 25.31",FDA’s policy on allowing a new strength drug product to be submitted through an ANDA pathway,"Request FDA to declare that Tizanidine Hydrochloride Tablets, 8 mg, are suitable for submission in an Abbreviated New Drug Application (ANDA) referencing Zanaflex® (4 mg)","The petitioner argues that the 8 mg strength aligns with the dosing regimen already recommended for the reference listed drug, improves patient convenience by reducing the number of tablets needed per dose, potentially improves patient compliance, and does not raise new questions of safety or efficacy.","Printed Printed July 10, 2013; Stamped Stamped July 11, 2013"
FDA-2013-P-0848-0001_Hyman_Phelps_McNamara_PC_Citizen_Petition.pdf,"Hyman, Phelps & McNamara, P.C.","Yes, representing an unnamed client","Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act; 21 CFR 10.20(a); 21 CFR 10.30; 21 CFR 314.93",FDA's designation of reference listed drugs (RLDs) in the Orange Book,Request FDA to designate Oxacillin for Injection 1g and 2g in ADD-Vantage Vial (approved under ANDA No. 062737) as a Reference Listed Drug (RLD),"The petitioner argues that the currently designated RLD (Oxacillin for Injection in a Flip-Top Vial) has different packaging and administration routes compared to the ADD-Vantage Vial product, and that without RLD designation for the ADD-Vantage product, generic competition would be shielded. Citing FDA policy, the petitioner contends there is a sound basis for designating the ADD-Vantage product as an additional RLD.","Printed July 11, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-0849-0001_Hyman_Phelps_McNamara_PC_Citizen_Petition.pdf,"Hyman, Phelps & McNamara, P.C.","Yes, representing an unnamed client","Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act; 21 CFR 10.20(a); 21 CFR 10.30; 21 CFR 314.93",Designation of Reference Listed Drugs (RLDs) in the Orange Book,Request FDA to designate Ampicillin for Injection 1g and 2g in ADD-Vantage Vial (approved under ANDA No. 062738) as a Reference Listed Drug (RLD),"The petitioner argues that the current RLD (Ampicillin for Injection in Flip-Top Vial) is approved for both IM and IV use, whereas the ADD-Vantage Vial product is approved only for IV use in a different container/closure system. Designating the ADD-Vantage Vial as an RLD would promote generic competition specifically for that IV-only product configuration.","Printed July 11, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-0850-0001_Teva_Pharmaceutical_Industries_Ltd_Teva_Respirator.pdf,"Teva Pharmaceutical Industries Ltd., Teva Respiratory, LLC","Teva Respiratory, LLC is a subsidiary of Teva Pharmaceutical Industries Ltd.","21 C.F.R. § 10.30; 21 U.S.C. §§ 355(b)(2), 355(j), and 355(q)",Approval of any Abbreviated New Drug Application (ANDA) or 505(b)(2) Application referencing ProAir® HFA (albuterol sulfate) Inhalation Aerosol,Requesting that FDA refrain from approving any ANDA or 505(b)(2) application referencing ProAir® HFA unless certain conditions regarding dose counters and prevention of canister/actuator mismatches are met,"To ensure safety and efficacy, Teva argues that the presence of a dose counter is critical for patient safety because patients might unknowingly use inhalers past their effective dose limit without it; also stresses the need for in vitro and clinical testing to confirm dose counter functionality and the need to mitigate risks of canister/actuator mismatches to avoid dosing errors.","Printed July 12, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-0862-0001_Spec_Pharma_LLC_Fish_Richardson_PC_Citizen_Petitio.pdf,"Spec Pharma, LLC","Fish & Richardson P.C. representing Spec Pharma, LLC","21 U.S.C. § 355 (Section 505 of the Federal Food, Drug, and Cosmetic Act), 21 C.F.R. § 10.30","The New Animal Drug Application (NADA) for BetaVet submitted by Luitpold Pharmaceuticals, Inc.","Requesting that the FDA refrain from granting approval of the BetaVet NADA until arbitration resolves ownership rights in relevant data, advise the applicant of deficiencies in the NADA, and require the applicant to obtain Petitioner's consent if ownership rights are confirmed.","Petitioner alleges that the BetaVet NADA improperly uses or references data owned by Spec Pharma without authorization, violating FDA policies protecting property rights in data. They argue the ownership of the data is under arbitration and the FDA should not approve the application until the matter is resolved to prevent misappropriation and ensure regulatory compliance.","Printed July 12, 2013; Stamped nan"
FDA-2013-P-0884-0001_Eisai_Inc_Citizen_Petition.pdf,Eisai Inc.,Eisai Inc. is submitting on its own behalf but has a marketing and supply agreement with Arena Pharmaceuticals GmbH for BELVIQ®.,"21 U.S.C. 355(c) and (j); 21 C.F.R. 314.107; 21 C.F.R. 10.30; Controlled Substances Act (CSA); 21 U.S.C. 811; 21 C.F.R. 201.57(a)(2), 201.57(c)(10)(i), and 314.70(b)(2)(v)(C).",The initiation of the five-year New Chemical Entity (NCE) exclusivity period before Eisai could commercially market its products due to pending Controlled Substance scheduling.,"(1) Determine the NCE exclusivity for BELVIQ® to start on June 7, 2013; (2) determine the NCE exclusivity for FYCOMPATm to start on the date it can be commercially marketed; (3) provide a substantive response before FYCOMPATm's scheduling is finalized or within five months.","Eisai argues that FDA incorrectly started the NCE exclusivity periods when products could not yet be legally marketed because Controlled Substance scheduling was incomplete, depriving Eisai of the full exclusivity period intended by Congress, and that this practice is arbitrary, capricious, contrary to law, and undermines innovation incentives.","Printed July 25, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-0885-0001_AMAG_Pharmaceuticals_Inc_Citizen_Petition.pdf,"AMAG Pharmaceuticals, Inc.",Not Representing Another Entity,"21 USC 355, 21 CFR 10.30",Draft Guidance on Ferumoxytol (Dec. 2012) and general FDA standards for approving generic versions of nanoparticle intravenous iron products,Request that FDA (1) refrain from approving any ANDA referencing Feraheme until Nulecit Post-Market Contract Studies confirm adequacy of FDA's standards for generic IV iron approval; and (2) require any generic applicant to demonstrate equivalence using a comparative clinical endpoint study and additional laboratory assays,"Justifications include the complex and incompletely characterized structure of ferumoxytol, inadequacy of plasma/serum measurements to establish bioequivalence, lessons learned from inferior therapeutic equivalence of generic iron sucrose products in the EU, concerns raised in the EMA Reflection Paper, potential public health risks from insufficiently characterized generics, and FDA's own actions soliciting post-market studies for existing generics indicating unresolved scientific concerns.","Printed July 24, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-0886-0001_Arnall_Golden_Gregory_LLP_Citizen_Petition.pdf,Arnall Golden Gregory LLP,Representing Population Council,"21 U.S.C. § 355; 21 C.F.R. §§ 10.20, 10.25, 10.30, and 314.161",Discontinuation of Norplant® II Levonorgestrel Implants (Jadelle®) from the market,"Request for FDA to determine that Norplant® II Levonorgestrel Implants (Jadelle®) was withdrawn from the market for reasons other than safety or effectiveness, allowing it to be used as a Reference Listed Drug (RLD) for 505(b)(2) applications","The petitioner asserts there is no information indicating that the withdrawal was due to safety or effectiveness issues, and thus an NDA may be submitted referencing Norplant® II (Jadelle®) as an RLD.","Printed Printed July 17, 2013; Stamped Stamped July 24, 2013"
FDA-2013-P-0944-0001_Jeffrey_G_Thomas_DBA_Thomas_Law_Company__Citizen_P.pdf,Jeffrey G. Thomas DBA Thomas Law Company,Petition submitted on behalf of Ms. Marteen Moore,"Section 515(g) of the Federal Food, Drug, and Cosmetic Act; 21 C.F.R. §10.30; 21 C.F.R. §814.82(a)(3); 21 C.F.R. §814.47; 21 C.F.R. §820.198; 21 C.F.R. §814.80; 21 C.F.R. §812.140(a)(2); 21 C.F.R. §812.140(b)(2); 21 C.F.R. §820.90(b)(1); 21 C.F.R. §814.9; 21 C.F.R. §820.90(b)(1); 21 C.F.R. §812.38(d); 21 C.F.R. §814.9(a); 21 C.F.R. §814.9(r); Section 515(g)(1) of the Act; Freedom of Information Act (FOIA)",Conditions of the Pre-Marketing Approval (PMA) for Duraseal® Spinal Sealant,Enforce post-approval conditions including completion of a post-approval study on infection rates; investigation into undisclosed risks; investigation into sponsor's compliance with reporting obligations; revision of labeling and package inserts with stronger warnings (including a black box warning); suspension of the PMA; public hearing on continued violations of procedural and substantive due process,"Ms. Moore suffered paralysis allegedly due to the Duraseal® Spinal Sealant during clinical trials. She claims undisclosed serious risks (such as harmful interactions with non-autologous agents and product swelling), lack of informed consent, suppression of adverse event reports by the sponsor and FDA, incomplete post-approval studies, misrepresentation of product characteristics (blue dye color retention), and violations of due process rights prevented her from proving causation in her lawsuit. She argues that the agency must investigate these issues to protect public health and enforce compliance.","Printed Printed July, 2013; Stamped Stamped Aug 1, 2013"
FDA-2013-P-0945-0001_Lachman_Consultant_Services_Inc_Citizen_Petition.pdf,"Lachman Consultant Services, Inc.",Representing a client (name not disclosed),"Section 505(j)(2)(C) of the Federal Food, Drug and Cosmetic Act; 21 CFR 10.30","Suitability petition for Carisoprodol Tablets, 300 mg, based on reference listed drug Soma® (Carisoprodol) Tablets USP, 250 mg","Requesting FDA to declare Carisoprodol Tablets, 300 mg, suitable for submission in an ANDA","The proposed change from 250 mg to 300 mg dosage strength is within the approved dosing range for Soma® (250 mg to 350 mg three times daily and at bedtime), offering greater dosing flexibility without raising safety or effectiveness concerns. The Pediatric Research Equity Act (PREA) does not apply to the petition.","Printed Printed August 2, 2013; Stamped Stamped Aug 5, 2013"
FDA-2013-P-0946-0001_Lachman_Consultant_Services_Inc_Citizen_Petition.pdf,"Lachman Consultant Services, Inc.",Representing an unnamed client (not explicitly identified),"Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act; 21 C.F.R. § 10.30",Suitability petition to allow submission of an Abbreviated New Drug Application (ANDA) for a new drug strength,"Request for the FDA to declare Hydrocodone Bitartrate and Acetaminophen Tablets USP, 2.5 mg/300 mg suitable for submission as an ANDA","The proposed lower strength of hydrocodone bitartrate will provide additional dosing options to healthcare practitioners, enabling more precise pain management while minimizing narcotic exposure, and the proposed change does not raise new safety or efficacy concerns.","Printed Printed August 2, 2013; Stamped Stamped Aug 5, 2013"
FDA-2013-P-0947-0001_Hyman_Phelps_McNamara_PC_Citizen_Petition.pdf,"Hyman, Phelps & McNamara, P.C.",Not Mentioned,"505(j)(2)(c) of the Federal Food, Drug, and Cosmetic Act; 21 C.F.R. §§ 10.20(a), 10.30, and 314.93",Amendment to the Orange Book designation for Cefdinir for Oral Suspension,Request that FDA designate one of the approved Abbreviated New Drug Applications (ANDAs) listed for Cefdinir for Oral Suspension as an additional Reference Listed Drug (RLD),"The originally designated RLD (OMNICEF) has been discontinued, and the current RLD (Sandoz product) is reportedly no longer available on the market; thus, designating a currently marketed product as an RLD would ensure continued generic competition and availability.","Printed August 5, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-0948-0001_Pharmaceutics_International_Incorporated_Citizen_P.pdf,"Pharmaceutics International, Inc. (Pii)",Not Mentioned,"505(j)(2)(C), 21 C.F.R. § 10.20, 10.30, 314.122",Acceptance of an Abbreviated New Drug Application (ANDA) for Valproic Acid Delayed Release Capsules after discontinuation of STAVZOR® by Banner Pharmacaps,"Request the FDA to determine that Banner Pharmacaps discontinued STAVZOR® (valproic acid delayed release capsules) for reasons unrelated to safety and effectiveness and to accept an ANDA for Valproic Acid Delayed Release Capsules, 125 mg, 250 mg, and 500 mg",Banner Pharmacaps withdrew STAVZOR® from the market for reasons unrelated to safety or efficacy; the petitioner seeks to allow submission of an ANDA for generic versions at the same strengths to ensure availability.,"Printed Printed August 7, 2013; Stamped Stamped Aug 8, 2013"
FDA-2013-P-0949-0001_Reginald_Burgess_Garrett_Skelly_ESQ_Citizen_Petiti.pdf,"Reginald Burgess (petition submitted through attorney Garrett Skelly, ESQ)","Garrett Skelly, ESQ is representing Reginald Burgess","21 CFR 801.109; 21 CFR 890.3420; 21 CFR 890.3500; 21 CFR 820.198; 42 USC 12182; 21 CFR 5.10; section 520(e) and 515(d)(1)(B)(ii) of the Federal Food, Drug, and Cosmetic Act","FDA's classification and labeling requirements for external prosthetic devices, specifically approval orders like K991590 for the C-leg",Amend the approval order for the C-leg device to include 'OVER THE COUNTER USE' in addition to 'PRESCRIPTION' use for external prosthetic devices,"The petitioner argues that external prosthetic devices like the C-leg should not be classified solely as prescription devices because this unjustly restricts access for amputees, violates the Americans with Disabilities Act (ADA), and leads to unnecessary monopolistic practices by companies like Otto Bock. He asserts that the devices are safe enough for over-the-counter sale and that requiring prescriptions enables price gouging and discriminatory practices against amputees, citing Olmstead v. L.C. and Executive Order 13217 in support.","Printed Printed August 6, 2013; Stamped Stamped August 9, 2013"
FDA-2013-P-0990-0001_Corporate_Social_Responsibility_Advocate_Reprieve_.pdf,Corporate Social Responsibility Advocate at Reprieve,No external representation; Reprieve itself is the petitioner,"21 C.F.R. 10.30, 21 U.S.C. §355, §355-1, §372, §393",Use of Reglan in force-feeding detainees at Guantanamo Bay,"Suspend approval of Reglan for force-feeding at Guantanamo Bay, investigate compliance by ANI Pharmaceuticals, Inc., and consider requiring a new REMS submission","Petitioner argues that Reglan has serious side effects (including tardive dyskinesia, depression, suicide risk), that detainees are being administered Reglan without informed consent and potentially for longer than the recommended 12 weeks, and that this practice constitutes an urgent health hazard requiring immediate FDA intervention.","Printed Printed 8 August 2013; Stamped Stamped August 12, 2013"
FDA-2013-P-0995-0001_Hyman_Phelps_McNamara_PC_Citizen_Petition.pdf,"Hyman, Phelps & McNamara, P.C.","Representing Monosol Rx, Inc.",505(q) of the FDCA; 21 C.F.R. §§ 10.20 and 10.30,FDA acceptance and approval process for 505(b)(2) NDAs for buprenorphine/naloxone polymer film products,Request that FDA refuse to file any 505(b)(2) NDA for a buprenorphine/naloxone polymer film product unless it references NDA No. 22-410 (SUBOXONE® sublingual film) and complies with impurity limits for naloxone,Petitioner argues that any 505(b)(2) NDA for a buprenorphine/naloxone film should properly identify the SUBOXONE® film NDA as the listed drug to ensure patent protections are respected and that the impurity limits for naloxone established by FDA are properly applied; this prevents circumvention of patent laws and safeguards public health.,"Printed August 12, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-0996-0001_Piedmont_Animal_Health_Citizen_Petition.pdf,Piedmont Animal Health,Not Mentioned,"Section 512(n)(3) of the Federal Food, Drug, and Cosmetic Act; 21 C.F.R. 25.15; 21 C.F.R. 25.30(h); 21 C.F.R. 25.21",Approval to file an Abbreviated New Animal Drug Application (ANADA) for a different dosage form than the pioneer product SIMPLICEF® (cefpodoxime proxetil).,Permission to file an ANADA for a soft chewable tablet form of cefpodoxime proxetil instead of the pioneer product's film-coated tablet form.,"The petitioner argues that although the generic product will differ in form (soft chewable versus film-coated tablet) and shape (round versus elliptical or round-rectangular), it will have the same active ingredient, dosage, indications, route of administration (oral), and therapeutic effect as the pioneer product, thus qualifying for a suitability petition.","Printed Printed August 12, 2013; Stamped Stamped August 13, 2013"
