File Name,Date of Response,Date Comments,Responding FDA Center,Response to Petition,Cited Statutes or Regulations,Justification for Response,Status of Review,Review Comments
FDA-2014-P-0654-0010_Final_Response_Letter_from_FDA_CDRH_to_Edwards_Lif.pdf,6/13/2014,,"Center for Devices and Radiological Health (CDRH)
",Approved,"- 21 U.S.C. § 360j(f)(2)(A)
- 21 U.S.C. § 360j(f)(2)(C)(ii)
- 21 CFR § 10.30
- 21 CFR § 820.1(e)(1)
- 21 CFR § 820.1(e)(2)
- 21 CFR §§ 820.75, 820.100(a)(3)-(4), 820.70(a), 820.90(a)","- The SAPIEN XT THV is a next-generation device intended to address gaps in treatment for certain heart valve patients.
- The device is in the public health interest and not otherwise available without a variance.
- Edwards provided a variance proposal and supplemental plan sufficient to assure interim safety and effectiveness while corrective actions are implemented.
- The variance is temporary and contingent on Edwards resolving inspectional observations identified in the PMA Official Action Indicated Letter dated May 2, 2014.
- The variance does not apply to other devices approved or cleared by FDA",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-0687-0007_Interim_Response_Letter_from_FDA_CDRH_to_Margaret_.pdf,4/22/2015,,"Center for Devices and Radiological Health (CDRH)
",Interim Response,"- 21 CFR § 10.30(e)(2) — Regulation governing interim responses to citizen petitions
","FDA has not yet completed its review. The petition raises complex issues requiring additional review and analysis by FDA officials. A final response will be issued when possible
",FALSE,
FDA-2014-P-0687-0008_Letter_from_FDA_CDRH__to_Margaret_Moline___redacte.pdf,8/17/2016,,Center for Devices and Radiological Health (CDRH),Denied,"- Federal Food, Drug, and Cosmetic Act (FD&C Act):
• Section 502(a): Misbranding due to false or misleading labeling
• Section 502(o): Device marketed without valid 510(k)
• Section 513(f): Class III device status
• Section 515(a), 520(g): Premarket approval and IDE exemptions
• Section 801(a): Importation of misbranded articles
• Section 301(a): Prohibited acts (misbranding)
• Section 201(k), 201(m): Definitions for “label” and “labeling”
- 21 CFR 882.5050: Classification of biofeedback devices
- 21 CFR 882.9(a): Notification requirement for intended use deviation
- 21 CFR 807.81(a)(3)(i): Requirement for new 510(k)
- 21 CFR 10.30(b): Petition format requirement","- The EPFX biofeedback device was added to Import Alerts #80-06 and #89-08 due to misbranding and lack of a valid 510(k) for intended uses beyond the original clearance (1989, for relaxation and muscle reeducation only).
- The FDA reviewed materials submitted in the petition and determined that:
• The 2004 and 2008 user manuals contained claims for unapproved uses.
• Submitted studies (e.g., validation of SCIO) did not support the device’s claimed functions or intended uses.
• Many cited studies were irrelevant, flawed, or lacked scientific rigor.
- FDA determined that conditions leading to the violations had not been resolved and it lacked confidence that future entries would comply with the FD&C Act.
- Therefore, removal from Import Alerts was not appropriate",FALSE,
FDA-2014-P-0699-0008_Citizen_Petition_Denial_Response_Letter_from_FDA_C.pdf,10/17/2014,,Center for Drug Evaluation and Research (CDER),Denied,"- FD&C Act Sections:
• 505(b), 505(c), 505(d): NDA approval requirements
• 505(j), 505(j)(2)(A)(i), (v), 505(j)(4)(G), 505(j)(5)(F): ANDA approval requirements
• 505(b)(2): Reliance on published literature or prior approval
• 505(c), 505(d): Drug approval standards
- 21 CFR Regulations:
• 21 CFR 10.35: Stay of administrative action
• 21 CFR 314.3(b): Definition of listed drug
• 21 CFR 314.92(a)(1), 314.94(a)(8)(iv): Labeling sameness for ANDAs
• 21 CFR 201.56(d), 201.57: Prescription labeling requirements
• 21 CFR 201.56(a): General labeling authority","- No Public Health Basis for Stay: The petition failed to demonstrate irreparable harm, scientific inaccuracy, or sufficient public interest to justify a stay of approval for NDA 204977 and ANDA 091028. The request to stay ANDA 091028 was also untimely (filed >30 days after approval).

- Labeling Changes Not Scientifically Justified:
• The requested boxed warnings and DHCP letters about LDL-C increases and atrial fibrillation lacked new evidence and did not meet FDA’s criteria for boxed warnings.
• Lovaza and similar drugs already contain adequate warnings where needed.

- No Relevance of Prior Petition: The unresolved citizen petition FDA-2013-P-1612 was deemed irrelevant to the approval of current ANDAs/NDAs, as it pertained to a different patient population and study.

- Scientific Basis Lacking: No compelling data supported extending Lovaza’s labeling risks (e.g., atrial fibrillation) to other products like Epanova. The Agency emphasized scientific differences in formulation and lack of shared clinical data.",FALSE,
FDA-2014-P-0724-0013_Interim_Response_Letter_from_FDA_CDRH_to_Rocky_Mou.pdf,4/30/2015,,Center for Devices and Radiological Health (CDRH),Interim Response,Not mentioned.,"- The petition raised issues requiring further review and analysis by agency officials.
- FDA acknowledged the petition and committed to respond once a final decision has been made
",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-0724-0014_Citizen_Petition_Denial_from_CDRH.pdf,8/30/2016,,Center for Devices and Radiological Health (CDRH),Denied,"- 21 U.S.C. § 350(b)(2) — FD&C Act Section 510(b)(2): Registration requirement
- 21 U.S.C. § 321(h) — Definition of a device
- 21 U.S.C. §§ 379i(13), 379j(a)(3)(A) — Annual registration fees
- 21 CFR 807.20 — Requirement for registration
- 21 CFR 807.65(d) — Exemption for licensed practitioners
- 21 CFR 807.65(i) — Services for fitting and dispensing artificial eyes
- 21 CFR 886.3130, 886.3800 — Classification regulations for ophthalmic conformers and scleral shells
- 21 CFR 10.30 — Citizen petition process
- 21 CFR 860.123 — Device reclassification procedure","- The petitioner (a Certified Clinical Anaplastologist) was not exempt from registration under 21 CFR 807.65(d) because she distributed manufactured devices (e.g., artificial eyes) to patients for use outside her medical practice.
- The exemption only applies to licensed practitioners who manufacture or alter devices solely for use within their own practice.
- The reclassification request was submitted in an improper format and must follow the process in 21 CFR 860.123, including a full statement, supporting data, and FDA Form 3429.
- Therefore, the FDA did not consider the reclassification request and denied the petition in full",FALSE,
FDA-2014-P-0737-0003_Citizen_Petition_Denial_Response_from_FDA_CDER_to_.pdf,10/10/2014,,"Center for Drug Evaluation and Research (CDER)
",Denied,"- FD&C Act § 505(c)(3)(E)(ii), § 505(j)(5)(F)(ii), § 505(j)(5)(F)(iii), § 505(b)(1), § 505(b)(2), § 505(j), and § 505(c)(3)(E)(iii)
- 21 CFR § 314.108","- The FDA denied Pfizer’s request for 5-year New Chemical Entity (NCE) exclusivity for bazedoxifene in the drug Duavee, a fixed-combination product, because it applied the historical interpretation of the exclusivity statute in place at the time of Duavee’s approval (Oct 3, 2013).

- FDA's historical position stated that if any active moiety in a fixed-combination was previously approved, then the combination was not eligible for 5-year exclusivity, even if one moiety was new.

- FDA acknowledged that a new interpretation of the statute had been proposed and would be applied prospectively after the finalization of a new guidance. However, Duavee was approved prior to this policy change.

- The agency emphasized that applying the new interpretation retroactively would create uncertainty and disrupt regulated industry, particularly ANDA sponsors who relied on the prior interpretation.

- FDA further reasoned that retroactive exclusivity would not advance the Hatch-Waxman Act’s purpose, as Duavee had already been developed and approved before the policy change
",FALSE,
FDA-2014-P-0748-0006_Citizen_Petition_Approval_Letter_from_FDA_CVM_to_P.pdf,8/26/2014,,"Center for Veterinary Medicine (CVM)
",Approved,"- Section 512(n)(3) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- 21 CFR § 514.5 — Pre-submission conference recommendation","- The petition requested approval to submit an ANADA for a generic milbemycin oxime soft chewable tablet, differing from the RLNAD INTERCEPTOR FLAVOR TABS in dosage form only.
- The RLNAD (sponsored by Novartis) is used in dogs and cats for prevention and control of various parasitic infections.
- FDA found the dosage form change did not require new safety or effectiveness data for approval under the suitability petition framework.
- FDA therefore approved the petition, but clarified that this does not guarantee eventual approval of the ANADA itself
",FALSE,
FDA-2014-P-0752-0003_Petition_Denial_Letter_from_FDA_CDER_to_Pharmacist.pdf,3/31/2015,,"Center for Drug Evaluation and Research (CDER)
",Denied,"- 21 U.S.C. § 353(b)(1) — Definition of prescription drug
- 21 U.S.C. § 353(b)(3) — Authority to remove prescription status
- 21 CFR § 310.200 — Regulation for switching from prescription to OTC
- 21 U.S.C. § 830 — Combat Methamphetamine Epidemic Act (CMEA) relevant to pseudoephedrine
- 21 CFR 10.30 — Petition procedure (implicitly referenced in context)","- The FDA currently recognizes only two categories of drugs: prescription and nonprescription. The petitioner proposed a new “Pharmacists Category of Drugs Behind the Counter” (BTC), which is not a formally recognized regulatory category.
- Although FDA held a public meeting in 2007 to discuss the potential of BTC access to certain drugs, no regulatory framework has been established since then.
- The petitioner failed to provide sufficient scientific data or studies proving that the proposed BTC drugs (e.g., Lipitor, Narcan) are safe and effective for self-medication or that prescription oversight is unnecessary.
- The FDA clarified that pseudoephedrine’s placement behind the counter is due to statutory mandate under the Combat Methamphetamine Epidemic Act, not FDA regulation, making it a non-comparable precedent.
- As a result, FDA rejected the proposal to create and implement the BTC category and denied the petition in full
",FALSE,
FDA-2014-P-0772-0005_Citizen_Petition_Approval_Letter_from_FDA_CVM_to_P.pdf,8/26/2014,,"Center for Veterinary Medicine (CVM)
",Approved,"- 21 U.S.C. § 360b(n)(3) — (Section 512(n)(3) of the FD&C Act): Suitability petition provision for animal drugs
- 21 CFR § 514.5 — Pre-submission conference recommendation","- The petition proposed a generic version of pimobendan in a soft chewable tablet form, differing in dosage form only from the RLNAD, VETMEDIN (pimobendan) Chewable Tablets, approved under NADA 141-273.
- The RLNAD is used in dogs to manage signs of heart failure from atrioventricular valvular insufficiency or dilated cardiomyopathy.
- FDA determined the change in dosage form did not require new investigations into safety or effectiveness, making it a permissible change under a suitability petition.
- Approval of the petition does not guarantee eventual approval of the ANADA; that will be subject to separate review
",FALSE,
FDA-2014-P-0794-0005_Citizen_Petition_Approval_Letter_from_FDA_CVM_to_e.pdf,8/26/2014,,"Center for Veterinary Medicine (CVM)
",Approved,"- Section 512(n)(3) of the Federal Food, Drug, and Cosmetic Act (FD&C Act) — defines the suitability petition framework
- 21 CFR § 514.5 — Pre-submission conference recommendations","- The proposed generic product is a methimazole chewable tablet, differing only in dosage form from the RLNAD, FELIMAZOLE (methimazole coated tablets), approved under NADA 141-292 for treatment of hyperthyroidism in cats.
- The proposed generic contains the same active ingredient, concentration, route of administration, indications, dose, cautions, and warnings as the RLNAD.
- FDA determined that the change in dosage form did not require new safety or efficacy investigations.
- Therefore, the suitability petition was approved, though FDA noted this does not guarantee approval of the future ANADA",FALSE,
FDA-2014-P-0802-0003_Citizen_Petition_Interim_Response_from_FDA_CDRH_to.pdf,7/22/2014,,"Center for Devices and Radiological Health (CDRH)
",Interim Response,- 21 CFR § 10.30(e)(2) — FDA regulation outlining procedures for issuing interim responses to citizen petitions,"- The petition raised complex issues regarding:
1. FDA's authority over non-device consumer products (like PSAPs),
2. Withdrawal of a draft guidance document on hearing aids and PSAPs,
3. Opposition to expanding the definition of hearing aids.
- FDA states these matters require further internal review and analysis, and therefore, a final decision has not yet been made
",FALSE,
FDA-2014-P-0802-0004_Second_Interim_Response_from_FDA_CDRH_to_Moon_T__K.pdf,1/11/2016,,"Center for Devices and Radiological Health (CDRH)
",Interim Response,"- 21 U.S.C. 301 et seq. — Federal Food, Drug, and Cosmetic Act
- 21 CFR § 10.30(e)(2) — Regulation authorizing interim responses to citizen petitions","- The petition requested that FDA:
1. Refrain from regulating consumer products not classified as medical devices (specifically PSAPs),
2. Withdraw the Nov. 7, 2013 draft guidance on hearing aids and PSAPs,
3. Cease any effort to expand the definition of “hearing aid.”

- FDA stated that all requests fall within the scope of comments invited by the draft guidance.
- The Agency reopened the comment period (81 FR 786) and planned a public workshop (81 FR 784) to gather feedback.
- FDA encouraged the petitioner to submit their concerns as formal comments to the draft guidance docket
",FALSE,
FDA-2014-P-0802-0005_Final_Response_from_FDA_CDRH_to_Moon_T_Kwon_Redact.pdf,10/23/2021,,"Center for Devices and Radiological Health (CDRH)
",Dismissed (moot); denied in the alternative,"- 21 CFR 10.30(e)(2)(ii) – Grounds for denial of petition
- 21 CFR 10.30(e)(2)(iii) – Dismissal of petition as moot
- 21 CFR 801.420 and 801.421 – Labeling and conditions of sale for hearing aids
- 21 CFR 874, Subpart D – ENT devices regulations
- 21 CFR 808 – State exemptions from federal preemption
- 21 CFR 10.115(g)(5) – Public comment process on guidance
- 21 U.S.C. 321(h) – Definition of “device”
- 21 U.S.C. 360j(q) – FD&C Act section 520(q) (as added by FDARA Section 709)","- The petition requested: (1) that FDA not take action against non-device consumer products (PSAPs), (2) withdrawal of the 2013 Draft Guidance on hearing aids and PSAPs, and (3) cessation of efforts to expand the definition of ""hearing aid.""
- Since the petition was submitted, Congress enacted Section 709 of FDARA (2017), which directed FDA to create a regulatory category for OTC hearing aids and explicitly excluded PSAPs.
- FDA issued a proposed rule and new draft guidance in October 2021, which addressed and superseded the original Draft Guidance and the issues raised in the petition.
- Therefore, the agency concluded the petition was moot, and also denied it as the issues were resolved through statutory and regulatory actions taken since its filing",FALSE,
FDA-2014-P-0814-0007_Interim_Response_From_FDA_CDER_to_the_Center_for_R.pdf,12/15/2014,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"- 21 CFR 10.30(e)(2) — Regulation allowing for interim responses to citizen petitions
","- The petition requested FDA to amend informed consent regulations to include three standard warnings for all clinical trial participants.
- FDA acknowledged that the petition raises complex issues requiring extensive internal review and analysis before a final decision can be made",FALSE,
FDA-2014-P-0814-0021_Letter_from_CDER_to_Center_for_Responsible_Science.pdf,4/12/2017,,"Center for Drug Evaluation and Research (CDER)
",Denied,"- 21 CFR part 50 – Protection of Human Subjects
- 21 CFR 50.1(a) – Applicability of informed consent regulations
- 21 CFR 50.25(a) – Elements of informed consent
- 21 CFR 50.25(a)(3)-(4) – Risks and benefits in consent forms
- 21 CFR 10.30(e)(2) – FDA’s response procedures for petitions
- 21 CFR 801.420 and 801.421 (referenced generally in prior guidance context)
- 44 FR 47713 (August 14, 1979) – Regulatory commentary on informed consent standards
","- The petition requested FDA to amend informed consent regulations to require three standard warnings in all clinical drug trials, focusing on animal testing limitations, past harms from similar drugs, and future uncertainties in drug effectiveness.
- FDA rejected the petition because:
- The proposed warnings were not supported by sufficient evidence.
- The warnings were inconsistent with existing informed consent regulations, which require disclosures tailored to individual studies and subjects.
- Adding fixed warnings would reduce flexibility needed for appropriate, meaningful informed consent.
- FDA has already developed draft guidance addressing these issues, including tailoring consent disclosures and addressing therapeutic misconceptions.
- Therefore, the petition was denied, and FDA committed to considering the petitioner's concerns in finalizing the draft guidance
",FALSE,
FDA-2014-P-0823-0004_Interim_Response_Letter_from_FDA_CDER_to_Richard_D.pdf,2/2/2016,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"- 21 CFR 10.30(e)(2) — FDA regulation governing interim responses to citizen petitions
","- The petition requested the FDA to require warning statements on labels of baking soda products by amending 21 CFR 331.30(f).
- FDA has not issued a decision yet due to the need to prioritize other agency matters",FALSE,
FDA-2014-P-0823-0013_Agency_Response_Letter_From_FDA_CDER_to_Richard_D_.pdf,4/12/2019,,"Center for Drug Evaluation and Research (CDER)
",Denied,"- 21 CFR § 331.30(f) — Labeling for sodium bicarbonate products
- 21 CFR 330.1 — General conditions for OTC drugs
- 21 CFR 10.30(e)(2) — FDA regulation for petition responses
- 21 CFR 201.66(c) — Drug facts labeling
- 21 CFR 331.10(a) — Monograph labeling requirement
- FD&C Act Section 505 — Applicable to NDAs
- 21 CFR 314 — NDA regulations
- 44 FR 16006 — Federal Register monograph amendment (1979)","- Scientific Evidence Insufficiency: The petitioner proposed labeling changes to OTC sodium bicarbonate products to discourage their use in manufacturing crack cocaine. FDA found that:
- There was no evidence that adding the proposed warnings would deter illegal drug manufacturing behavior.
- Petitioner failed to show that sodium bicarbonate in OTC form contributes to health risks when used to manufacture crack cocaine.
- FDA noted that sodium bicarbonate is GRAS and monographed for OTC use.

- Risk and Impact Considerations:
- No evidence that sodium bicarbonate remains in harmful quantities in finished crack cocaine.
- FDA emphasized the lack of clinical and public health data supporting behavioral impact from such labeling.

- Competing Agency Priorities: Resources must be focused on high-priority health issues with stronger evidentiary bases.

- Conclusion: The agency found the petition lacking scientific, legal, and practical basis to proceed with the labeling changes requested
",FALSE,
FDA-2014-P-0825-0006_Interim_Response_Letter_from_FDA_CDRH_to_Orthofix_.pdf,12/17/2014,,Center for Devices and Radiological Health (CDRH),Interim Response,"- 21 CFR 801.30(a)(1) — Grace period for Unique Device Identification (UDI) labeling requirements
- 21 CFR 801.55 — Exception from or alternative to UDI requirements
- 21 CFR 10.30(e)(2) — Interim responses for citizen petitions","- The petition requested that FDA refrain from enforcement of UDI regulations for certain Class III and II implantable medical devices labeled before specified compliance dates.
- It also requested that FDA not require relabeling after the three-year grace period ends.
- FDA acknowledged that the petition raises complex issues requiring further review and analysis by agency officials, which justified the interim nature of the response",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-0830-0004_Interim_Response.pdf,2/3/2015,,Center for Drug Evaluation and Research (CDER),Interim Response,"- 21 CFR 10.30(e)(2) — Regulation governing interim responses to citizen petitions
","- The petition requested six-month pediatric exclusivity for Cuvposa (glycopyrrolate oral solution) under Merz’s new drug application.
- FDA stated the petition raises complex issues requiring extensive review and analysis by agency officials, justifying the delay in a final decision
",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-0830-0006_Denial_letter_from_FDA_CDER_to_Merz_North_America_.pdf,10/27/2016,,Center for Drug Evaluation and Research (CDER),Denied,"- Section 505A of the FD&C Act (21 U.S.C. § 355a) (Pediatric Exclusivity under BPCA)
- Section 505B (PREA)
- Section 526 (Orphan Drug designation)
- FDA Modernization Act (FDAMA, 1997)
- BPCA (2002)
- Pediatric Research Equity Act (PREA, 2003)
- FDA Amendments Act (FDAAA, 2007)
- FDA Safety and Innovation Act (FDASIA, 2012)","- No FDA Written Request Issued: Pediatric exclusivity under BPCA requires a written request from the FDA specifying the studies to be conducted. FDA records show that no such request was issued for Cuvposa.

- PREA Exemption Due to Orphan Drug Status: Cuvposa received orphan drug designation and thus was exempt from PREA requirements, meaning the pediatric studies were not mandated under that framework.

- Advisory Committee ≠ Written Request: Petitioners argued that a 2001 Pediatric Advisory Committee meeting constituted a written request, but FDA rejected this, stating such meetings are non-binding and cannot substitute for the formal written request required by statute.

- Legislative Interpretation: FDA maintained that both at the time of the NDA approval (2010) and thereafter, a written request was a legal prerequisite for pediatric exclusivity, and legislative updates in 2012 (FDASIA) clarified—rather than introduced—that requirement.

- No PPSR Submitted: Despite being advised to submit a Proposed Pediatric Study Request (PPSR) in a 2008 meeting, the sponsor did not submit one, and hence FDA did not issue a written request.",FALSE,
FDA-2014-P-0831-0007_Interim_Response_Letter_from_FDA_CDRH_to_Orthofix_.pdf,12/17/2014,,Center for Devices and Radiological Health (CDRH),Interim Response,"- 21 CFR 801.30(a)(1) — Grace period for compliance with UDI direct marking requirement
- 21 CFR 801.45 — Direct marking requirements for UDI
- 21 CFR 801.55 — Request for exception or alternative to UDI requirements
- 21 CFR 10.30(e)(2) — Interim responses to citizen petitions","- The petition requested FDA to refrain from enforcing UDI regulations requiring direct marking on reusable Class I and Class II surgical instruments labeled before the compliance dates, especially if still in third-party control.
- The petitioner also requested FDA to refrain from requiring re-labeling of such devices after the three-year grace periods expire.
- FDA issued an interim response because the petition raises complex issues that require further review and analysis by agency officials before a final decision can be made",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-0856-0007_Interim_Response_From_CDER_to_SONAR.pdf,12/17/2014,,Center for Drug Evaluation and Research (CDER),Interim Response,"- 21 CFR 10.30(e)(2) — Regulation allowing interim responses to citizen petitions
- Section 505(o)(4) of the FDCA — Referenced in relation to requested labeling changes","- The petition requested immediate changes to the professional labeling of Levaquin, including the addition of boxed warnings and updates to the Warnings and Precautions section to reflect ""Possible Mitochondrial Toxicity.""
- It also requested distribution of “Dear Doctor” letters to notify physicians and patients.
- FDA stated that the petition involves complex safety issues requiring extensive review and analysis, thus warranting an interim response under 21 CFR 10.30(e)(2)",FALSE,
FDA-2014-P-0856-0011_Final_Response_Petition_Denial_FDA_2014_P_0856.pdf,5/12/2016,,Center for Drug Evaluation and Research (CDER),Denied,"- Federal Food, Drug, and Cosmetic Act (FD&C Act), 21 U.S.C. 301 et seq.
- 21 CFR 201.57 (subsections (a)(1), (c)(1), and (c)(6))
- FD&C Act § 505(a), § 505(b)(1), § 505(d), § 505(o)(4)
- FDA Amendments Act of 2007 (FDAAA), Title IX, Section 901
- Guidance: Warnings and Precautions, Contraindications, and Boxed Warning Sections (October 2011)","- The FDA concluded that there is insufficient evidence to support a causal link between levofloxacin (Levaquin) and mitochondrial toxicity.
- Mitochondrial toxicity is considered a mechanism of action, not a specific clinical adverse reaction.
- Most data cited were from in vitro or animal studies, not human clinical studies.
- No structure-activity relationship (SAR) evidence or alerts for mitochondrial dysfunction were triggered for levofloxacin.
- The 2013 DPV Pharmacovigilance Review did not conclude that fluoroquinolones, including Levaquin, cause mitochondrial injury.
- The FDA determined that the proposed labeling changes do not meet regulatory standards for inclusion in the “Warnings and Precautions” or “Boxed Warning” sections.
- There is no scientific evidence associating fluoroquinolones with neurodegenerative disorders such as Parkinson’s, Alzheimer’s, or ALS, as alleged by the petitioner.",FALSE,
FDA-2014-P-0861-0005_Citizen_Petition_Response_from_FDA_CDER_to_Clinipa.pdf,8/14/2014,,Center for Drug Evaluation and Research (CDER),Approved (Determination Issued),"- 21 U.S.C. § 355(j)(7)
- 21 CFR § 314.161
- 21 CFR § 314.162
- 21 CFR §§ 10.25(a) and 10.30
- Drug Price Competition and Patent Term Restoration Act of 1984 (Pub. L. 98–417)","- FDA reviewed its internal records and determined that the relevant strengths of FOSAMAX were not withdrawn for reasons of safety or effectiveness.
- The drug will be retained in the Discontinued Drug Product List section of the Orange Book.
- The petition included specific strengths, and FDA expanded the review to include the 5 mg base strength as well.
- A Federal Register notice was issued to formalize this determination.",FALSE,
FDA-2014-P-0862-0003_Interim_Response_From_CDER_to_The_Alliance_for_Nat.pdf,12/19/2014,,Center for Drug Evaluation and Research (CDER),Interim Response,"- 21 CFR 10.30(e)(2) — Regulation authorizing interim responses to citizen petitions
","- The petition requested FDA to issue a rule banning phthalate use in prescription and over-the-counter drug products.
- FDA explained it had not reached a decision due to the complexity of the issues, requiring extensive review and analysis by agency officials",FALSE,"Missing in original spreadsheet, so completed in full here."
FDA-2014-P-0862-0004_Final_Response_From_CDER_to_The_Alliance_for_Natur.pdf,12/21/2017,,Center for Drug Evaluation and Research (CDER),Denied,"- 21 CFR § 10.30(b) — Petition requirements (wording of proposed regulation not met)
- 21 CFR § 330.1(e) — Suitable inactive ingredients in OTC drugs","- The FDA had already taken action to eliminate DBP and DEHP (phthalates of concern) from all CDER-regulated drugs via guidance, reformulation efforts, and database removals.
- All identified products containing DBP/DEHP were reformulated or discontinued.
- FDA updated its review templates and trained reviewers to reject DBP/DEHP unless justified.
- OTC monograph regulations already prohibit use of DBP and DEHP as excipients.
- The data submitted by petitioners did not change FDA's risk assessment or justify the need for further regulation",FALSE,
FDA-2014-P-0878-0006_Denial_Petition_Response_Letter_from_FDA_CDER__to_.pdf,11/26/2014,,Center for Drug Evaluation and Research (CDER),Denied,"- 21 CFR 10.115 (regarding guidance recommendations)
- Section 505(j) of the FD&C Act (21 U.S.C. 355(j))
- 21 CFR 314.3 (definition of reference listed drug)
- 21 CFR 314.94(a)(7) and 314.127(a)(6)(i) (ANDA bioequivalence requirements)
- 21 CFR 320.1(f) and 320.24(a)-(b)(6) (bioequivalence standards and testing methods)
- 21 CFR 10.115(g)(1)(iv)(A) (comments on guidance documents)
- Chapter 905, U.S. Pharmacopeia – Uniformity of Dosage Units","- Guidance Recommendations Are Not Mandatory: FDA clarified that recommendations in draft guidances are non-binding, per 21 CFR 10.115.
- No Statutory Requirement for In Vivo Testing Only: The FDA cited its regulatory flexibility under the FD&C Act and 21 CFR 320 to accept either in vitro or in vivo bioequivalence tests, rejecting Amarin’s assertion that in vivo studies are mandatory.
- Draft Guidance Already Addresses API Equivalence: FDA agreed that ANDAs should contain 1 gram of icosapent ethyl and minimal other omega-3s but concluded no changes to the draft guidance were necessary.
- Alternative Methods Are Scientifically Valid: FDA emphasized that quantitative capsule rupture tests (QCRTs) could be more sensitive than in vivo studies for detecting formulation differences.
- No Obligation to Address All Comments: The FDA explained that under the APA and its Good Guidance Practices, it is not required to respond to every comment, especially when no substantive changes were made to the guidance.",FALSE,
FDA-2014-P-0907-0005_Partial_Petition_Approval_and_Denial_Response_Lett.pdf,1/27/2015,,"Center for Drug Evaluation and Research (CDER) 
",Partially Approved / Partially Denied,"- 21 CFR 10.30(e)(3) – governs FDA response to citizen petitions
- 21 CFR 895.21(a) – pertains to device banning procedures
- 21 CFR 25.40 – environmental assessment content
- 21 U.S.C. § 360f(a)(1) (Section 516 of the FD&C Act) – criteria for banning a device
- NEPA – National Environmental Policy Act (referenced re: environmental analysis)","- Lack of Sufficient Risk Evidence: FDA concluded the petition did not show “substantial and unreasonable risk of illness or injury” necessary to justify a ban on dental amalgam.
- Current Controls Adequate: The amalgam device is already classified as Class II with special controls to manage risk.
- Environmental Risk Insufficient: Petition failed to show significant environmental impact to require regulatory change or device ban under NEPA.
- Labeling Guidance Accepted: FDA agreed to issue updated guidance on labeling, acknowledging concerns over sensitive populations (e.g., pregnant women, children). This part of the petition was granted.
- Ongoing Literature Review: FDA noted it continues to evaluate scientific literature on amalgam and will update its assessment as needed.",FALSE,
FDA-2014-P-0908-0005_Denial_Response_Letter_from_FDA_CDRH_to_Mothers_Ag.pdf,1/27/2015,,"Center for Devices and Radiological Health (CDRH)
",Denied,"- 21 CFR 10.30(e)(3) (denial of petitions)
- 21 CFR 895.21(a) (device ban criteria)
- 21 CFR 25.40 (environmental impact procedures)
- Section 516(a)(1) of FD&C Act, 21 U.S.C. 360f(a)(1) (device bans)
- NEPA (Environmental Policy Act)","- Scientific Evidence Insufficient: FDA stated that the data presented did not demonstrate that mercury vapor from dental amalgam presents a “substantial and unreasonable risk of illness or injury.”
- Existing Safety Measures Adequate: Dental amalgam is classified as a Class II device with special controls which FDA finds sufficient to ensure safety and effectiveness.
- No New Data: The studies cited in the petition were largely already reviewed during previous rulemaking processes and provided no new evidence to support the requested ban.
- No Causal Link Established: FDA emphasized that various health conditions (e.g., Alzheimer's, autism, MS) allegedly linked to amalgam had no conclusive causal connection supported by the evidence.
- Vulnerable Populations Considered: While acknowledging limited data for sensitive groups (e.g., pregnant women, young children), FDA noted it had included precautionary language in its labeling guidance.
- Further Evaluation Ongoing: FDA noted it is still evaluating literature and potential updates to its risk assessment but found no current basis for regulatory changes.",FALSE,
FDA-2014-P-0916-0006_Citizen_Petition_Denial_Letter_to_Craig_Sherman__M.pdf,11/4/2014,,"Center for Drug Evaluation and Research (CDER) 
",Denied,"- Section 505(b) and 505(j) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- 21 CFR 314.3
- 21 CFR 314.50(d)(1)(i), ii(a), and 314.94(a)(9)
- 69 FR 18728, 18748–49 (April 8, 2004)
- 77 FR 71006 (Nov. 28, 2012)","- FDA concluded that requiring all new drug applications (NDAs) or abbreviated new drug applications (ANDAs) for sodium nitrite or sodium thiosulfate to meet or exceed the exact specifications used by Hope Pharmaceuticals is not appropriate.
- Specifications are tailored to the manufacturing process, raw materials, and proprietary methods used by each applicant. Therefore, uniformity across applications is not scientifically justified or enforceable
- The FDA evaluates the adequacy of each application’s specifications to ensure product quality, strength, purity, and identity without mandating identical standards across different applications
- Mandating identical specifications could harm competition and hinder drug approvals, especially if proprietary testing methods are involved
- All products must still meet overarching statutory standards for safety, efficacy, and quality, even if individual specifications vary",FALSE,
