File Name,Date of Response,Date Comments,Responding FDA Center,Response to Petition,Cited Statutes or Regulations,Justification for Response,Review Comments
FDA-2019-P-2559-0003_Determination_That_FORTAMET__Metformin_Hydrochlori.pdf,"July 29, 2019",,Center for Drug Evaluation and Research (CDER) – Office of Regulatory Policy,"Approved – FDA determined that FORTAMET (metformin hydrochloride) extended-release tablets, 500 mg and 1 g, were not withdrawn for reasons of safety or effectiveness. The products remain in the Discontinued Drug Product List of the Orange Book","Federal Register notice is referenced as enclosed but not detailed in the visible portion. No specific citations (e.g., 21 CFR 314.161 or FD&C Act section) are mentioned in the letter.
→ Not Explicitly Mentioned"," FDA reviewed its records and found no evidence that the drug products were withdrawn from sale due to safety or effectiveness concerns.
- As such, FORTAMET will remain listed in the Orange Book's Discontinued Drug Product List, allowing potential referencing in ANDA submissions",
FDA-2019-P-0417-0010_Letter_from_FDA_CDER_to_Scilex_Pharmaceuticals__In.pdf,"June 28, 2019",Stamped,Center for Drug Evaluation and Research (CDER) – Office of Regulatory Policy,	Interim Response – No decision yet.,21 CFR 10.30(e)(2) – FDA regulation allowing for interim responses to citizen petitions,"The petition requested FDA to take action to prevent the marketing of unapproved lidocaine-containing drug products in patch, plaster, poultice, or similar forms.
- FDA has not completed its review because the petition raises complex issues that require extensive review and analysis by agency officials.",
FDA-2019-P-2982-0003_Determination_That_MEXITIL__Mexiletine_Hydrochlori.pdf,"November 1, 2019",,Center for Drug Evaluation and Research (CDER),"Approved — FDA determined that MEXITIL (mexiletine hydrochloride) capsules (150 mg, 200 mg, and 250 mg) were not withdrawn for reasons of safety or effectiveness, allowing abbreviated new drug applications (ANDAs) to be approved if other conditions are met","21 CFR 314.161 – Withdrawn drug evaluation criteria
- 21 CFR 314.162 – Drug removal from the Orange Book","No data or information indicated that MEXITIL was withdrawn due to safety or effectiveness concerns.
- FDA reviewed agency records and independently evaluated postmarketing literature and data.
- The drug remains in the Orange Book’s “Discontinued Drug Product List.”",
FDA-2019-P-2998-0104_Final_Response_Letter_from_FDA_CDER_to_Southern_Ne.pdf,"August 28, 2020",,Center for Drug Evaluation and Research (CDER) ,Denied,"21 U.S.C. § 355(o)(4) and § 355-1(a), (e), (f)(3) (Risk Evaluation and Mitigation Strategies - REMS)
- 21 C.F.R. §§ 201.57(c)(1), (c)(6)(i), 314.50(d)(5)(viii)
- Section 505-1 of the FD&C Act
- REMS Guidance (April 2019)","FQAD Request: The current labeling already addresses disabling and potentially irreversible adverse reactions occurring together (e.g., tendinitis, tendon rupture, peripheral neuropathy, psychiatric symptoms). FDA does not recognize “FQAD” as established medical terminology.
- Psychiatric Events: Already included under Central Nervous System Effects with a specific subheading.
- REMS Request: FDA concluded that risks are already adequately communicated via current labeling and Medication Guide; a REMS could unnecessarily delay access to Levaquin for urgent cases.",
FDA-2019-P-1640-0008_Interim_Response_Letter_from_FDA_CFSAN_to_Top_Heal.pdf,"October 21, 2019",,"Center for Food Safety and Applied Nutrition (CFSAN) – Specifically, the Office of Nutrition and Food Labeling",Interim Response – No decision yet.,"21 CFR 10.30(e)(2) – Interim response regulation
- 21 CFR 101.9(c)(6)(i) – Pertaining to the definition and inclusion of dietary fibers in nutrition labeling","The petition requested that isomaltooligosaccharide (IMO) be included in the list of dietary fibers under 21 CFR 101.9(c)(6)(i).
- FDA cited other agency priorities and limited availability of resources as the reason for not issuing a decision within the standard 180-day period.",
FDA-2019-P-6045-0019_180_day_Interim_Response_to_the_Wacker_Chemical_Co.pdf,"June 19, 2020",,Center for Food Safety and Applied Nutrition (CFSAN) – Office of Nutrition and Food Labeling,Interim Response – No decision yet.,"21 CFR 10.30(e)(2) – Pertaining to interim responses to citizen petitions
- 21 CFR 101.9(c)(6)(i) – Relates to nutrition labeling and dietary fiber qualifications","Petition requested that alpha-cyclodextrin be recognized as dietary fiber for nutrition labeling.
- FDA has not completed review due to agency priorities and limited resource availability.",
FDA-2019-P-1678-0003_Interim_Response_Letter_from_FDA_CDER_to_Exela_Pha.pdf,"September 27, 2019",Stamped,Center for Drug Evaluation and Research (CDER) – Office of Regulatory Policy,Interim Response – No decision yet.,21 CFR 10.30(e)(2) – Regulation governing interim responses to citizen petitions,"The request (assignment of therapeutic equivalence code “AP” to GLYRX-PF [glycopyrrolate] injection) involves complex issues requiring detailed review and analysis, which has delayed a final determination by the FDA.",
FDA-2019-P-4670-0005_Interim_Response_Letter_from_FDA_CFSAN_to_Lonza_In.pdf,"March 30, 2020",,Center for Food Safety and Applied Nutrition (CFSAN) – Office of Nutrition and Food Labeling,Interim Response – No decision yet.,"21 CFR 10.30(e)(2) – Interim response to citizen petitions
- 21 CFR 101.9(c)(6)(i) – Pertains to dietary fiber definition in nutrition labeling",The petitioner requested the inclusion of arabinogalactan in the definition of “dietary fiber” due to its beneficial physiological effect on immune functioning. FDA stated that a decision was delayed due to other priorities and limited resources,
FDA-2019-P-2590-0003_Interim_Response_Letter_from_FDA_to_Fresenius_Kabi.pdf,"November 14, 2019",Stamped,Center for Drug Evaluation and Research (CDER) – Office of Regulatory Policy,Interim Response – No decision yet.,21 CFR 10.30(e)(2) – Regulation allowing the FDA to issue an interim response when more time is needed to review a citizen petition,FDA stated that the delay in decision is due to the need to address other Agency priorities and the numerous demands on the Agency’s resources. A final response will be issued as soon as possible.,
FDA-2019-P-5943-0007_Response_Letter_from_FDA_CDER_to_Hyman__Phelps___M.pdf,,No date,Center for Drug Evaluation and Research (CDER) – Office of Generic Drugs,"Partially Approved / Partially Denied
- Approved: Request to submit an ANDA for Doxycycline Hyclate Tablets, 50 mg.
- Denied: Request for 20 mg, 75 mg, and 150 mg strengths.","Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act
- 21 CFR 314.93 (Petitions to request a change from a listed drug)
- 21 CFR 314.93(e)(1)(vi)
- 21 CFR 314.94(a)(3)(iii)","The 50 mg strength was found not to raise safety or effectiveness issues and aligned with existing dosing guidelines and bioequivalence expectations.
- The 20 mg, 75 mg, and 150 mg strengths were denied because equivalent NDAs were already approved (e.g., Periostat, Acticlate)",
FDA-2019-P-5268-0017_Final_Response_Letter_from_FDA_CDER_to_Public_Citi.pdf,"July 29, 2024",,Center for Drug Evaluation and Research (CDER),Denied – The petition to initiate proceedings to reschedule tramadol from Schedule IV to Schedule II of the Controlled Substances Act was denied,"21 CFR 1308.14(b)(3) – Current scheduling of tramadol

- 21 U.S.C. 801-971 – Comprehensive Drug Abuse Prevention and Control Act (CSA)

- 21 U.S.C. 812(b) – CSA scheduling criteria

- 21 CFR 1308.43(a), (d) – DEA petition process

- 21 U.S.C. 811 – DEA scheduling authority","Authority & Process: The scheduling of controlled substances is under DEA jurisdiction. FDA provides scientific and medical evaluations but does not itself reschedule drugs.
- Past Scheduling Decision: DEA previously evaluated tramadol and placed it in Schedule IV in 2014 after input from FDA and a public process.
- Labeling & Safety Updates: Since the petition, FDA has updated tramadol labeling to include more detailed warnings (e.g., addiction, respiratory depression, hyponatremia, hypoglycemia).
- Monitoring & Advisory Committees: FDA held advisory meetings (2020, 2022) and continues monitoring tramadol safety.
- Conclusion: Given the existing framework and actions already taken, FDA denied the request to initiate rescheduling proceedings",
FDA-2019-P-1525-0006_Determination_That_CARDENE__Nicardipine_Hydrochlor.pdf,"January 23, 2020",,Center for Drug Evaluation and Research (CDER),"The petition was approved in the sense that the FDA granted the requested determination: that CARDENE (nicardipine hydrochloride) injection, 25 mg/10 mL, was not withdrawn for reasons of safety or effectiveness. This allows FDA to approve ANDAs referencing the drug.","21 CFR 314.161
- 21 CFR 314.162
- 21 CFR 10.30
- 21 U.S.C. 355(j)(7)","The petitioner provided no evidence suggesting CARDENE was withdrawn for safety or efficacy concerns.
- The FDA independently reviewed its own records and relevant literature.
- No safety or effectiveness concerns were identified.
- Therefore, the product remains listed in the “Discontinued Drug Product List” section of the Orange Book, allowing ANDA submissions referencing this product, assuming all other legal and regulatory criteria are met.",
FDA-2019-P-0726-0007_Final_Response_Letter_from_FDA_CDER_to_Sunny_Pharm.pdf,,No date,"Center for Drug Evaluation and Research (CDER), Office of Generic Drugs",Denied – FDA denied the petition under section 505(j)(2)(C) because there are already NDAs approved for the proposed change in strength (20 mg) by other sponsors,"21 CFR 314.93(e)(1)(vi)
- 21 CFR 10.33
- 21 CFR 10.20
- 21 CFR 314.122(a)
- 21 CFR 314.161(a)
- Section 505(j)(2)(C) of the FD&C Act","The petition requested approval to submit an ANDA for fluoxetine hydrochloride tablets 20 mg, a strength different from the listed drug (60 mg).
- FDA denied the petition because the 20 mg strength is already approved under other NDAs (Prozac® and Sarafem®).
- Per regulation, FDA cannot approve a petition when the proposed change is already the subject of an approved NDA",
FDA-2019-P-0076-0006_Letter_from_FDA_CDER_to_Unichem_Pharmaceuticals__U.pdf,"June 28, 2019",Stamped,"Center for Drug Evaluation and Research (CDER) – specifically, the Office of Regulatory Policy, signed by Acting Director Carol J. Bennett",Interim Response – FDA has not yet reached a decision on the petition due to other agency priorities,21 CFR 10.30(e)(2) – Regulation governing interim responses to citizen petitions,The response cites the need to address other agency priorities and numerous demands on the Agency’s resources as the reason for not yet resolving the petition.,
FDA-2019-P-5791-0007_Final_Response_from_FDA_CDER_to_Guvam_Pharma_LLC.pdf,,No date,"Center for Drug Evaluation and Research (CDER) – specifically, the Office of Generic Drugs, signed by Director William Chong on behalf of Iilun Murphy",	Denied – The FDA does not approve the petition because the proposed change in active ingredients is not allowed under section 505(j)(2)(C) of the FD&C Act,"Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- 21 CFR 314.93
- 21 CFR 10.33
- 21 CFR 10.20","The requested changes in active ingredients are not among the permissible changes (route of administration, dosage form, strength, or substitution of a single active ingredient in a combination drug) under section 505(j)(2)(C) and 21 CFR 314.93. Therefore, the petition is not acceptable for review under the cited regulatory framework",
FDA-2019-P-6049-0030_Response_Letter_from_FDA_CDER_to_US_WorldMeds__LLC.pdf,"May 21, 2020",,Center for Drug Evaluation and Research (CDER),"	Denied (specifically, the FDA denied both requests: requiring ANDAs to include both drug and device constituent parts for Apokyn, and the development of a policy framework)","Section 505(j) of the FD&C Act (21 U.S.C. 355(j))
- Section 503(g) of the FD&C Act
- Section 505(q)(1)(F) of the FD&C Act
- 21 CFR part 3
- 21 CFR 314.3(b), 314.94(a), 314.127, 314.105, 314.125, 314.110, 314.200, 314.430","The FDA is required to act on petitions within 150 days under section 505(q), but that timeframe does not override the standard application review process.
- Approving only part of an ANDA (e.g., only the drug constituent part) while deferring on others would bypass the normal ANDA review protocols.
- The agency must protect the procedural rights of ANDA applicants and cannot prematurely comment on specific ANDA components.
- Complex regulatory and scientific considerations about generic drug-device combinations require case-by-case evaluations and cannot be addressed through a universal policy within the statutory time constraint.",
FDA-2019-P-1560-0003_Interim_Response_Letter_from_FDA_CDER_to_Hyman__Ph.pdf,"September 27, 2019",Stamped,"Center for Drug Evaluation and Research (CDER)
Specifically, the Office of Regulatory Policy, signed by Deputy Director Carol J. Bennett",Interim Response – FDA has not yet resolved the issues raised in the petition,21 CFR 10.30(e)(2) – Governs interim responses to citizen petitions,The petition remains unresolved due to the need to address other agency priorities and numerous demands on the agency’s resources. The response is issued to comply with regulatory requirements for interim responses.,
FDA-2019-P-1594-0002_Acknowledgment_Letter_from_FDA_CFSAN_to_Johnson_Nu.pdf,"March 13, 2019",Stamped,"Center for Food Safety and Applied Nutrition (CFSAN) – specifically, the Office of Nutritional and Food Labeling, Nutrition Programs and Labeling Staff, signed by Cherisa Henderson, MPH",Acknowledgment / Initial Review – FDA acknowledges receipt of the petition and states it is undergoing initial review. No final decision has been made yet,"July 10, 2003 Task Force Final Report on the Consumer Health Information for Better Nutrition Initiative","This is an acknowledgment letter indicating that the petition is under initial FDA review. It notes that a decision to file or deny the petition will be made within 45 days from receipt (February 26, 2019). The letter outlines the process and possible outcomes if the FDA does not act within the 45-day timeframe",
FDA-2019-P-0692-0004_Letter_from_FDA_CDER_to_Arent_Fox_LLP.pdf,"July 3, 2019",Stamped,"Center for Drug Evaluation and Research (CDER) – Specifically, the Office of Regulatory Policy, signed by Katelyn Mineo","Approved (Determination Made) – FDA determined that Tham Solution (tromethamine) injectable, 3.6 g/100 mL, was not withdrawn from sale for reasons of safety or effectiveness, and will therefore remain listed in the “Discontinued Drug Product List” section of the Orange Book"," Federal Register (unspecified citation, but referenced as the source for the official announcement)","FDA reviewed its records and confirmed that the drug product was not withdrawn for safety or effectiveness reasons, supporting its continued listing in the Orange Book's ""Discontinued Drug Product List""",
FDA-2019-P-0198-0005_Letter_from_FDA_CDER_to_Lachman_Consultant_Service.pdf,"July 8, 2019",Stamped,"Center for Drug Evaluation and Research (CDER) – Specifically, the Office of Regulatory Policy, signed by Carol J. Bennett, Deputy Director",Other (Interim Response) – The FDA has not yet resolved the issues raised in the citizen petition due to prioritization demands,21 CFR 10.30(e)(2) – Governing interim responses to citizen petitions,The response explains that a final decision on the petition has been delayed due to competing Agency priorities and numerous demands on FDA resources. The FDA acknowledges the petition and assures a future response,
FDA-2019-P-5760-0007_Response_Letter_from_FDA_CDER_to_Sun_Pharmaceutica.pdf,,"No date; GPT says Not explicitly dated on the letter, but references amendment dated July 7, 2021 and original petition received December 6, 2019. (Assumed date of final action: After July 7, 2021)","Center for Drug Evaluation and Research (CDER)
Signed by William Chong, M.D., Director, Office of Safety and Clinical Evaluation, for Iilun Murphy, M.D., Director, Office of Generic Drugs",Denied,"Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- 21 CFR 314.93
- 21 CFR 314.93(e)(1)(iv)
- 21 CFR 10.33
- 21 CFR 10.20","The proposed change in strength (to a more dilute 2.5 mg/mL concentration) poses potential safety and effectiveness concerns.
- No clinical benefit was demonstrated for the proposed change.
- The new formulation could result in higher fluid and sodium load, particularly problematic for patients with renal insufficiency or sodium-restricted diets.
- Could necessitate significant labeling changes.
- Potential for confusion due to multiple concentrations on the market with no added benefit.",
FDA-2019-P-2074-0003_Interim_Response_from_FDA_CDER_to_Encube_Ethicals_.pdf,"November 6, 2019",,Center for Drug Evaluation and Research (CDER),Other – Interim Response (FDA has not yet resolved the issues raised in the petition),21 CFR 10.30(e)(2),The FDA states it has not been able to reach a decision because the petition raises complex issues requiring extensive review and analysis by Agency officials.,
FDA-2019-P-3907-0003_Interim_Response_Letter_from_FDA_CDER_to_Novitium_.pdf,"February 12, 2020",Stamped,Center for Drug Evaluation and Research (CDER),Interim Response – No final decision made yet,21 CFR 10.30(e)(2),"The petition raises complex issues that require extensive review and analysis by FDA officials. Therefore, a final decision has not yet been reached. The interim response is provided in accordance with FDA regulations.",
FDA-2019-P-4155-0003_Interim_Response_Letter_from_FDA_CDER_to_Teva_Phar.pdf,"March 2, 2020",Stamped,Center for Drug Evaluation and Research (CDER),Interim response – decision not yet made,21 CFR 10.30(e)(2),"The FDA states that the petition raises complex issues that require extensive review and analysis by Agency officials. As such, a final decision has not yet been reached. The interim response is issued pursuant to the regulation requiring acknowledgment when a full response is delayed.",
FDA-2019-P-5759-0008_Final_Response_Letter_from_FDA_CDER_to_Aavis_Pharm.pdf,,No date,Center for Drug Evaluation and Research (CDER),Denied,"Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- 21 CFR 314.93
- 21 CFR 314.93(e)(1)(iii)(B)
- 21 CFR 314.93(e)(1)(i)
- Section 505B (PREA – Pediatric Research Equity Act) of the Act","The proposed substitution of chlorzoxazone for butalbital involves a change in active ingredient not in the same pharmacological or therapeutic class.
- The new ingredient cannot be expected to have the same therapeutic effect as the reference listed drug.
- The drug product combination was previously found ineffective in the Drug Efficacy Study Implementation (DESI).
- There are safety concerns, including hepatotoxicity.
- Because of these issues, the petition does not meet the requirements of section 505(j)(2)(C) and 21 CFR 314.93.",
FDA-2019-P-1818-0008_Agency_Response_Letter_from_FDA_CDER_to_Public_Cit.pdf,"April 23, 2020",,Center for Drug Evaluation and Research (CDER),"Denied, with labeling changes approved (but not a boxed warning or REMS modification)","21 CFR 201.57(c)(6)(i) and (c)(1)
- 21 CFR 201.56(d)(1), 201.57(a)(4), and 201.80(e), (f)
- 21 U.S.C. 355(b)(1)(F)
- FD&C Act §§ 505(o)(4), 505-1(a), 505-1(b)(3), 505-1(d), 505-1(e)(2), 505-1(e)(3), 505-1(f)(3), 505-1(f)(4), 505-1(g)(4)","FDA determined that the risk of multiple vertebral fractures after discontinuation of Prolia is already adequately addressed in existing labeling (specifically in WARNINGS AND PRECAUTIONS and ADVERSE REACTIONS sections).
- FDA did not find sufficient new safety information to justify elevating this risk to a boxed warning.
- Prolia's benefits (especially for women at high risk of fracture and with severe renal impairment) outweigh the risks when appropriately used.
- Most osteoporosis medications (except bisphosphonates) show a reversal of therapeutic benefit upon discontinuation.
- The requested changes to the REMS were deemed unnecessary, as the Medication Guide and communication tools already address the risk.
- Additional labeling clarifications were approved to reinforce provider awareness and recommend transitioning patients to other antiresorptive therapy if Prolia is discontinued.",
FDA-2019-P-0913-0009_Interim_Response_Letter_from_FDA_CFSAN_to_Independ.pdf,"September 9, 2019",,Center for Food Safety and Applied Nutrition (CFSAN),Other – Interim Response (FDA has not reached a decision due to competing agency priorities),"21 CFR 10.30(e)(2), 21 CFR 111.75(a)(1)(i)",The FDA has not reached a decision within the 180-day timeframe due to competing agency priorities. The petition is under active review and evaluation by staff.,
FDA-2019-P-2239-0009_Final_Response_Letter_from_FDA_to_BioNeutra_North_.pdf,"January 9, 2020",,Center for Food Safety and Applied Nutrition (CFSAN),Denied,"21 CFR § 101.9(c)(6)(i) (Dietary fiber definition)
- 21 CFR 10.20(c)(2) (Translation requirements)
- 21 CFR 10.30(e)(3) (Citizen petition regulations)
- 83 FR 8997 (Final guidance on scientific evidence)
- 81 FR 33742 (Final rule on nutrition labeling)","The FDA denied the petition based on the following justifications:

a. Lack of New Evidence for Laxation:
- The current petition largely repeated data previously reviewed and rejected.
- Five studies cited for laxation effects were already assessed in the original denial; FDA concluded these studies did not show IMO independently improves laxation, especially given the use of enemas and laxatives during fecal collection periods, which compromised validity.

b. Insufficient Evidence for Blood Cholesterol Benefits:
- Out of five studies cited, three (including the only one conducted on a U.S.-like population) showed no significant impact of IMO on cholesterol levels.
- One study showed a positive result, but it involved hyperlipidemic teenagers, which FDA deemed less relevant.
- Another showed mixed results and used elderly nursing home residents, not representative of the general population.

c. Inconsistency and Lack of Robustness:
- The FDA stated that no plausible explanation reconciled the inconsistency between studies showing benefit and those showing none.
- Studies lacked adequate controls, statistical rigor, or generalizability to the U.S. population.

Therefore, the FDA concluded that IMO (isomaltooligosaccharides) did not meet the requirements to be listed as a dietary fiber based on the submitted evidence. They indicated willingness to review new petitions based on stronger scientific support in the future. ",
FDA-2019-P-1980-0006_Interim_Response_Letter_from_FDA_CDER_to_Novitium_.pdf,"October 18, 2019",Stamped,Center for Drug Evaluation and Research (CDER),Interim response; no final decision has been made yet,21 CFR 10.30(e)(2),"The petition raises complex issues that require extensive review and analysis by Agency officials. FDA has not yet resolved the issues raised in the petition, which requested the Agency designate a specific generic product (by PAR Pharmaceutical Inc.) as the reference standard for Oxandrin Tablets (NDA 013718).",
FDA-2019-P-4523-0004_Determination_That_Potassium_Chloride_in_5__Dextro.pdf,"March 17, 2020",,Center for Drug Evaluation and Research (CDER),"Approved (i.e., FDA determined that the listed drugs were not withdrawn for reasons of safety or effectiveness). This permits the FDA to approve Abbreviated New Drug Applications (ANDAs) that refer to these drugs if all other legal and regulatory requirements are met","21 CFR 10.30

21 CFR 314.161

21 CFR 314.162

Section 505(j)(7) of the Federal Food, Drug, and Cosmetic Act (21 U.S.C. 355(j)(7))","The FDA reviewed the citizen petition and agency records and found no information indicating that the potassium chloride drug products were withdrawn from sale for reasons of safety or effectiveness.

No data or other information was submitted suggesting safety or effectiveness concerns.

The products are currently listed in the “Discontinued Drug Product List” section of the Orange Book, which is used for drugs discontinued for reasons other than safety or effectiveness.

The FDA also independently evaluated literature and postmarketing adverse events and found no safety or effectiveness issues",
FDA-2019-P-2687-0003_Letter_from_FDA_CDER_to_AuroMedics_Pharma_LLC.pdf,"November 27, 2019",Stamped,Center for Drug Evaluation and Research (CDER),Interim response – no final decision yet; FDA has not resolved the issues raised in the petition.,21 CFR 10.30(e)(2),"The FDA indicated it has not been able to reach a decision due to the need to address other Agency priorities. The response was provided in accordance with FDA regulations on citizen petitions, and the FDA committed to responding as soon as resources allow.",
FDA-2019-P-5887-0005_Agency_Response_Letter_from_FDA_CFSAN_to_Upfield_U.pdf,"June 7, 2022",,Center for Food Safety and Applied Nutrition (CFSAN),Interim response — FDA requested additional scientific and consumer research data to support the petition. The final decision is pending further review.,"21 CFR 166.110 (Standard of Identity for Margarine)

21 U.S.C. § 341 (Authorizes FDA to issue/amend food standards of identity)","The FDA acknowledged the concerns raised in the petition regarding consumer confusion caused by the term “plastic form” in the standard of identity for margarine. However, it emphasized the need for supporting evidence, such as:

Scientific literature published in peer-reviewed journals

Consumer research studies and data

Other scientific evidence related to consumer perception, understanding, and expectations
The agency stated this information is necessary to fully evaluate the petition and determine whether an amendment to the standard is warranted",
FDA-2019-P-3082-0005_Determination_That_NEO_TECT_KIT__Kit_for_the_Prepa.pdf,"March 3, 2020",,Center for Drug Evaluation and Research (CDER),The petition was granted: FDA determined that the drug was not withdrawn for reasons of safety or effectiveness.,"21 CFR § 314.161
- 21 CFR § 314.162
- Section 505(j)(7) of the FD&C Act (21 U.S.C. 355(j)(7))
- Drug Price Competition and Patent Term Restoration Act of 1984 (Pub. L. 98–417)","FDA reviewed its records and independently assessed literature and adverse event data.
- No evidence was found that NEO TECT KIT was withdrawn for reasons of safety or effectiveness.
- The product remains listed in the “Discontinued Drug Product List” section of the Orange Book, indicating discontinuation for reasons other than safety or effectiveness.
- ANDAs referencing the product may be approved, subject to meeting all other legal and regulatory requirements.",
FDA-2019-P-5800-0004_Partial_Petition_Approval_and_Denial_from_FDA_CBER.pdf,"November 30, 2020",,Center for Biologics Evaluation and Research (CBER),"Partially Granted and Partially Denied
– The FDA granted the request to apply consistent regulatory standards and precedents.
– The FDA denied all other requests including those that sought to prevent clearance, approval, or recommendation of bacterial risk control strategies without specific types of clinical evidence.","21 CFR 10.25(a)(2)
- 21 CFR 10.30
- 21 CFR 807.92(a)(3)
- 21 CFR 606.145(a)
- 21 CFR 610.53(b)
- 21 CFR 860.7
- 21 U.S.C. §§ 360(k), 360(n), 360c(f)(1), 360c(i), 360c(a), 360e(d)
- Section 510(k), 510(n), 513(f)(1), 513(i), 513(a), 515(d), 515(c)(5) of the FD&C Act","The FDA justified its partial approval/denial based on the following:

a. Regulatory Standards: FDA emphasized that approval and clearance of devices follow statutory and regulatory frameworks that do not always require the specific clinical data types requested by the petitioner.
b. Adequacy of Bacterial Risk Control Strategies: FDA argued that it evaluates the totality of evidence including clinical experience, contamination detection rates, and septic transfusion reaction data. Specifically, FDA found sufficient evidence supporting the safety and effectiveness of LVDS (Large Volume Delayed Sampling) for platelet storage beyond day 5.
c. Flexibility in Evaluation: The agency does not mandate one-size-fits-all criteria for evidence (e.g., a 25,000-unit study), as different technologies and strategies vary in their analytical sensitivity, risk profile, and intended use.
d. Consistency in Standards: FDA affirmed that it consistently applies appropriate standards and thus granted this part of the petition.",
FDA-2019-P-3266-0014_Interim_Response_letter_to__Medical_Research_Colla.pdf,"January 14, 2020",,"Center for Food Safety and Applied Nutrition (CFSAN)
(Specifically: Office of Dietary Supplement Programs)","Interim Response
– The FDA stated that a final decision had not been reached within 180 days due to competing agency priorities.",21 CFR 10.30(e)(2),The FDA cited competing agency priorities as the reason for not reaching a final decision within the 180-day timeframe. The letter also affirms that the petition is still under review by FDA staff.,
FDA-2019-P-4683-0008_Response_Letter_from_FDA__to_Public_Citizen_s_Heal.pdf,"October 5, 2020",,"Center for Drug Evaluation and Research (CDER)
(Signed by Patrizia Cavazzoni, M.D., Acting Director)","Denied
– FDA denied the request for immediate withdrawal of approval of all medications containing hydroxyprogesterone caproate (HPC) and their placement on the withdrawn/removed list.
– However, CDER initiated a Notice of Opportunity for Hearing (NOOH) to potentially withdraw Makena’s approval.","FD&C Act: Sections 503A(a), 503A(b)(1)(C), 503B(a), 503B(a)(4), 506(c), 506(c)(2)(A), 506(c)(3), 505(e), 505(j)(2)(A), 505(j)(6)
- 21 CFR: 21 CFR 314.510, 21 CFR 314.530, 21 CFR 216.24, 21 CFR 314.151","Makena's post-approval trial (Trial 003) failed to demonstrate clinical benefit over placebo, triggering CDER’s action to begin formal withdrawal proceedings.
- Regulatory Procedure: FDA emphasized that immediate removal from market and addition to the withdrawn/removed list requires formal processes (e.g., rulemaking, public comment, PCAC consultation).
- Other Products: Generic HPC products referencing Delalutin were not considered for withdrawal as their indications do not include preterm birth prevention and Delalutin was not withdrawn for safety or effectiveness reasons.",
FDA-2019-P-1636-0006_Interim_Response_Letter_from_FDA_CDER_to_Nexsen_Pr.pdf,"September 27, 2019",Stamped,"Center for Drug Evaluation and Research (CDER)
(Specifically: Office of Regulatory Policy)","Interim Response
– The FDA stated that it has not yet resolved the issues raised due to the need to address other agency priorities.",21 CFR 10.30(e)(2),The FDA explained that the delay in resolving the petition is due to the need to address other priorities and resource constraints. The agency confirmed that staff is actively reviewing the petition and will respond as soon as possible.,
FDA-2019-P-4386-0004_Suitability_Petition_Approval_from_FDA_CDER_to_Fre.pdf,No date,"GPT says: Not explicitly dated in the visible portion of the document (However, contextually it references a petition received on September 18, 2019 and amended on March 12, 2020)","Center for Drug Evaluation and Research (CDER)
Specifically: Office of Generic Drugs, Office of Safety and Clinical Evaluation","Approved
– The FDA approved the suitability petition to allow submission of an Abbreviated New Drug Application (ANDA) for lower strength formulations of Ketamine Hydrochloride Injection.","Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- 21 CFR 314.93
- 21 CFR 314.93(e)(1)
- 21 CFR 314.94(a)(3)(iii)","The proposed change in strength does not raise questions of safety or effectiveness.
- The proposed drug product has the same use, dose, dosage form, and route of administration as the listed drug.
- The change is consistent with dosing recommendations in the labeling of the listed drug.
- If bioequivalence is demonstrated, it is expected to have the same therapeutic effect as the reference listed drug.
- Therefore, investigations to demonstrate safety and effectiveness are not required.",
FDA-2019-P-5593-0006_Final_Response_from_FDA_CDER_to_Hyman__Phelps___Mc.pdf,No date,"GPT says: Not explicitly stated in the letter. However, the petition was received on November 25, 2019, and the context indicates this is the final response.","Center for Drug Evaluation and Research (CDER)
Specifically: Office of Generic Drugs, Office of Safety and Clinical Evaluation","Approved
– FDA approved the petition to allow submission of an ANDA for Tramadol","Section 505(j)(2)(C) of the FD&C Act
- Section 505(j)(2)(A) and (B)
- Section 505(j)(2)(A)(iv)
- 21 CFR 314.93
- 21 CFR 314.93(e)(1)
- 21 CFR 314.94(a)(3)(iii)","The proposed change in strength (50 mg to 25 mg) does not raise safety or effectiveness concerns.
- The dosage form, route, and use remain the same as the listed drug.
- The proposed change aligns with dosing recommendations in the approved labeling.
- If bioequivalence is shown, the product is expected to have the same therapeutic effect.
- No new clinical investigations are required to establish safety or effectiveness for this strength.",
FDA-2019-P-1800-0006_Denial_Response_from_FDA_CDRH_to_Boditech_Med_Inc_.pdf,"April 16, 2019",,Center for Devices and Radiological Health (CDRH),"Denied
– The petition was denied on procedural grounds. The request for reclassification was submitted incorrectly as a Citizen Petition instead of a Petition for Reclassification.",21 CFR 860.123,"The FDA determined that the petition could not be processed because it was not submitted in the appropriate format.
- A Petition for Reclassification is required to pursue the requested change for devices associated with Product Code NCD (Mycobacterium Tuberculosis tests).
- The petitioner was advised to re-submit using the proper procedure under the cited regulation.",
