File Name,Date of Response,Date Comments,Responding FDA Center,Response to Petition,Cited Statutes or Regulations,Justification for Response,Status of Review,Review Comments
FDA-2018-P-1966-0006_Response_Letter_from_FDA_CDER_to_McNeely__Hare___W.pdf,6/7/2023,"No date recognized by ChatGPT, but found in signature line.",Center for Drug Evaluation and Research (CDER),Approved,"- Section 505(j)(2)(C) of the FD&C Act
- Section 505(j)(2)(A) and (B)
- Section 505(j)(2)(A)(iv)
- 21 CFR 314.93 – Petitions to request strength changes
- 21 CFR 314.93(e)(1)
- 21 CFR 314.94(a)(3)(iii)","- The proposed strength change (150 mg and 300 mg) does not raise safety or efficacy concerns.
- The proposed drug uses the same dose, dosage form, and route of administration as the listed product.
- The change is consistent with existing labeling.
- If bioequivalence is shown, the product is expected to have the same therapeutic effect.
- No significant labeling changes or additional investigations are necessary to demonstrate safety and efficacy for the new strengths",FALSE,
FDA-2018-P-1980-0004_Letter_from_FDA_CDER_to_Foley___Lardner_LLP.pdf,11/16/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,- 21 CFR 10.30(e)(2) – Governs interim responses to citizen petitions when a final response is delayed,"- The Agency was unable to reach a decision on the petition due to the need to address other Agency priorities.
- The response was issued as an interim notification in compliance with regulatory procedures.",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-1980-0005_Letter_from_FDA_CDER_to_Akorn_Pharmaceuticals__Myl.pdf,12/18/2018,,Center for Drug Evaluation and Research (CDER),"Mixed (One Petition Granted, One Denied)
- Akorn Petition: Granted (FDA designates ANDA 202747 as the reference standard for furosemide injection, 10 mg/mL)
- Mylan, Gland, and Foley & Lardner Petitions: Denied","- 21 U.S.C. § 355(j) – Section 505(j) of the FD&C Act
- 21 CFR 314.3(b) – Definitions of RLD and reference standard
- 21 CFR 314.94(a)(3) – Reference standards in ANDA submissions
- 21 CFR 314.125(b) – Grounds for denying ANDAs
- 81 FR 69580, 69619 (Oct. 6, 2016) – Final rule on ANDAs and 505(b)(2) applications","- FDA determined that identifying a new reference standard (RS) was appropriate because existing RLDs (NDA 018579 and NDA 016363) were discontinued.
- ANDA 202747, which is therapeutically equivalent to discontinued products and commercially available, was selected as the RS.
- The denied petitions did not provide sufficient grounds to designate additional RLDs or RSs, as current listings in the Orange Book already satisfied regulatory requirements for ANDA referencing.
- FDA emphasized that a new RS must ensure consistent bioequivalence testing, and availability played a key role in the designation decision",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-2025-0013_Interim_Response_from_FDA_CDER_to_Center_for_Biolo.pdf,11/21/2018,"Date was originally incorrect, so have updated to be accurate",Center for Drug Evaluation and Research (CDER),Interim Response,- 21 CFR 10.30(e)(2) – Governs issuance of interim responses when a decision is delayed,"- The petition raises complex scientific and regulatory issues, including potential bans on oxybenzone and octinoxate in sunscreens and personal care products.
- The petition also requests:
1. Consultation with the National Marine Fisheries Service under Section 7 of the Endangered Species Act to assess impact on listed species.
2. Environmental analysis under the National Environmental Policy Act (NEPA).
- FDA needs more time for interagency coordination and review, thus providing an interim response.",FALSE,
FDA-2018-P-2050-0004_Letter_from_FDA_CDER_to_SS_Formulations__LLC.pdf,11/16/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,"- 21 CFR 10.30(e)(2) – Authorizes issuance of interim responses when final action is delayed
","- The petition, received on May 29, 2018, requests the FDA to issue a Monograph Change Notification for 2-hydroxy, monosodium salt (sodium salicylate) for use in skin products targeting hyperpigmented spots.
- FDA states it has not reached a decision due to the need to address other agency priorities and resource limitations.",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-2050-0005_Response_Letter_from_FDA_CDER_to_SS_Formulations__.pdf,12/2/2022,,Center for Drug Evaluation and Research (CDER),Denied,"- Section 505G of the FD&C Act (21 U.S.C. § 355h)
- Section 503(b)(1) of the FD&C Act (21 U.S.C. § 353(b)(1))
- Section 201(p)(1) of the FD&C Act (21 U.S.C. § 321(p)(1))
- Section 505G(b)(5)
- Section 744L(7) (21 U.S.C. § 379j–71(7))
- Section 505G(q)(3)","- The legal framework for evaluating over-the-counter (OTC) monograph changes has changed with the enactment of the CARES Act (March 27, 2020).
- FDA determined that such requests must now be submitted through the OMOR process, not via citizen petitions.
- As the petitioner qualifies as a “requestor” under section 505G(q)(3), they must follow the new statutory process for proposing monograph changes",FALSE,
FDA-2018-P-2073-0003_Interim_Response_Letter_from_FDA_CDRH_to_LMS_Direc.pdf,6/12/2018,,Center for Devices and Radiological Health (CDRH),Interim Response,- 21 CFR 10.30(e)(2) – Regulation allowing interim responses when final decisions are delayed,"- The petition, filed on May 30, 2018, requested a ban on all Laparoscopic and Hysteroscopic Power Morcellators for gynecological surgeries.
- FDA stated that the petition raises complex issues requiring further review and analysis before a final decision can be made
",FALSE,
FDA-2018-P-2073-0005_Response_Letter_from_FDA_to_LMS_Direc.pdf,12/30/2020,,"Center for Devices and Radiological Health (CDRH)
",Denied,"- Section 510(k) of the FD&C Act
- Section 516(a) of the FD&C Act (21 U.S.C. § 360f(a)) – Device bans
- 21 CFR 895.21(a) – Procedures for banning a device
- 21 CFR Part 803 – Medical Device Reporting (MDR)
- Section 519 of the FD&C Act (21 U.S.C. § 360i) – Reporting of device-related adverse events","- FDA reviewed all submitted and external scientific information and concluded that LPMs and hysteroscopic morcellators do not present a substantial deception or unreasonable and substantial risk that cannot be mitigated by labeling.
- The FDA has already implemented multiple risk mitigation strategies: updated labeling (2014, finalized 2020), safety communications (2014, 2017, 2020), advisory committee consultations, and requiring tissue containment systems for gynecologic use.
- FDA stated it lacks authority to amend Section 510(k) of the FD&C Act directly; however, existing postmarket surveillance regulations (e.g., MDR) provide mechanisms to monitor adverse events
",FALSE,
FDA-2018-P-2104-0004_Letter_from_FDA_CDER_to_Nostrum_Pharmaceuticals__L.pdf,11/27/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,- 21 CFR 10.30(e)(2) – Governs issuance of interim responses to citizen petitions when final decisions are pending,"- The petition requested the designation of ANDA 090430 as a reference standard for Theophylline ER tablets, 300 mg.
- The FDA stated that the petition raises complex issues needing extensive review and analysis, which has delayed a final response.",FALSE,
FDA-2018-P-2344-0006_Petition_Approval_Letter_from_FDA_CVM_to_Noble_Pha.pdf,9/6/2018,"No date recognized by ChatGPT, but found in signature line.",Center for Veterinary Medicine (CVM),Approved,"- Section 512(n)(3) of the Federal Food, Drug, and Cosmetic Act (FFD&CA)
- Section 512(n)(3)(C) – Suitability petition approval standard
- 21 CFR 514.5 – Presubmission conference guidelines","- The proposed changes (from a compressed tablet to a scored soft chewable tablet) are acceptable under the suitability petition pathway.
- No additional investigations are required to demonstrate safety and efficacy for the intended use because the dosage and strength remain consistent with the RLNAD
",FALSE,
FDA-2018-P-2361-0005_Interim_Response_Letter_from_FDA_CDER_to_BF_Innova.pdf,12/14/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,- 21 CFR 10.30(e)(2) – Governs the issuance of interim responses when final decisions on citizen petitions are delayed,"- The petition, received on June 18, 2018, requested the designation of Triamcinolone Acetonide (0.1%) cream, approved under ANDA 085692 (Fougera), as an additional reference listed drug in the Orange Book.
- FDA has not reached a decision due to the need to prioritize other agency responsibilities and resource demands
",FALSE,
FDA-2018-P-2408-0022_Agency_Response_Letter_fro_FDA_CDER_to_Public_Citi.pdf,2/21/2019,,Center for Drug Evaluation and Research (CDER),Denied,"- Section 505(b) and 505(e)(2) of the FD&C Act (21 U.S.C. §§ 355(b), 355(e)(2))
- 21 CFR 10.30 – Citizen petition procedures","- The CARES trial and other data showed an increased risk of cardiovascular (CV) death with febuxostat compared to allopurinol, but FDA concluded that benefits outweigh risks for patients intolerant of allopurinol.
- Rather than removing febuxostat, FDA is requiring the following labeling changes:
- A boxed warning describing increased CV death risk.
- A change in indication to reserve febuxostat for patients who failed or cannot tolerate allopurinol.
- A Medication Guide to communicate CV risk to patients.
- FDA will also update its 2017 Drug Safety Communication, conduct outreach to professional societies, and require the sponsor to monitor post-market use of febuxostat
",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-2658-0003_Interim_response_from_FDA_CDER_to__Hyman__Phelps__.pdf,1/15/2019,"Date was originally incorrect, so have updated to be accurate",Center for Drug Evaluation and Research (CDER),Interim Response,- 21 CFR 10.30(e)(2) – Authorizes interim responses when final decisions on citizen petitions are pending,"- The petition, submitted on July 10, 2018, requests that FDA designate ANDA 078873 (methylphenidate hydrochloride extended-release capsules, 60 mg) as a reference standard for use in an abbreviated new drug application.
- FDA noted that the petition raises complex issues requiring extensive review and analysis, and a response will be issued once a decision is reached
",FALSE,
FDA-2018-P-2658-0004_Response_Letter_from_FDA_to_Hyman__Phelps__and_McN.pdf,11/18/2019,,Center for Drug Evaluation and Research (CDER),Denied,"- Section 505(j) of the FD&C Act (21 U.S.C. § 355(j))
- 21 CFR 314.3(b) – Definitions of listed drug and reference standard
- 21 CFR 314.94(a)(3) – ANDA content requirements
- 21 CFR 314.125 – NDA/ANDA evaluations","- The current reference standard, Metadate CD (NDA 021259), is still being distributed as an authorized generic and has not been discontinued.
- FDA concluded that the petitions did not provide adequate grounds to select a new reference standard.
- FDA emphasized that an ANDA applicant may use the authorized generic version of the current RLD for in vivo bioequivalence studies, assuming appropriate documentation is provided.
- FDA does not believe selecting a new reference standard is warranted given the availability of the existing one in distribution",FALSE,"Information was off across the board, so updated most cells."
FDA-2018-P-2720-0003_Interim_response_from_FDA_CDER_to_Hyman__Phelps___.pdf,1/4/2019,,Center for Drug Evaluation and Research (CDER),Interim Response,"- 21 CFR 10.30(e)(2) – Interim responses for citizen petitions when final decisions are delayed
","- The petition, submitted on July 13, 2018, requested that FDA amend the Orange Book to designate ANDA 204713 or another ANDA as a reference standard for benztropine mesylate tablets (0.5 mg, 1 mg, and 2 mg).
- FDA explained that a decision had not yet been reached due to other priority matters and resource demands
",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-2720-0004_Letter_from_FDA_CDER_to_Hyman__Phelps___McNamara__.pdf,4/24/2019,,Center for Drug Evaluation and Research (CDER),Approved,"- Section 505(j) of the FD&C Act (21 U.S.C. § 355(j))
- 21 CFR 314.3(b) – Definitions of listed drug, reference standard, therapeutic equivalents
- 21 CFR 314.94(a)(3) – ANDA content requirements
- 21 CFR 320.22(c) – In vivo bioequivalence waiver
- FDA Draft Guidance (Jan. 2017) – Referencing Approved Drug Products in ANDA Submissions","- The previous reference standard (ANDA 040103 by USL Pharma) is no longer marketed and will be moved to the Discontinued Section of the Orange Book.
- The RLD (NDA 009193 by Merck) is also discontinued and unavailable for sampling.
- Aspen’s ANDA 204713 is a therapeutic equivalent and the current market leader, thus appropriate to designate as the reference standard.
- Even though no in vivo bioequivalence studies are required for approval of an ANDA referencing Cogentin (benztropine), the FDA agreed a new reference standard would facilitate generic development
",FALSE,
FDA-2018-P-2749-0003_Interim_response_from_FDA_CDER_to_Anne_A__Shirinia.pdf,1/10/2019,,Center for Drug Evaluation and Research (CDER),Interim Response,"- 21 CFR 10.30(e)(2) – Regulation authorizing interim responses to citizen petitions when final action is delayed
","- The petition (received July 17, 2018) requested that FDA issue strict guidelines on dosage and administration of prostate cancer chemotherapy medications, and monitor procurement of those medications.
- The Agency has not reached a decision due to the need to prioritize other demands on its resources and regulatory agenda",FALSE,
FDA-2018-P-2749-0004_Letter_from_FDA_CDER_to_Anne_A__Shirinian_Orlando_.pdf,6/4/2019,,Center for Drug Evaluation and Research (CDER),Denied,"- Section 201, 502(a), (f), and (j); and 505 of the FD&C Act (21 U.S.C. §§ 321(n), 352(a), (f), and (j); 355)
- 21 CFR 201.57(c)(3)(i)(H) – Labeling requirements
- 21 CFR 201.57(a)(7) – Prescribing information
- 21 CFR Part 210 and 211 – CGMP regulations
- Section 582 of FD&C Act (DSCSA)","- The petition asked FDA to mandate strict dosage and administration guidelines for prostate chemotherapy drugs (Zytiga, Jevtana, Xtandi) and ensure safe procurement of these drugs.
- FDA responded that existing drug labeling already includes required dosing guidance and adjustments for hepatic impairment per 21 CFR 201.57(c)(3)(i)(H) (see summaries on pages 2–3).
- Regarding procurement safety, FDA stated its current CGMP regulations, drug supply chain security laws, and educational outreach (e.g., “Know Your Source” program) are sufficient to address concerns about counterfeit or unsafe drugs.
- Therefore, FDA declined to take additional regulatory action beyond what is already in place
",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-2754-0004_Interim_response_from_FDA_CDER_to_Ascend_Laborator.pdf,1/10/2019,,Center for Drug Evaluation and Research (CDER),Interim Response,- 21 CFR 10.30(e)(2) – Regulation authorizing interim responses to citizen petitions when final action is pending,"- The petition, received on July 17, 2018, requested that the FDA determine whether ONFI (clobazam) 5 mg tablets (NDA 202067) were withdrawn from the market for reasons related to safety or effectiveness.
- FDA issued this interim response due to resource constraints and competing priorities, indicating it will respond fully as soon as feasible",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-2754-0006_Letter_from_FDA_CDER_to_Ascend_Laboratories.pdf,4/2/2019,,Center for Drug Evaluation and Research (CDER),Approved,"- Not explicitly cited in the letter (only references to the Orange Book and Federal Register notice).
","- FDA reviewed its records and concluded that ONFI (clobazam) 5 mg tablets (NDA 202067) were not withdrawn from sale for reasons of safety or effectiveness.
- Therefore, the product will remain listed in the Discontinued Drug Product List section of the Orange Book with Therapeutic Equivalence Evaluations.",FALSE,
FDA-2018-P-2755-0007_Interim_response_from_FDA_CDER_to_Ascend_Laborator.pdf,1/15/2019,,Center for Drug Evaluation and Research (CDER),Interim Response,"- 21 CFR 10.30(e)(2) – Permits the issuance of interim responses when final decisions on citizen petitions are delayed
","- The petition, received on July 18, 2018, requested that FDA designate any other approved generic version of Metadate CD (methylphenidate hydrochloride ER capsules) as an alternate reference standard for submission of ANDAs.
- FDA has not yet reached a decision due to the complexity of the issues and indicated that it will respond as soon as a determination is made",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-2755-0008_Response_Letter_from_FDA_to_Hyman__Phelps__and_McN.pdf,11/18/2019,,Center for Drug Evaluation and Research (CDER),Denied,"- Section 505(j) of the FD&C Act (21 U.S.C. § 355(j))
- 21 CFR 314.3(b) – Definitions (e.g., listed drug, reference standard, therapeutic equivalents)
- 21 CFR 314.94(a)(3) – ANDA content requirements
- 21 CFR 320.22(c) – Bioequivalence waiver
- Section 505(t) – Authorized generics list","- Petitioners requested designation of another product as the reference standard for methylphenidate hydrochloride ER capsules, 60 mg.
- FDA reviewed its records and determined the current reference standard product (Metadate CD, NDA 021259) is still marketed as an authorized generic and not discontinued.
- FDA concluded there were no grounds to select a new reference standard since the existing one remains available for in vivo bioequivalence testing and market distribution.
- Therefore, FDA stated that selecting a new reference standard was not warranted",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-2838-0010_Letter_from_FDA_CFSAN_to_Public_Citizen_s_Health_R.pdf,10/14/1999,,"Center for Devices and Radiological Health (CDRH)
",Approved,"- 21 CFR 888.3027 – Device classification for PMMA bone cement
- 21 CFR 860.7(c)(2) – Scientific evidence requirements
- 21 CFR 860.125 and 860.136(b)(5) – Panel consultation and reclassification procedures
- 21 CFR 314.94 – ANDA content requirements
- Section 513(a)(1)(B) and 513(a)(1)(B)(ii) of the FD&C Act (21 U.S.C. § 360c)
- 510(k) Guidance and ISO standards (e.g., ISO 5833, ISO 10993)","- The device was previously classified as a Class III “transitional device” (devices previously regulated as drugs).
- FDA determined that PMMA bone cement intended for orthopedic use (hip, knee, other joints) does not need premarket approval (Class III) but can be safely regulated under Class II with special controls, including consensus standards, guidance documents, and labeling requirements.
- The recommendation was supported unanimously by the Orthopedic and Rehabilitation Devices Panel, which reviewed safety/effectiveness data, clinical studies, and manufacturer submissions.
- Risks identified and addressed include cardiovascular reactions, hypersensitivity, improper handling, and post-operative complications. FDA concluded that general and special controls are sufficient to provide reasonable assurance of safety and effectiveness
",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-2838-0011_Final_Response_Letter_from_FDA_CFSAN_to_Public_Cit.pdf,2/5/2020,,"Center for Food Safety and Applied Nutrition (CFSAN)
",Partially Approved / Partially Denied,"- 21 C.F.R. § 10.30(e)(3)
- 21 U.S.C. § 321(ff)
- 21 U.S.C. § 342(f)(1)(A)
- 21 U.S.C. § 371(a)
- 21 U.S.C. § 334(a)(1)
- 21 U.S.C. § 332(a)
- 21 U.S.C. § 352(f)(1)
- 21 U.S.C. §§ 331(d), 355(a)&(i)
- 21 U.S.C. § 321(g)(1)(B)
- Section 503A of FD&C Act (21 U.S.C. § 353a)
- Final Rule on Ephedrine Alkaloids (69 Fed. Reg. 6788)","- Issued safety alert in 2018 due to risks of cardiotoxicity, hypokalemia, and fatal arrhythmias from cesium chloride.
- Reviewed CAERS and FAERS databases and public comments.
- Found few current products and limited adverse event reports.
- Chose not to initiate rulemaking due to resource prioritization and available enforcement tools.",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-2851-0033_Denial_for_Citizen_Petition_from_Pharmaceutical_Ma.pdf,12/20/2019,,Center for Drug Evaluation and Research (CDER),Denied,"- FD&C Act (Federal Food, Drug, and Cosmetic Act):
• Section 505(b), 505(j), 505(b)(2), 505(q)(1)(F), 505(c)(1)(B), 505(d)
• Section 314 (21 CFR 314.50, 314.94, 314.105, 314.125, 314.127, 314.110, 314.200)
• Section 314.101(d)(9)
• Section 314.3(b), 314.162
- Administrative Procedure Act (cited in petition but refuted by FDA)
- 78 FR 23273 (Federal Register reference)","- Prematurity: FDA had not yet made decisions on Remoxy ER or other similar NDAs at the time of the petition.
- Procedural Framework: FDA emphasized statutory protections for applicants under the FD&C Act, requiring final decisions be based on full application reviews, not citizen petitions alone.
- Evaluation of Abuse-Deterrent Claims: FDA stated it only approves such claims when supported by appropriate scientific data; labeling explains deterrent properties without asserting absolute abuse prevention.
- Scientific Flexibility: FDA disagreed with the claim that its abuse-deterrent guidance is treated as binding, affirming that alternative approaches are accepted if justified by data.
- No Obligation to Approve or Deny Based on Petition Alone: FDA rejected calls to reject applications using 505(b)(2) pathways or to deny applications with specific study references, reiterating that these are handled via standard review protocols.",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-2862-0007_Interim_response_from_FDA_CDER_to__Lupin_Pharmaceu.pdf,1/18/2019,,Center for Drug Evaluation and Research (CDER),Interim Response,"- 21 C.F.R. § 10.30(e)(2)
","- FDA has been unable to reach a decision due to the need to address other Agency priorities.
- The response assures that the petition will be reviewed as soon as possible given resource constraints.",FALSE,
FDA-2018-P-2862-0008_Letter_from_FDA_CDER_to_Lupin_Pharmaceuticals__Inc.pdf,6/25/2019,,Center for Drug Evaluation and Research (CDER),Approved,"- Section 505(j) of the FD&C Act (21 U.S.C. § 355(j))
- 21 CFR 314.3(b) (definition of listed drug)
- 21 CFR 314.94(a)(3) (bioequivalence requirements)
- 21 CFR 314.94(a) (ANDA content)
- 81 FR 69580, 69619 (Final Rule on ANDAs and 505(b)(2) Applications)","- The existing reference standard (RS), Zithromax 600 mg tablet, was discontinued and thus not available in sufficient quantity for use in in vivo bioequivalence testing.
- The FDA reviewed regulatory filings and commercial data and confirmed that ANDA 065218 (Pliva) is the current market leader among generic drug products for Zithromax.
- Selecting a market-leading generic product as the new RS ensures availability and reliability for future ANDA applicants conducting bioequivalence studies",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-2901-0003_Interim_response_from_FDA_CDER_to_Yiling_Pharmaceu.pdf,1/22/2019,,Center for Drug Evaluation and Research (CDER),Interim Response,"- 21 CFR 10.30(e)(2) — Governs interim responses to citizen petitions when the Agency is unable to make a final decision within a set timeframe
","- The FDA has not been able to reach a decision due to the need to address other Agency priorities.
- The letter assures the petitioner that a final response will be provided as soon as possible, acknowledging resource constraints and workload demands.",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-2901-0004_Letter_from_FDA_CDER_to_Kratz___Barry_LLP_and_Yili.pdf,11/26/2019,,Center for Drug Evaluation and Research (CDER),Approved,"- 21 U.S.C. § 355(j) – Section 505(j) of the FD&C Act (regarding ANDAs)
- 21 CFR 314.3(b) – Definition of listed drug
- 21 CFR 314.94(a)(3) – Bioequivalence requirement for ANDAs
- 81 FR 69580, 69619 – Final rule on ANDA and 505(b)(2) applications (Oct. 6, 2016)","- FDA reviewed three petitions requesting the designation of new Reference Standards (RS) for diclofenac sodium delayed-release tablets due to market unavailability of existing RS products held by CASI Pharmaceuticals (ANDAs 074376 for 25 mg and 50 mg, and 074394 for 75 mg).
- FDA reviewed regulatory filings and third-party commercial data and determined that these products were discontinued or unavailable.
- FDA granted the petitions and selected:
• ANDA 090066 (Unique) as the new RS for 25 mg and 50 mg
• ANDA 077863 (Unique) as the new RS for 75 mg
— based on their status as current market leaders
",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-2962-0003_Letter_from_FDA_CDER_to_Americans_for_Homeopathy_C.pdf,2/12/2019,,Center for Drug Evaluation and Research (CDER),Interim Response,"- 21 CFR 10.30(e)(2) — FDA regulation concerning interim responses to citizen petitions when a final decision is delayed
","- The petition raises complex issues that require extensive review and analysis by Agency officials.
- FDA also cites the need to address other Agency priorities as a reason for the delay.
- FDA commits to respond once a decision is reached on the petition's content.",FALSE,
FDA-2018-P-2962-0005_Petition_Response_Letter_from_FDA_CDER_to_American.pdf,10/24/2019,,Center for Drug Evaluation and Research (CDER),Denied,"- Section 201(g)(1) and Section 201(p)(1) of the FD&C Act (21 U.S.C. §§ 321(g)(1), 321(p)(1)) — Definitions of “drug” and “new drug”
- 21 CFR 314.200 — Procedures for withdrawing approval
- 21 CFR 10.30 — Citizen petition regulations
- 21 CFR 314.126 — Adequate and well-controlled studies
- 21 CFR 314.200(c)(2)(iv) — Evidence for grandfather clause status
- CPG 400.400 — Compliance Policy Guide on Homeopathic Drugs","- Petition requests included: establishing a homeopathy advisory committee, converting CPG 400.400 to regulation, withdrawing FDA’s draft guidance on homeopathy, codifying that homeopathic drugs are not “new drugs,” and holding a public hearing before finalizing guidance.
- FDA rejected all requests, citing:
• Homeopathic drugs are not exempt from “new drug” provisions just because they comply with HPUS or USP standards.
• Monograph listing does not demonstrate safety or efficacy as required by FD&C Act.
• FDA cannot legally codify that homeopathic drugs are not “new drugs.”
• FDA cannot apply the 1938 “grandfather clause” broadly or without product-specific evidence.
• FDA’s risk-based enforcement strategy aligns with public health needs and will proceed.
• A public hearing was not granted, as prior public engagement (including 9,000+ comments and a 2015 hearing) was deemed sufficient.",FALSE,
FDA-2018-P-2985-0007_Petition_Approval_Letter_from_FDA_CVM_to_Norbrook_.pdf,10/12/2018,"No date recognized by ChatGPT, but found in signature line.","Center for Veterinary Medicine (CVM)
",Approved,"- Section 512(n)(3) and Section 512(n)(3)(C) of the Federal Food, Drug, and Cosmetic Act (FFD&CA)
- 21 CFR 514.5 — Concerning presubmission conferences
","- The proposed change (from tablet to oral solution) is permissible under a suitability petition because:
• The dosage regimen (2.5 mg increments) is preserved.
• The change does not require new investigations into safety or effectiveness.
• The change qualifies under FFD&CA Section 512(n)(3).
- Approval of the petition does not guarantee ANADA approval, which is subject to separate FDA review.",FALSE,
FDA-2018-P-2997-0006_Interim_Response_from_FDA_OP_to_New_Civil_Libertie.pdf,2/1/2019,,"Office of the Commissioner, Policy Staff",Interim Response,"- 21 CFR 10.30(e)(2) — Pertaining to interim responses to citizen petitions when final decisions are delayed
","- FDA has not yet completed its response due to the existence of other FDA priorities.
- The interim response acknowledges the petition’s content (regarding FDA’s issuance of guidances) but defers final decision pending resource availability.",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-3076-0003_Interim_Response_Letter_from_FDA_CDER_to_Dr__Josep.pdf,1/31/2019,,Center for Drug Evaluation and Research (CDER),Interim Response,"- 21 CFR 10.30(e)(2) — Regulation governing interim responses to citizen petitions when a timely final decision cannot yet be issued
","- The petition requested that FDA allow “Avenanthramides” to be included among active ingredients under 21 CFR 347.10, as an alternative to colloidal oatmeal in skin protectant products.
- FDA has not completed its review due to the need to address other Agency priorities.",FALSE,
FDA-2018-P-3102-0069_Letter_from_FDA_CDRH_to_Richard_M__Fleming_Redacte.pdf,7/9/2019,,"Center for Devices and Radiological Health (CDRH)
",Denied,"- 21 CFR § 10.30(k) — Enforcement requests are outside the scope of citizen petition procedures
- 21 CFR § 10.45 — Denial of enforcement action is not final administrative action
","- The petition sought enforcement action against pharmaceutical and imaging companies for allegedly distributing misinformation and using inappropriate marketing.
- FDA states that requests for enforcement actions are outside the scope of citizen petition procedures.
- Complaints are reviewed, but decisions to pursue enforcement are discretionary and case-specific.
- CPT billing code concerns fall under CMS jurisdiction, not FDA.",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-3176-0004_Agency_Interim_Response_Letter_from_FDA_CDRH_to_Me.pdf,2/7/2019,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"- 21 CFR 10.30(e)(2) — Governs interim responses to citizen petitions when final decisions are delayed
","- The petition requested assignment of a therapeutic equivalence code “AP” in the Orange Book for Medefil’s new drug application 202832 (sodium chloride injection, USP, 0.9%) for the purpose of a prescription drug fee exception.
- FDA cited the need to address other Agency priorities as the reason for delay.",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-3176-0005_Final_Response_Letter_from_FDA_CDER_to_Medefil__In.pdf,12/20/2024,,"Center for Drug Evaluation and Research (CDER)
",Denied,"- 21 CFR 314.3(b) — Definitions of pharmaceutical equivalence and bioequivalence
- 21 CFR 320.22(b) — Bioequivalence waiver criteria for parenteral solutions
- Section 505 of the FD&C Act (21 U.S.C. § 355) — Drug approval pathways
- Orange Book Preface — TE code assignment rules and definitions
- FDORA Section 3222 — Related to therapeutic equivalence requests for 505(b)(2) NDAs","- Pharmaceutical Equivalence & Bioequivalence: FDA agreed that Medefil’s product is pharmaceutically equivalent and bioequivalent to Hospira’s sodium chloride injection.
- User Interface Difference: Medefil’s product is packaged in a prefilled syringe, while Hospira’s product is in a flip-top vial.
— This design difference affects the user interface and may impact clinical effect or safety.
- Lack of Comparative Data: Medefil failed to submit adequate data comparing user interfaces, which is necessary to confirm therapeutic equivalence and assign the “AP” TE code. FDA cited draft guidance on comparative use human factors studies as relevant for such evaluations
",FALSE,
FDA-2018-P-3211-0004_Denial_letter_for_suitability_petition__from_FDA_C.pdf,11/15/2018,"No date recognized by ChatGPT, but found in signature line.","Center for Veterinary Medicine (CVM)
",Denied,"- Section 512(n)(3) and 512(n)(3)(C) of the Federal Food, Drug, and Cosmetic Act (FFD&C Act)
- 21 CFR Part 10 — General administrative procedures
- 21 CFR 10.33 — Procedures for requesting reconsideration of decisions","- The proposed product differed from the reference listed new animal drug (Equioxx® Oral Paste) in both dosage form (oral solution) and strength (11.4 mg/mL vs. 8.2 mg/g).
- Although such changes are eligible under a suitability petition, the proposed delivery system—a 130-mL multi-dose container—could enable extended use beyond the approved 14-day maximum.
- This raises target animal safety concerns, necessitating a target animal safety study, which disqualifies it from approval under section 512(n)(3)(C).",FALSE,
FDA-2018-P-3266-0006_Interim_Response_Letter_from_FDA_CDER_to_Haynes_an.pdf,2/21/2019,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,- 21 CFR 10.30(e)(2) — Governs interim responses to citizen petitions when final decisions are delayed,"- The petition requests FDA to:
1. Withdraw the October 2017 Draft Guidance on Mycophenolate Mofetil oral suspension (which allows metabolite data alone to establish bioequivalence).
2. Permit use of both parent compound and metabolite data for establishing bioequivalence for abbreviated NDAs.
- FDA has not made a final decision due to the need to address other Agency priorities.",FALSE,"Missing in original spreadsheet, so completed in full here. "
