File Name,Date of Response,Date Comments,Responding FDA Center,Response to Petition,Cited Statutes or Regulations,Justification for Response,Status of Review,Review Comments
FDA-2017-P-3486-0016_Letter_from_CDER_to_Public_Citizen.pdf,10/21/2019,,"Center for Drug Evaluation and Research (CDER)
",Partially Approved / Partially Denied,"- Section 505(o)(4) of the FD&C Act – FDA’s authority to require labeling changes
- 21 CFR 201.57(c) – Requirements for warning content and format
- 21 CFR 208.1(c) – Conditions requiring a Medication Guide
- 21 CFR 314.80 – Postmarketing reporting of adverse drug experiences
- 21 CFR 314.520 and 601.42 – Approval with restrictions
- 21 CFR 314.640 and 601.46 – REMS requirements
- 21 CFR 314.126 – Study design considerations for effectiveness evaluation","- Labeling Changes Justified: Evidence from case reports, FAERS data, literature reviews, and studies supported modifying WARNINGS AND PRECAUTIONS sections to address impulse control behaviors (e.g., gambling, hypersexuality) in patients using dopamine agonists for RLS.
- Biological Plausibility & Risk Justification: The FDA acknowledged the mechanism and epidemiological background as supportive of labeling changes.
- No REMS or DHCP Needed: FDA found the existing warnings, together with broader labeling changes, sufficient. No additional risk management strategies were deemed necessary due to the favorable benefit-risk profile",FALSE,
FDA-2017-P-3581-0005_Response_from_FDA_CDER_to_Alembic_Pharmaceuticals.pdf,10/23/2017,,"Center for Drug Evaluation and Research (CDER)
",Approved,"- 21 CFR 314.161 – Determination if a listed drug was withdrawn for safety or effectiveness
- 21 CFR 314.162 – Grounds for removal from the Orange Book
- Section 505(j)(7) of the FD&C Act (21 U.S.C. 355(j)(7)) – Orange Book listing requirements
- 21 CFR 10.30 – Citizen petition process","- FDA Review Found No Safety/Efficacy Concerns: The agency reviewed its records and conducted an independent evaluation of relevant literature and postmarketing data.
- Petitioner Provided No Contrary Evidence: The petitioner identified no data suggesting a safety or effectiveness issue.
- Orange Book Policy: Elavil remains listed in the ""Discontinued Drug Product List"", which permits ANDA approval so long as all other requirements are met",FALSE,
FDA-2017-P-3672-0022_Response_Letter_from_FDA_to_Millennium_Pharmaceuti.pdf,11/6/2017,,Center for Drug Evaluation and Research (CDER),Denied,"- 21 U.S.C. 355(b)(2) and 355(j) – Drug approval pathways (505(b)(2) and ANDA)
- 21 CFR 314.94(a)(8)(iv), 314.127(a)(7), 314.108(b)(4), 314.50(i)(1)(iii)(B), 314.50(d)(1)(ii)(a), 314.52(a), 314.70 – Various labeling, exclusivity, and approval requirements
- Section 505(q) of the FD&C Act
- Orphan Drug Act regulations (unspecified CFR)
- 21 CFR 320.24(b)(6) – Bioequivalence by in vitro testing","- Label Carve-Out Permissibility: FDA stated that ANDA and 505(b)(2) applicants may omit protected information under the Hatch-Waxman Amendments as long as safety and effectiveness for remaining conditions of use are unaffected.
- Retreatment Information Not Critical: FDA concluded that omitting information on retreatment of multiple myeloma patients did not render bortezomib products unsafe or ineffective.
- Mannitol Ester Naming Not Required: FDA denied the request to reclassify the active ingredient in Velcade, affirming that “bortezomib” is appropriately used per its existing NDA definition.
- Boric Acid and Glycine Safety: The agency found no safety concerns with boric acid and glycine content in Fresenius’s formulation. They cited toxicology reviews and existing approvals of boric acid–containing injectable drugs.
- Bioequivalence Demonstrated: FDA agreed that Fresenius had shown bioequivalence via in vitro and in vivo studies.
- Glycine Argument Unsubstantiated: The petition did not provide data showing glycine posed any specific risks.",FALSE,
FDA-2017-P-3675-0004_Interim_Response_Letter_from_FDA_CDER_to_Teligent_.pdf,11/30/2017,,Center for Drug Evaluation and Research (CDER),Interim Response,"- 21 CFR 10.30(e)(2) – Regulation permitting FDA to issue interim responses when a final response is delayed
","- Pending Resolution Due to Agency Priorities: The FDA states that it has not reached a decision due to the need to address other priorities within the Agency.
- Interim Response Issued: In compliance with 21 CFR 10.30(e)(2), an interim response is issued while review continues
",FALSE,
FDA-2017-P-3675-0005_Petition_Denial_Letter_from_FDA_CDER_to_Teligent_P.pdf,4/12/2018,,Center for Drug Evaluation and Research (CDER),Denied,"- 21 U.S.C. 355(j) – Section 505(j) of the FD&C Act: ANDA process
- 21 CFR 314.3(b) – Definitions of “listed drug” and “reference listed drug (RLD)”
- 21 CFR 10.30 – Citizen petition regulation
- NDA 018024 (Nubain) cited as the RLD despite discontinuation","- ANDA vs. NDA Requirements: The ANDAs identified by the petitioner were approved under section 505(j) of the FD&C Act and are not eligible to be designated as RLDs because only NDA-approved products under section 505(c) can be RLDs.
- Nubain Still Serves as RLD: Although discontinued, FDA determined that Nubain (NDA 018024) is still the only eligible RLD and remains the appropriate reference standard.
- Orange Book Consistency: The Orange Book listings and definitions confirm that Hospira’s ANDAs do not qualify as RLDs
",FALSE,
FDA-2017-P-3684-0004_Final_Response_Letter_from_FDA_to_Goodwin_Procter_.pdf,9/18/2017,,Center for Drug Evaluation and Research (CDER),Denied,"- 21 CFR § 300.50 (Combination Rule)
- Federal Register: 80 FR 79776 (Dec. 23, 2015)
- FDCA §§ 505A(i)(2)(A), 513(b)-(c), and 520(l)(2)","- The petition requested FDA to require specific clinical trial designs (active comparators and factorial studies) before approving fixed-dose triple-combination COPD drugs.
- FDA denied the requests, stating that it reviews applications case-by-case and does not impose absolute requirements regarding comparator identity or delivery device.
- The agency concluded that the fixed-dose combination Trelegy Ellipta met regulatory standards through other evidence and existing clinical data.
- Factorial studies were deemed unnecessary due to existing data on individual components' efficacy and safety, including Trelegy’s target patient population already receiving two of the components.
- FDA emphasized that the inclusion of an ICS (inhaled corticosteroid) in the combination was justified by past approvals and clinical data showing no new safety concerns.
- The petition’s request to involve the Pulmonary-Allergy Drugs Advisory Committee was also denied as the application did not meet criteria warranting such referral.
",FALSE,
FDA-2017-P-3832-0003_Interim_Response_from_FDA_to_Porzio__Bromberg___Ne.pdf,12/13/2017,,"Center for Food Safety and Applied Nutrition (CFSAN)
",Interim Response,"- 21 CFR 10.30(e)(2) – Allows for interim responses when a final decision cannot be issued within the 180-day timeframe
","- The FDA indicates that due to other agency priorities and limited availability of resources, it could not complete the review within the first 180 days.
- An interim response is issued in compliance with 21 CFR 10.30(e)(2) while full review is pending
",FALSE,
FDA-2017-P-3832-0004_FDA_2017_P_3832___NPA_Response_Letter.pdf,6/13/2018,,"Center for Food Safety and Applied Nutrition (CFSAN)
",Partially Approved / Partially Denied,"- 21 CFR § 101.9(c)(6)(i) – Definition of dietary fiber
- 21 CFR § 10.30 – Citizen petition process
- Section 403(q) of the FD&C Act – Labeling authority
- Section 403(r)(3) of the FD&C Act – Scientific standard for health claims
- Executive Orders 12866 and 13563
- Regulatory Flexibility Act (5 U.S.C. §§ 601–612)
- Unfunded Mandates Reform Act of 1995 (Pub. L. 104–4)","- FDA reaffirmed that defining ""dietary fiber"" based on beneficial physiological effects rather than chemical structure is scientifically supported.
- FDA emphasized that isolated or synthetic fibers must demonstrate physiological benefits to be included on labels; no new evidence was provided to reverse this.
- The agency disagreed with the claim that the rule effectively requires pre-approval health claims or randomized trials.
- FDA defended its economic analysis, stating the cost of fiber studies was estimated ($3.9M for 84 studies) and relatively small compared to overall costs. Petitioners offered no alternate data or estimates.
- FDA explained that economic analyses for guidance documents are not typically required by the cited Executive Orders or statutes.",FALSE,
FDA-2017-P-3884-0003_Final_Response_letter_for_FDA_2017_P_3884_and_FDA_.pdf,6/4/2018,,"Center for Devices and Radiological Health (CDRH)
",Dismissed (moot),"- Section 513(e) of the FD&C Act (not applicable in this case)
- Section 513(f)(3) of the FD&C Act – Proper pathway for reclassification of postamendments Class III devices
- Section 513(a)(1)(B) – Regarding special controls for Class II devices
- 83 FR 25598 (June 4, 2018) – Federal Register notice of proposed reclassification","- The petitions were filed under the incorrect statutory section (513(e)), while 513(f)(3) is the proper pathway for reclassification of devices already approved under a PMA.
- FDA had already issued a Proposed Order in the Federal Register to reclassify medical image analyzers (including the ClearRead + Detect CADe device) from Class III to Class II with special controls.
- Because the requested relief would be accomplished through the Proposed Order, the petitions were dismissed as moot
",FALSE,
FDA-2017-P-3950-0003_Interim_Response_from_FDA_to_Amin_Talati_Upadhye_L.pdf,12/18/2017,,Center for Drug Evaluation and Research (CDER),Interim Response,"- 21 CFR 10.30(e)(2) – Governs issuance of interim responses to citizen petitions
","- Pending Decision Due to Agency Priorities: FDA cites the need to address other agency priorities and resource constraints as the reason for not yet resolving the petition.
- Regulatory Compliance: Interim response issued pursuant to 21 CFR 10.30(e)(2)
",FALSE,
FDA-2017-P-3989-0007_Petition_Response_Letter.pdf,11/21/2017,,Center for Drug Evaluation and Research (CDER),Approved (Determination Issued),"Not Mentioned — The letter does not reference specific statutes or federal regulations.
","- FDA conducted a review of its internal records.
- It determined that Trintellix (EQ 15 mg) was not withdrawn for safety or efficacy reasons.
- As a result, this strength remains listed in the Discontinued Drug Product List.
- Other strengths (5 mg, 10 mg, 20 mg) are still marketed and do not require such a determination.
- ANDAs referencing any of these strengths may still be approved, provided they meet all legal and regulatory requirements",FALSE,"Relevant to Docket Nos. FDA-2017-P-3989, FDA-2017-P-4195, FDA-2017-P-5114,
FDA-2017-P-5909, FDA-2017-P-5910, and FDA-2017-P-5967"
FDA-2017-P-4039-0003_Interim_Response_Letter_from_FDA_CDER_to_Center_fo.pdf,12/28/2017,,Center for Drug Evaluation and Research (CDER),Interim Response,"21 CFR 10.30(e)(2) – FDA regulation governing citizen petition responses
","The FDA states that the petition raises “complex issues requiring extensive review and analysis by Agency officials.” Therefore, a decision has not yet been reached.

",FALSE,
FDA-2017-P-4195-0004_Petition_Response_Letter.pdf,11/21/2017,,Center for Drug Evaluation and Research (CDER),Approved (Determination Issued),"Not Mentioned — The letter does not reference specific statutes or federal regulations.
","- FDA conducted a review of its internal records.
- It determined that Trintellix (EQ 15 mg) was not withdrawn for safety or efficacy reasons.
- As a result, this strength remains listed in the Discontinued Drug Product List.
- Other strengths (5 mg, 10 mg, 20 mg) are still marketed and do not require such a determination.
- ANDAs referencing any of these strengths may still be approved, provided they meet all legal and regulatory requirements",FALSE,"Relevant to Docket Nos. FDA-2017-P-3989, FDA-2017-P-4195, FDA-2017-P-5114,
FDA-2017-P-5909, FDA-2017-P-5910, and FDA-2017-P-5967"
FDA-2017-P-4233-0007_Final_Response_Letter_from_FDA_CDER_to_Lachman_Con.pdf,3/13/2024,"No date recognized by ChatGPT, but found in signature line.",Center for Drug Evaluation and Research (CDER),Approved,"- Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- 21 CFR 314.93
- 21 CFR 314.94(a)(3)(iii)
- Section 505B of the Act (PREA)","The FDA concluded that the proposed change in dosage form does not raise questions of safety or effectiveness. The use, dose, and administration route are the same as the listed drug. The change aligns with existing labeling, and if bioequivalence is shown, the product can have the same therapeutic effect. Pediatric studies were evaluated under PREA but were deemed unnecessary, as the drug is already labeled appropriately for pediatric use 
",FALSE,
FDA-2017-P-4245-0003_Interim_Response_from_FDA_to_Jubilant_Generics.pdf,1/12/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,"21 CFR 10.30(e)(2) – Pertains to FDA regulations for interim responses to citizen petitions
","The FDA stated that it was unable to reach a decision due to the need to address other agency priorities and resource demands
",FALSE,
FDA-2017-P-4255-0006_Petition_Approval_Letter.pdf,9/29/2017,"No date recognized by ChatGPT, but found in signature line.",Center for Veterinary Medicine (CVM),Approved,"- Section 512(n)(3) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- Section 512(n)(3)(C) of the FD&C Act
- 21 CFR 514.5 (regarding presubmission conferences)","The FDA determined that the proposed change in dosage form (from tablet to extruded pellet) does not require new investigations for safety or efficacy. The change is allowable under a suitability petition, and the dosage and schedule remain consistent with the reference listed new animal drug (Prascend®)
",FALSE,
FDA-2017-P-4334-0042_Response_Letter_from_FDA_to_Sidley_Austin_LLP.pdf,11/6/2017,,Center for Drug Evaluation and Research (CDER),Denied,"- Section 505(b) and 505(b)(2) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- 21 CFR 314.50, 21 CFR 314.54, 21 CFR 314.70
- 21 CFR 201.56(a), 21 CFR 201.57(c)(9)(i)","The FDA determined that:
- The data from a phase 3 study (Fishbane et al.) sufficiently demonstrated the safety and efficacy of Auryxia for treating iron deficiency anemia (IDA) in patients with CKD not on dialysis (NDD-CKD).
- The clinical evidence supports the benefit-risk assessment necessary for approval.
- Petitioners' arguments based on clinical guidelines and labeling concerns were not persuasive.
- The agency found no basis to require Keryx to submit a new standalone NDA as requested by the petitioners
",FALSE,
FDA-2017-P-4335-0003_Interim_response_from_FDA_CDRH_to_William_Bonifici.pdf,4/16/2018,,"Center for Devices and Radiological Health (CDRH)
",Interim Response,"21 CFR 10.30(e)(2) – Regulation requiring interim responses when final decisions are delayed
","The petition raises issues requiring further review and analysis by agency officials. The FDA has not yet reached a decision on whether to reclassify the product
",FALSE,
FDA-2017-P-4335-0004_Response_Letter_from_FDA_CDRH_to_William_Bonificio.pdf,5/26/2021,,"Center for Devices and Radiological Health (CDRH)
",Denied,"- Section 201(g) of the FD&C Act (21 U.S.C. § 321(g)) – Definition of a drug
- Section 201(h) of the FD&C Act (21 U.S.C. § 321(h)) – Definition of a device
- 21 CFR 872.3260, 872.3200, and 872.3690 – Relevant classification regulations","The FDA concluded that the petition did not provide sufficient scientific evidence to demonstrate that glutaraldehyde-based desensitizers achieve their primary intended purpose through chemical action. Therefore, the classification as devices under the specified CFR sections remains appropriate
",FALSE,
FDA-2017-P-4352-0017_Petition_Denial_from_FDA_CDER_to_E__Thompson.pdf,12/15/2017,,Center for Drug Evaluation and Research (CDER),Denied,"- Section 505(c), 505(j) of the FD&C Act (21 U.S.C. 355)
- 21 CFR 314.50, 314.94, 314.105, 314.125, 314.127
- Section 505(q) of the FD&C Act","The FDA denied the petition because:
- The petition raised issues (e.g., opioid use labeling and long-term safety) currently under investigation through postmarketing requirements (PMRs).
- FDA considers it premature to take the requested actions without the results of ongoing studies.
- Approval decisions are made based on application-specific data and existing statutory and regulatory frameworks
",FALSE,
FDA-2017-P-4360-0014_Petition_Denial_Letter_from_FDA_CDER_to_Mallinckro.pdf,12/15/2017,,Center for Drug Evaluation and Research (CDER),Denied,"- Section 505(b)(2) and 505(j) of the FD&C Act (21 U.S.C. 355)
- Section 505(q)(1)(F) of the FD&C Act
- 21 CFR 314.50, 314.94, 314.105, 314.110, 314.125, 314.127, 314.200, 314.430","The petition was denied because:
- The FDA has not made final decisions on pending NDAs/ANDAs referencing INOMAX, and it would be premature to act on the petition.
- Section 505(q) requires FDA to act within 150 days, but does not require resolution of application-specific decisions before full NDA/ANDA reviews are complete.
- The Agency emphasized that it would not bypass established application review procedures or diminish applicant procedural protections by deciding petition-based aspects piecemeal",FALSE,
FDA-2017-P-4372-0004_Petition_Denial_Letter_from_FDA_CFSAN_to_AEGIS.pdf,1/17/2018,,Center for Food Safety and Applied Nutrition (CFSAN),Denied,"- 21 CFR 10.30(e)(3) – Timeframe for petition response
- 21 CFR 10.30(k) – Enforcement actions not subject to citizen petitions
- Section 721(a) of the FD&C Act ","- The request for FDA to initiate enforcement action falls outside the scope of citizen petition regulations (per 21 CFR 10.30(k)).
- The broader request to prohibit entry of certain cosmetic products was considered moot because the products are already covered under Import Alert 53-04 (Detention Without Physical Examination of Eyelash and Eyebrow Dyes Containing Coal-Tar).
",FALSE,
FDA-2017-P-4388-0005_Memorandum_of_Suitability_Voluntarily_Withdrawn_Wi.pdf,6/13/2023,,Center for Drug Evaluation and Research (CDER),Withdrawn,Not applicable. ,"- The FDA contacted the petitioner (KVK-Tech, Inc.) on March 17, 2023, requesting confirmation of interest to keep the petition active.
- No response was received within 30 days.
- As per FDA’s GDUFA III commitments, unresolved petitions predating FY 2024 were reviewed, and the petition was administratively closed as voluntarily withdrawn without prejudice
",FALSE,
FDA-2017-P-4409-0006_Interim_Response_Letter_from_FDA_CDER_to_Hyman__Ph.pdf,1/18/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,"21 CFR 10.30(e)(2) – Pertaining to interim responses to citizen petitions
","The petition raises complex issues requiring extensive review and analysis by FDA officials. Therefore, a final decision has not yet been made",FALSE,
FDA-2017-P-4409-0007_Response_Letter_from_FDA_CDER_to_Hyman__Phelps___M.pdf,2/21/2021,,Center for Drug Evaluation and Research (CDER),Partially Approved / Partially Denied,"- 21 CFR 10.30 (citizen petitions)
- 21 CFR 201.56(d)(1), 201.57(a)(11), 201.57(c)(7) – Prescription drug labeling requirements
- 21 CFR 201.100(c)(1) – Adequate information for use
- 21 CFR 201.5, 201.75(c)(7)(ii)(A) – Labeling and adverse reactions sections","- FDA agreed that the instructions given to investigators during Trulance’s CIC clinical trials regarding adverse event (AE) reporting were relevant to understanding the diarrhea incidence rate in labeling.
- FDA concluded the current rate might omit events not reported as bothersome but found insufficient evidence to support the petitioner’s claim that the actual rate was higher.
- A modified footnote, paralleling the one used in Trulance’s IBS-C labeling, was approved instead.
- FDA denied the broader request for requiring similar footnotes in all future adverse reaction listings.",FALSE,
FDA-2017-P-4500-1796_Final_Response_Letter_from_FDA_CBER_to_Kent_Hecken.pdf,12/2/2022,,"Center for Biologics Evaluation and Research (CBER)
",Denied,"- Public Health Service Act (42 U.S.C. §§ 201 et seq.; § 262)
- Federal Food, Drug, and Cosmetic Act (21 U.S.C. §§ 301 et seq.; § 321)
- National Childhood Vaccine Injury Act (42 U.S.C. §§ 300aa-10 to 300aa-27)
- 21 CFR §§ 601.2, 601.5, 601.6, Part 312, § 202
- First Amendment (Sorrell v. IMS Health Inc.)
- 5 U.S.C. App. 2; 5 U.S.C. § 552b; 5 CFR Part 2635
- 66 Fed. Reg. 30991 (June 8, 2001)","- FDA lacks authority to mandate vaccination programs or repeal statutes.
- Vaccines are proven safe, pure, and potent under strict regulatory review.
- No new evidence was provided to warrant label changes or suspensions.
- Extensive post-marketing surveillance is already in place.
- Direct-to-consumer advertising is constitutionally protected.
- Advisory committees and independent reports already address vaccine safety.
",FALSE,
FDA-2017-P-4575-0003_Interim_Response_Letter_from_CSFAN_to_Unilever.pdf,8/4/2017,,"Center for Food Safety and Applied Nutrition (CFSAN)
",Interim Response,"- 21 U.S.C. § 343(r)(4)(i) – Federal Food, Drug, and Cosmetic Act
- 21 CFR § 101.70(j)(2) – Code of Federal Regulations on health claims","Not Provided – This is an interim response only confirming the petition was filed. No substantive justification or evaluation is included.
",FALSE,
FDA-2017-P-4586-0004_Petition_Response_Letter_from_FDA_CDER_to_Jubilant.pdf,12/21/2017,,"Center for Drug Evaluation and Research (CDER)
",Denied,"- 21 U.S.C. § 355(j) – Section 505(j) of the FD&C Act (ANDAs)
- Section 505(q) of the FD&C Act
- 21 CFR §§ 314.105, 314.110, 314.125, 314.127, 314.200
- Section 505(c)(1)(B) and (d) – Hearing and response process for NDA/ANDA rejections","- FDA is required under section 505(q)(1)(F) to respond within 150 days of petition submission.
- FDA declined to comment on specific approval requirements for pending ANDAs referencing HICON, to preserve procedural protections for applicants.
- The Agency emphasized it had not yet made a final decision on the approval of any related ANDA and declined to make piecemeal judgments outside the formal application process.
- The denial does not indicate approval or rejection of any specific ANDA.",FALSE,
FDA-2017-P-4670-0008_Interim_Response_from_FDA_to_Baxter_Healthcare_Cor.pdf,1/29/2018,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"- 21 CFR 10.30(e)(2) – Regulation covering interim responses to citizen petitions
","- The petition raised complex issues requiring extensive review and analysis by Agency officials.
- Therefore, the FDA issued an interim response and committed to responding once a decision is reached.",FALSE,
FDA-2017-P-4670-0009_Petition_Approval_Letter_from_FDA_CDER_to_Baxter_H.pdf,10/9/2018,,"Center for Drug Evaluation and Research (CDER)
",Approved,"- 21 U.S.C. § 355(j) – FD&C Act, Section 505(j) (ANDA process)
- 21 CFR 314.3(b) – Definition of Reference Listed Drug (RLD)
- 21 CFR 314.94(a)(9)(ii), (iii) – Inactive ingredients in ANDAs for parenteral drugs
- 21 CFR 314.127(a)(8)(ii)(B) – Refusal to approve an ANDA due to unsafe composition
- 21 CFR 314.99(b) – Waiver provisions
- 21 CFR 314.122(a) – Petition requirement for withdrawn RLDs
- 21 CFR 314.161(a)(1) – Safety/effectiveness withdrawal determination","- FDA found no evidence that the original Emend formulation (with 18.8 mg EDTA) was discontinued for reasons of safety or effectiveness.
- FDA reviewed internal records and postmarketing data and found no safety signals linked to the original formulation.
- Based on this, FDA determined that it could grant a waiver of the inactive ingredient rule (314.94(a)(9)(iii)) for parenteral drugs, using 21 CFR 314.99(b).
- This decision is consistent with statutory and regulatory requirements and prior FDA determinations.
- Therefore, ANDAs duplicating the original Emend formulation may be accepted and approved, provided all other requirements are met.",FALSE,
FDA-2017-P-4736-0003_Interim_Response_from_FDA_CDER_to_the_Americal_Den.pdf,1/31/2018,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"- 21 CFR 10.30(e)(2) – Regulation allowing interim responses to citizen petitions when a final decision is pending
","- The petition involved complex issues regarding over-the-counter (OTC) oral health drug monographs.
- These require extensive review and analysis by FDA officials.
- The FDA committed to providing a final decision once the review is complete.",FALSE,
FDA-2017-P-4736-0004_Denial_of_Citizen_Petition_from_FDA_CDER_to_Americ.pdf,12/21/2018,,"Center for Drug Evaluation and Research (CDER)
",Denied,"- 21 CFR Part 355 – OTC Anticaries Drug Products
- 21 CFR Part 356 – OTC Oral Healthcare & Wound Healing Drug Products
- 21 CFR 310.545 – OTC Nailbiting and Thumbsucking Drug Products
- 21 CFR Part 343 – OTC Internal Analgesic Drug Products
- 21 CFR 330.10 – OTC monograph rulemaking procedures
- 21 CFR 355.70(a) & (c) – Fluoride dentifrice testing and alternative methods
- 21 CFR 10.30(b)(3), 10.40(a)(2) – Citizen petition requirements
- 21 U.S.C. §§ 321(p), 355 – FD&C Act provisions on “new drugs” and marketing approval
- 21 CFR Parts 210, 211; § 210.1(a), § 330.1(a) – GMP requirements and definitions","- The petition failed to provide sufficient supporting detail or data to justify rulemaking action.
- FDA noted the request lacked:
- A specific regulatory proposal
- Supporting data (e.g., test protocol, validation data, statistical analysis plan) for the suggested fluoride test
- FDA is focused on ongoing legislative reforms to modernize OTC drug regulation (e.g., H.R. 5333, S. 2315)
- FDA determined that rulemaking is not appropriate under current circumstances due to evolving policies and resource prioritization. (Pages 2–4)",FALSE,
FDA-2017-P-4745-0026_Petition_Denial_Letter_from_FDA_CDER_to_Allergan__.pdf,1/2/2018,,"Center for Drug Evaluation and Research (CDER)
",Denied,"- 21 U.S.C. § 355(c), (j) – New drug and ANDA application approval requirements
- 21 CFR §§ 314.50, 314.94, 314.105, 314.125, 314.127 – Requirements for NDAs and ANDAs
- Section 505(q)(1)(F) of the FD&C Act – Petition response timeline
- 21 CFR 10.30(b)(3), 10.40(a)(2) – Citizen petition content and format rules
- 21 CFR 330.10 – OTC monograph procedures
- 65 FR 56468, 56470 (Sept. 19, 2000) – Policy on product-specific BE guidance publication","- The petition repeated arguments made in two prior Allergan petitions, which FDA had already addressed.
- FDA is still developing BE guidance for cyclosporine and will consider scientifically valid input.
- FDA noted that approval of ANDAs depends on the specific evidence submitted, not petition outcomes.
- FDA emphasized that final actions must occur within 150 days under section 505(q); the denial fulfills that statutory requirement.
- FDA will consider outstanding scientific and procedural issues in the context of specific ANDA reviews, not in abstract via the petition.",FALSE,
FDA-2017-P-4791-0004_Interim_Response_Letter_from_CDER_to_Hyman__Phelps.pdf,2/1/2018,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"- 21 CFR 10.30(e)(2) – FDA regulation for issuing interim responses to citizen petitions
","- FDA cited the need to address other Agency priorities as the reason for not yet resolving the petition.
- FDA affirmed it would respond as soon as possible.",FALSE,
FDA-2017-P-4852-0004_Letter_from_FDA_CDER_to_Pharmaceutical___Device_Co.pdf,2/20/2018,,"Center for Drug Evaluation and Research (CDER)
",Approved (Determination Issued),"- No specific statutes or CFR sections are cited directly in the letter.
- Reference is made to the Orange Book (""Approved Drug Products With Therapeutic Equivalence Evaluations"").","- FDA reviewed internal records and concluded that the drug was not withdrawn for reasons of safety or effectiveness.
- Accordingly, the drug remains in the Discontinued Drug Product List section of the Orange Book.",FALSE,
FDA-2017-P-4939-0005_Interim_Response_Letter_to_Dr__Chul_Hi_Park.pdf,5/21/2018,,"Center for Devices and Radiological Health (CDRH)
",Interim Response,- 21 CFR 10.30(e)(2) – Regulation governing interim responses to citizen petitions,"- The petition raised complex issues related to preventing the clearance of certain new device categories without adequate proof of safety and effectiveness.
- FDA stated it needed further review and analysis before issuing a final decision.",FALSE,
FDA-2017-P-4939-0006_Petition_Response_from_FDA_CDRH_to_Chul_Hi_Park_Re.pdf,10/12/2021,,"Center for Devices and Radiological Health (CDRH)
",Denied,"- 21 CFR 10.30(e) – Grounds for denying citizen petitions
- 21 CFR 878.4750 – Implantable staples
- 21 CFR 878.3300 – Surgical mesh
- 21 CFR Part 820 – Good manufacturing practices
- 21 CFR Part 803 – Adverse event reporting
- 21 CFR Part 801 – Labeling requirements
- 21 U.S.C. § 360c(a)(1) – Device classification
- 21 U.S.C. §§ 360(k), 360c(i) – Substantial equivalence (SE) & 510(k) submissions
- 21 CFR 878.4750; 86 FR 56195 – Reclassification of internal staplers to class II
- 21 CFR 330.10 – OTC monograph procedures
- Guidance: Surgical Staplers and Staples for Internal Use - Labeling Recommendations (October 8, 2021)","- FDA determined that the petitions did not provide sufficient evidence that new or additional performance tests or risk analyses were necessary.
- FDA already evaluates risk analysis and performance test data during 510(k) reviews.
- FDA had reclassified surgical staplers for internal use as class II with special controls requiring broader performance testing.
- A recent advisory panel meeting and public comment process led to these strengthened regulatory measures.
- FDA had issued new guidance recommending more detailed labeling and performance disclosures for internal staplers.
- FDA found existing regulatory mechanisms—including adverse event monitoring, labeling requirements, and SE determination—to be adequate to ensure safety and effectiveness.
- The petition’s supporting materials (e.g., articles, manufacturer brochures, self-authored data) were deemed insufficient to warrant further regulatory changes.",FALSE,
FDA-2017-P-5027-0010_Response_Letter_from_FDA_CDER_to_Wilson_Disease_As.pdf,2/13/2018,,"Center for Drug Evaluation and Research (CDER)
",Dismissed (moot),"- MAPP 5240.3, Rev. 4, effective 11/09/2017
- 21 CFR 314.430(b)","The petition requested accelerated approval of ANDAs for trientine hydrochloride to treat Wilson Disease, due to the lack of generic alternatives for Syprine. However, FDA had already approved ANDA 207567 for the treatment of Wilson Disease on February 7, 2018. Therefore, the petition was dismissed as moot. FDA also referenced their prioritization policy for ANDA review, affirming that this category of submissions is prioritized under MAPP 5240.3.

",FALSE,
FDA-2017-P-5080-0003_Interim_Response_Letter_from_FDA_CDER_to_Quagen_Ph.pdf,2/12/2018,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"21 CFR 10.30(e)(2)
","The FDA stated it has been unable to reach a decision on the petition due to the need to address other agency priorities. The interim response was issued in accordance with 21 CFR 10.30(e)(2), and the agency committed to responding as soon as possible given resource constraints. The petition requested that lidocaine ointment, 5% (ANDA 080198), be designated as a Reference Listed Drug in the Orange Book.

",FALSE,
FDA-2017-P-5081-0004_Interim_Response_Letter_from_FDA_CDER_to_Pfizer__I.pdf,2/12/2018,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"21 CFR 10.30(e)(2)
","The FDA stated it has not resolved the petition due to the need to address other agency priorities. The petition requested product-specific bioequivalence guidance for ANDAs for generic versions of Pfizer’s Estring (estradiol vaginal ring). FDA indicated it will respond as soon as possible, acknowledging resource demands
",FALSE,
