File Name,Date of Petition,Date Comments,Identity of Submitting Entity,Representation Details,Cited Statutes or Regulations,FDA Action Commented On,Requested Action,Justification for Request,Status of Review,Review Comments
FDA-2017-P-4245-0004_Withdrawal_from_EAS_Consulting_Group_Jubilant_Gene.pdf,9/25/2018,,"EAS Consulting Group, LLC","Representing Jubilant Generics Ltd.
",Not applicable.,Not applicable.,"Withdrawal of the previously submitted citizen petition.

","The product in question (Fenofibrate Capsules) is currently available on the market, making the original petition for RS designation unnecessary.
",FALSE,
FDA-2017-P-4249-0001_Suitability_Petition_from_GE_Healthcare_Inc.pdf,7/7/2017,"Letterhead dated July 7, but stamp reflects July 13.",GE Healthcare Inc.,Not mentioned.,"- 21 U.S.C. § 355(j)(2)(c) (Section 505(j)(2)(c) of the FD&C Act)
- 21 CFR § 314.93
- 21 CFR §§ 10.20 and 10.30
- 21 CFR 25.31(a) (for environmental impact exclusion)","Evaluation of suitability for Abbreviated New Drug Application (ANDA) for Clariscan™ (gadoterate meglumine) 5mL vial size differing from the Reference Listed Drug (RLD) Dotarem® vial sizes (10, 15, 20 mL).
","The petitioner requests that FDA determine the proposed 5 mL vial size of Clariscan™ is suitable for submission in an ANDA
","- The 5 mL vial is needed for pediatric use (doses under 5 mL for children <25 kg).
- It reduces the risk of overdose and contamination from vial reuse.
- Aligns with body-weight-based dosing (0.2 mL/kg) of Dotarem®.
- No new safety or efficacy concerns are raised; only vial size differs.
- Potential to reduce environmental waste and healthcare costs
",FALSE,
FDA-2017-P-4249-0006_Withdrawal_from_GE_Healthcare_Inc.pdf,12/20/2017,"Letterhead dated December 20, but stamp reflects December 21.",GE Healthcare Inc.,Not mentioned.,Not applicable.,Not applicable.,"Withdrawal of the previously submitted citizen petition.

","FDA approved the 5mL presentation for RLD 204781 on August 25, 2017, making the petition moot
",FALSE,
FDA-2017-P-4255-0001_Citizen_Petition_from_Kindred_Biosciences_Inc.pdf,7/13/2017,Noted in signature section.,"Kindred Biosciences, Inc.
",Not mentioned.,"- 21 U.S.C. 360b(n)(3) (Federal Food, Drug, and Cosmetic Act)
- 21 C.F.R. 25.33(d)(1) (for environmental impact exclusion)",Request to issue a suitability petition for a change in the dosage form of pergolide mesylate from the reference labeled new animal drug (Prascend®),"FDA is requested to approve a change in dosage form for pergolide mesylate from an oral tablet to an immediate-release, extruded oral pellet (top-dress) to be administered on a horse’s daily grain ration.","- The pellet form will improve palatability and compliance.
- Easier administration and flexible dosage adjustment.
- Tablet crushing is not recommended but often necessary for horses, leading to poor compliance.
- The proposed formulation mimics existing FDA-approved formats (e.g., Strongid®, Protazil®).
- Pellets offer convenience for dosing and are comparable in effectiveness and safety.",FALSE,
FDA-2017-P-4334-0001_Citizen_Petition_from_Sidley_Austin_LLP__Vifor_Fre.pdf,6/30/2017,,Sidley Austin LLP,"Representing Vifor Fresenius Medical Care Renal Pharma Ltd. (VFMCRP).
","- 21 C.F.R. § 10.30
- Section 505 of the Federal Food, Drug, and Cosmetic Act (FDCA)
- 21 C.F.R. § 25.31
- 21 U.S.C. § 355(d), § 352(a), § 321(n)",The petitioner comments on the supplemental New Drug Application (sNDA) filed by Keryx Biopharmaceuticals in March 2017 for Auryxia® (ferric citrate) to add an indication for the treatment of iron deficiency anemia (IDA) in non-dialysis dependent (NDD) chronic kidney disease (CKD) patients.,The petitioner requests the FDA to refrain from approving the sNDA. They recommend requiring Keryx to file a separate NDA with sufficient clinical data to support the safety and efficacy of using Auryxia for treating IDA in NDD-CKD patients.,"- Safety Concerns: Auryxia may pose safety risks when used in NDD-CKD patients due to its phosphate-binding properties and its effect on iron stores (TSAT, ferritin).
- Inconsistent Labeling: The dual indication may lead to misleading or confusing labeling and monitoring difficulties for two distinct patient populations.
- Clinical Guidelines: The updated KDIGO guidelines do not recommend phosphate binders in NDD-CKD patients with normal phosphorus levels.
- Insufficient Data: The 16-week study presented by Keryx does not adequately address long-term safety or label manageability concerns.
- Risk of Misbranding: Dual-use labeling may violate statutory requirements due to contradictory or incompatible warnings.",FALSE,
FDA-2017-P-4335-0001_Citizen_Petition_from_William_Bonificio___redacted.pdf,7/11/2017,,William Bonificio ,Not mentioned.,"- 21 U.S. Code § 321
- 21 C.F.R. § 25.31(e)
- 21 C.F.R. § 10.30(b) ",The current classification of glutaraldehyde-based tooth desensitizers as medical devices.,"- Reclassify glutaraldehyde-based tooth desensitizers from devices to drugs
- Alternatively, revoke their current device classification","- Glutaraldehyde works via chemical action (crosslinking plasma proteins to occlude dentinal tubules), which meets the FDA's definition of a drug, not a device.
- The mechanism of action is chemical (formation/breaking of covalent bonds), distinguishing it from a device.
- The current classification is inappropriate under FDA definitions.",FALSE,
FDA-2017-P-4351-0001_Citizen_Petition_from_Hogan_Lovells_US_LLP____Rely.pdf,7/19/2017,,"Hogan Lovells US LLP
","Representing Relypsa, Inc.","- 21 CFR Part 10.30
- Section 505(o), 505(o)(3), 505(o)(4), and 505(j)(2)(A)(v) of the FDCA (21 USC 355)
- 21 CFR 314.70(c)(6)(iii)(A)
- 21 CFR Part 201, including 21 CFR 201.100(d)(1), 201.57(c)(1), 201.57(c)(3)(i)(D)
- 21 USC 352(a), 352(f)(2)
- 5 USC 706(2)(A) (APA)","FDA’s failure to update the labeling of sodium polystyrene sulfonate (SPS) products like Kayexalate to include drug-drug interaction (DDI) warnings, despite previously issuing a safety alert in 2015 requiring DDI studies.
","The petitioner requests that the FDA:
- Require a boxed warning for SPS products, such as Kayexalate, disclosing the risk of binding with orally-administered medications.
- Include instructions that SPS should not be taken within six hours of other orally-administered drugs.
- Enforce labeling updates for SPS drugs under section 505(o)(4) and require drug-drug interaction studies under section 505(o)(3).","- FDA had already recognized DDI risks with SPS products in a 2015 safety communication.
- Relypsa’s own product, Veltassa, was required to carry a boxed warning and conduct DDI studies, but similar standards have not been applied to SPS drugs.
- The continued absence of boxed warnings and dosing window instructions on SPS products poses a public health risk.
- Unequal regulatory treatment between Veltassa and SPS products is arbitrary and capricious under the APA.
- Adequate warnings are necessary to inform prescribers and protect hyperkalemia patients from harmful drug interactions.",FALSE,
FDA-2017-P-4351-0008_Petition_Withdrawal_Letter_from_Relypsa_Inc_.pdf,11/2/2017,,"Hogan Lovells US LLP
","Representing Relypsa, Inc.",Not applicable.,Not applicable.,"Withdrawal of the previously submitted citizen petition.

","- FDA applied a less rigorous standard to Kayexalate compared to Veltassa.
- Veltassa underwent 12 in vivo and 28 in vitro DDI studies; Kayexalate only required in vitro data for 6 drugs.
- Different chemical compositions (sodium vs. calcium counter-ions) suggest the same warning may not adequately protect patients.
- In vivo studies were necessary for accurate risk assessment.
- Petition withdrawn due to changes already implemented in Kayexalate’s labeling.",FALSE,
FDA-2017-P-4352-0001_Citizen_Petition_from__Pharmaceutical_Manufacturin.pdf,7/20/2017,,"Pharmaceutical Manufacturing Research Services, Inc. (PMRS)",Not mentioned.,"- 21 C.F.R. §§ 10.30 and 10.31
- Section 505(q) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)","The petition comments on and opposes the approval of NDA 209653 submitted by Intellipharmaceutics Corp., particularly with labeling indicating use for chronic pain. It also addresses FDA’s general practice of approving extended-release opioids for chronic pain despite lack of evidence.","- Refrain from approving NDA 209653 with the proposed indication: “management of moderate-to-severe pain when a continuous around-the-clock analgesic is needed for an extended period of time.”
- Refrain from approving any other current or future opioid applications labeled for chronic use.","- The proposed indication lacks “substantial evidence” from adequate and well-controlled investigations as required by the FD&C Act.
- Chronic use of opioids is not supported by evidence; most clinical trials are under 12 weeks.
- Approval contributes to the opioid epidemic and public health crisis.
- Referenced CDC and FDA data showing high risks of addiction and overdose associated with long-term opioid use.
- Claims that FDA-approved labeling has historically given false reassurance regarding safety and efficacy for chronic pain.",FALSE,
FDA-2017-P-4360-0001_Citizen_Petition_from_Mallinckrodt_Pharmaceuticals.pdf,7/19/2017,,"Mallinckrodt Pharmaceuticals
",Not mentioned.,"- 21 C.F.R. § 10.30
- Section 505(b)(2) and Section 505(j) of the FDCA
- 21 C.F.R. § 314.94(a)(9)
- 21 C.F.R. § 314.127(a)(7)
- 21 U.S.C. § 355(j)(4)(F)",FDA’s potential approval of any abbreviated new drug application (ANDA) referencing Mallinckrodt’s product “Ofirmev” (acetaminophen injection) that omits pediatric exclusivity-protected labeling information,"Mallinckrodt requests that the FDA:
- Refrain from approving any ANDA for acetaminophen injection that omits labeling protected by pediatric exclusivity under FDCA.
- Require all applicants to include the pediatric information as required by law.","The petitioner argues that:
- The pediatric use information in the Ofirmev labeling is protected by statutory pediatric exclusivity and may not be omitted by ANDA filers.
- Permitting omission of such information would violate FDCA provisions and would result in misleading labeling that does not adequately inform physicians.
- Approval of ANDAs with omitted information undermines the incentives created by the Best Pharmaceuticals for Children Act (BPCA) and Pediatric Research Equity Act (PREA).",FALSE,"Petitioner notes that this is identical to the Petition filed July 11, 2017, Docketed as FDA-2017-P-4174, except for the date and a single, non-substantive change to the Section 505(q) certification statement."
FDA-2017-P-4372-0002_Citizen_Petition_from_AEGIS_Regulatory__Inc_.pdf,,No date recognized by ChatGPT nor apparent through a quick skim.,"AEGIS Regulatory, Inc.",Not mentioned.,"- 21 C.F.R. § 10.30 (Citizen Petition)
- 21 C.F.R. § 70.3(s)
- 21 C.F.R. §§ 25.30–25.40","Enforcement and importation practices regarding cosmetic products, specifically the importation of adulterated foreign cosmetic products (notably ""Hair Pearl"" eyelash and eyebrow dye) containing coal tar dyes","- Prohibit the entry of adulterated cosmetic products (especially ""Hair Pearl"") into the U.S.
- Add the responsible companies in Germany to Import Alert 53-05.
- Instruct all FDA District Offices to refuse entry of such products","- Reports of adverse health effects including ocular erythema, chemically-induced conjunctivitis, and temporary blindness.
- Product illegally imported with falsified safety data sheets omitting known hazards.
- Violation of FDA regulations regarding color additives in products used around the eyes.
- Prior evasion of enforcement (e.g., Refectocil smuggled through US-Canadian border) cited as precedent for needed action",FALSE,
FDA-2017-P-4388-0001_Suitability_Petition_from_Abhai__LLC.pdf,7/21/2017,,"Abhai, LLC",Not mentioned.,"- Section 502(j)(2)(C) of the FDC Act
- 21 C.F.R. §§ 10.20, 10.30, and 314.93","The petition comments on the approved strength of a listed drug (Acetaminophen, Butalbital, and Caffeine Tablets, 325 mg/50 mg/40 mg) and seeks permission to submit an ANDA for a different strength (300 mg/50 mg/40 mg)","The petitioner requests the FDA Commissioner to determine that the new strength (300 mg/50 mg/40 mg) is suitable for submission as an Abbreviated New Drug Application (ANDA) under the suitability petition process
","- The new strength does not raise new safety or efficacy concerns since the drug's indication, dosage form, and administration route remain the same.
- The new strength contains a lower dose of acetaminophen, potentially reducing risks of liver injury due to overdose.
- The change aligns with current dosage labeling of the reference drug and does not require new clinical investigations",FALSE,
FDA-2017-P-4389-0001_Citizen_Petition_from_Wildway_LLC.pdf,7/21/2017,,"Wildway, LLC",Not mentioned.,"- 21 C.F.R. § 101.60(c)(2)(v)
- Section 403(r)(4) of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. § 101.60(b)
- 21 C.F.R. § 101.60(c)(2)(i–iv)
- 21 C.F.R. § 101.9(g)
- 21 C.F.R. § 25.32 (including § 25.32(p))",Regulation requiring products labeled with “No added sugar” to also include a statement that the product is not “low calorie” and to refer consumers to the nutrition panel,"To exempt certain Wildway food products from the requirement under 21 C.F.R. § 101.60(c)(2)(v) to declare:
> “The product bears a statement that the food is not ‘low calorie’ or ‘calorie reduced’ ... and that directs consumers' attention to the nutrition panel.”","- The new Nutrition Facts label (effective May 2016) already requires declaration of added sugars and their % Daily Value, rendering the additional statement redundant.
- The term “No added sugars” is consistent with the nutrition facts panel when it states “Includes 0g Added Sugars.”
- Requiring the extra disclaimer clutters the label and may mislead or confuse consumers.
- No products in the granola or cereal categories reasonably qualify as “low calorie” per 21 C.F.R. § 101.60(b); requiring a disclaimer for something that is clearly not expected misleads more than informs.
- FDA’s own statements support limiting excessive label information to avoid overwhelming consumers.
- Added sugars are a required declaration, not a claim, and should not require additional disclaimers.
- Wildway asserts this added disclaimer constitutes unnecessary regulatory burden with no public health benefit",FALSE,
FDA-2017-P-4409-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__PC.pdf,7/24/2017,,"Hyman, Phelps & McNamara, P.C.",Not mentioned.,"- 21 C.F.R. § 10.30
- 21 U.S.C. § 352(f)
- 21 C.F.R. § 201.100(c)(1)
- 21 C.F.R. § 201.57(a)(11)(i)
- Federal Food, Drug, and Cosmetic Act § 506A
- 21 C.F.R. § 314.70
- 21 C.F.R. § 25.31(a)",The approved package insert (PI) for Trulance (plecanatide)—specifically the reporting of diarrhea adverse event (AE) rates in Table 1 of the PI. The petition challenges the accuracy and completeness of AE data reporting in the labeling.,"FDA should require:
- A footnote in the PI Table 1 (Adverse Events) stating that reported diarrhea rates only include bothersome cases or those requiring treatment/hospitalization.
- Similar explanatory notes in future PI revisions if AEs are collected similarly","- The PI misrepresents the true incidence of diarrhea AEs due to instructions that limited reporting to only severe/bothersome cases.
- This underreporting could mislead healthcare professionals and patients.
- Misleading information may unfairly benefit Synergy in marketing Trulance over competitors.
- Full disclosure is needed to allow accurate risk-benefit evaluation by prescribers and patients",FALSE,
FDA-2017-P-4500-0001_Citizen_Petition_from_Kent_Heckenlively_Redacted.pdf,7/27/2017,Noted in certification section.,"Kent Heckenlively, JD; also signed by Rima E. Laibow, MD and Ralph Fucetola, JD on behalf of Natural Solutions Foundation and Institute for Health Research respectively 
",Not mentioned.,"- 21 C.F.R. § 10.30 (Administrative Procedures Act petitioning regulation)
- 21 C.F.R. §§ 210.2, 211.1, 601.2(a), 601.4(a), 610.15(a)
- 21 U.S.C. §§ 321, 331, 351(a)(2)(B), 355, 360bbb-3, 393(b)(2), 262
- 42 U.S.C. § 300aa-22(b)(2), § 300aa-27(a)(2)
- 5 U.S.C. § 553(b)(B) (APA “good cause” exemption)
- Geneva Conventions, Nuremberg Code, UNESCO Universal Declaration on Bioethics and Human Rights ","The general practice of FDA and CDC approving and recommending childhood vaccines. The petition comments on this ongoing regulatory policy and the lack of clear regulations implementing informed consent in vaccination practices.
","- Immediate issuance of an emergency regulation establishing a Five-Year Moratorium on all childhood vaccinations, including during declared health emergencies.
- Draft and adopt a regulation stating: “Not for Childhood Vaccination” on all vaccine package inserts.
- Hold hearings, allow public comments, and eventually issue permanent regulations to support informed consent.
- Presidential intervention (President Trump) to mandate agency action","- Petitioners argue that current childhood vaccines are ""unavoidably unsafe"" and lack sufficient evidence of safety and efficacy as required by law.
- They claim the FDA failed to enforce safety regulations and violated federal statutes, the Data Quality Act, and informed consent principles.
- Cite a public health risk due to vaccine ingredients and increasing adverse events.
- Reference international human rights laws (e.g., Nuremberg Code, Geneva Conventions) to support the claim that vaccination without informed consent is unethical and unlawful.
- Argue that the FDA's actions violate constitutional rights including First Amendment protections and fundamental liberty interests ",FALSE,
FDA-2017-P-4575-0001_Vegetable_Oil_Health_Claim_petition_Nov_7_2016.pdf,11/15/2016,,Unilever,Not mentioned.,"- 21 C.F.R. § 101.70 (Health Claims; Petitions)
- Section 403(r)(3)(B)(i) of the Federal Food, Drug, and Cosmetic Act (FFDCA)","FDA's regulatory framework for approving health claims related to dietary fats and oils, particularly concerning the relationship between unsaturated fatty acids and coronary heart disease risk","Approve a new health claim stating that oils high in unsaturated fats may reduce the risk of coronary heart disease when replacing saturated fat, as part of a healthy diet
","- Scientific evidence supports a favorable association between dietary intake of unsaturated fatty acids and reduced risk of coronary heart disease (CHD).
- The petition includes over 80 peer-reviewed human intervention and observational studies.
- FDA had previously approved a similar claim for canola oil, and this request seeks to broaden it to include soybean, sunflower, corn, and other vegetable oils.
- Approval would improve public health messaging by aligning dietary guidance with regulatory standards",FALSE,Representation status was incorrectly identified by ChatGPT.
FDA-2017-P-4586-0001_Citizen_Petition_from_Jubilant_DraxImage_Inc_.pdf,7/31/2017,"Letterhead dated July 31, but stamp reflects August 1.",Jubilant DraxImage Inc.,Not mentioned.,"- 21 C.F.R. § 10.30 (Citizen Petition Procedure)
- 21 C.F.R. § 314.161(a)(1)
- FDCA § 505(j)","The continued listing of Diagnostic Kits, Technetium Tc99m Succimer Injection (NDA 019239) in the FDA's Orange Book as a discontinued product for which ANDAs can still be submitted.
","FDA should remove the listing of NDA 019239 from the Orange Book because the drug was withdrawn for reasons of safety or effectiveness.
","- NDA 019239 was approved in 1986 and never marketed in the U.S.
- The product is associated with multiple safety concerns including:
  • Use of non-sterile diluents
  • Risks of radioactive exposure to patients and personnel
  • Deficiencies in labeling and patient safety information
- The sponsor, GE Healthcare, has taken no public steps to resume marketing.
- Allowing ANDAs to reference a drug never marketed, with unresolved safety issues, undermines patient safety and regulatory standards.",FALSE,
FDA-2017-P-4670-0001_Citizen_Petition_from_Baxter_Healthcare_Corporatio.pdf,8/2/2017,,Baxter Healthcare Corporation,Not mentioned.,"- 505(j) and 505(w) of the FD&C Act
- 21 C.F.R. § 10.25
- 21 C.F.R. § 10.30
- 21 C.F.R. § 314.94(a)(9)(iii)
- 21 C.F.R. § 314.99(b)
- 21 C.F.R. § 25.31
- 21 C.F.R. § 10.30(b)","Whether the original formulation of EMEND (150 mg/vial with 18.8 mg EDTA) was reformulated for safety or effectiveness reasons, and if an ANDA may be submitted referencing the original formulation rather than the revised one (5.4 mg EDTA)
","1. FDA should determine if Merck’s EMEND (with 18.8 mg EDTA) was reformulated for safety or efficacy reasons.
2. If not, confirm that an ANDA referencing the original formulation is acceptable.
3. Confirm waiver eligibility under 21 C.F.R. § 314.99(b) due to inactive ingredient differences","- Both original and revised EMEND formulations are listed on Merck’s website and DailyMed.
- The original formulation (with 18.8 mg EDTA) is still marketed and listed in the Orange Book.
- No safety or efficacy concerns are known for the original formulation.
- Another ANDA (Fresenius Kabi, ANDA 206197) uses the original formulation.
- FDA advised Baxter via Controlled Correspondence to file a petition to seek clarity on formulation reference and waiver path",FALSE,
FDA-2017-P-4736-0001_Citizen_Petition_from_American_Dental_Association.pdf,8/4/2017,"Originally submitted August 2, 2017 per Regulations.gov tracking.",American Dental Association (ADA),Not mentioned.,"- 21 C.F.R. Part 355 (OTC Anticaries Drug Products)
- 21 C.F.R. Part 356 (OTC Oral Healthcare and Wound Healing Drug Products)
- 21 C.F.R. § 310.536 (OTC Nailbiting and Thumbsucking Drug Products)
- 21 C.F.R. Part 343 (OTC Internal Analgesic Drug Products)
- 21 C.F.R. § 25.31 (Environmental Impact exclusion)","Existing OTC drug monographs for oral health-related products, which the petitioner claims are outdated and not reflective of current scientific standards","Initiate public rulemaking to review and update the following OTC drug monographs:
• Anticaries products
• Oral healthcare products
• Oral wound healing products
• Nailbiting and thumbsucking deterrents
• Internal analgesics","- Monographs are based on outdated science and have not kept pace with advances in safety and efficacy testing.
- Consumers may be using products evaluated by obsolete standards, reducing confidence in safety, quality, and effectiveness.
- More modern tests (e.g., one-minute fluoride release) are now available, replacing older tests like animal caries reduction studies.
- Alignment with recent FDA initiatives on safer pain management (citing Docket No. FDA-2017-D-2497) supports this petition’s goals",FALSE,
FDA-2017-P-4745-0001_Citizen_Petition_from_Allergan.pdf,8/4/2017,,"Allergan
",Not mentioned.,"- Section 505(j)(2)(A)(v) of the Federal Food, Drug, and Cosmetic Act (FDCA)
- 21 C.F.R. § 314.94(a)(9)(iii)
- 21 C.F.R. § 10.30 (Citizen petition process)
- 21 C.F.R. § 25.31 (Environmental impact exemption)
- 21 C.F.R. § 10.30(b) (Economic impact disclosure)","Submission and potential approval of abbreviated new drug applications (ANDAs) referencing Viberzi® (eluxadoline) without conducting adequate in vivo bioequivalence studies and without a demonstration of abuse-deterrent properties
","FDA should refuse to approve any ANDA referencing Viberzi® unless it includes:
1. In vivo bioequivalence studies using both 100 mg and 75 mg strengths
2. Comparative pharmacokinetic studies under fed and fasting conditions
3. Justification or evaluation of abuse potential and abuse-deterrent properties","- Eluxadoline is a locally acting GI agent with complex pharmacokinetics that may not be adequately captured by in vitro testing alone.
- Abuse of eluxadoline by alternative routes (e.g., intranasal or injection) may cause severe adverse effects.
- The RLD has a REMS program and scheduling under the Controlled Substances Act due to abuse potential.
- Allergan argues that bioequivalence and abuse potential must be carefully evaluated to ensure safe and effective use.",FALSE,
FDA-2017-P-4791-0001_Citizen_Petition_from_Hyman__Phelps____McNamara__P.pdf,8/8/2017,,"Hyman, Phelps & McNamara, P.C.",Representing Exela Pharma Sciences.,"- 21 C.F.R. § 10.25(a)
- 21 C.F.R. § 10.30
- 21 C.F.R. § 314.3(b)
- 21 C.F.R. § 314.94(a)(9)(iii)
- Section 505(b)(2) of the Federal Food, Drug, and Cosmetic Act (FDCA)
- FDCA § 736(a)(2)(A)
- FDCA § 736(a)(3)(A)
- FDCA § 736(a)(3)(B)
- FDCA § 736(i)
- 21 C.F.R. § 25.31
- 21 C.F.R. § 10.30(b)","Assignment of a Therapeutic Equivalence (TE) Code in the FDA’s Orange Book for Exela’s NDA 209463 (Pantoprazole Sodium for Injection, 40 mg/vial)
","FDA should assign a TE Code of “AP” to Exela’s Pantoprazole Sodium for Injection (NDA 209463) in the Orange Book
","- Exela’s product is pharmaceutically equivalent and bioequivalent to Wyeth’s PROTONIX I.V. (NDA 020988).
- Exela’s NDA 209463 was approved under FDCA § 505(b)(2) due to a formulation difference (absence of edetate disodium).
- FDA waived the requirement for in vivo bioequivalence studies.
- Assignment of the TE Code would exempt Exela from certain user fees.",FALSE,
FDA-2017-P-4791-0005_Withdrawal_of_Petition___FDA_2017_P_4791.pdf,3/16/2021,,"Hyman, Phelps & McNamara, P.C.",Representing Exela Pharma Sciences.,Not applicable.,Not applicable.,"Withdrawal of the previously submitted citizen petition.

","Not mentioned in the withdrawal letter. No reason for the withdrawal is provided.

",FALSE,
FDA-2017-P-4852-0001_Citizen_Petition_from__EAS_Consulting_Group___Jubi.pdf,8/9/2017,,"EAS Consulting Group, LLC","EAS Consulting Group is acting as the U.S. Agent for Jubilant Generics Ltd.
","- 505(j)(2) and 505(j)(7) of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. §§ 10.25, 10.30, 314.122, and 314.161",The FDA’s listing status and the reason for discontinuation of the Reference Listed Drug (RLD) LOTENSIN HCT (Benazepril Hydrochloride and Hydrochlorothiazide 5 mg/6.25 mg),"That the FDA determine the discontinuation of LOTENSIN HCT (5 mg/6.25 mg) was not for reasons of safety or effectiveness, thereby allowing submission of an ANDA referencing the discontinued strength
","Under the FD&C Act, an ANDA must reference an RLD. If the RLD has been discontinued, FDA must determine if the discontinuation was for safety or effectiveness. The petitioner asserts that the 5 mg/6.25 mg strength was not withdrawn for such reasons, and therefore ANDAs relying on it should be permitted. This ensures the continued availability of generic alternatives

",FALSE,
FDA-2017-P-4939-0001_Citizen_Petition_from_Chul_Hi_Park_Redacted.pdf,8/14/2017,,"Chul-Hi Park, Ph.D.",Not mentioned.,"- Sections 510 and 513 of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. § 10.30
- 21 C.F.R. § 25.34 (Environmental Impact)
- FDA Guidance for Intravascular Stents (cited for precedent)",Clearance of surgical staplers and staple line reinforcement materials for use on lungs and digestive tract under 510(k) without appropriate dynamic performance testing,"Require manufacturers of surgical staplers and staple line reinforcement materials used on lungs and digestive tract to:
1. Perform risk analysis of device use considering organ physiological motion.
2. Provide dynamic performance testing data simulating organ motion for 510(k) clearance.
3. Revise labeling and instructions based on such performance data.","- Staple line leaks in lung and gastrointestinal surgeries pose significant risks.
- Current FDA clearances lack realistic dynamic performance testing simulating breathing or digestion motion.
- Static tests like burst pressure are insufficient.
- There is evidence of postoperative complications related to mechanical failure under physiological motion.
- Manufacturers’ performance claims lack supporting dynamic test data.
- Additional testing would improve safety, clinical techniques, and product validation. ",FALSE,
FDA-2017-P-5027-0001_Citizen_Petition_from_Wilson_Disease_Association.pdf,8/16/2017,,Wilson Disease Association (WDA),Not mentioned.,"- 21 U.S.C. § 355 (FDCA Section 505)
- 21 C.F.R. § 10.30 (Citizen Petition regulation)
- 21 C.F.R. § 25.31(b) (Environmental assessment exclusion)","FDA’s pending decision on two ANDAs for trientine hydrochloride (generic versions of Syprine®) submitted by Kadmon Holdings, Inc., for the treatment of Wilson disease","- Rapid approval of two ANDAs submitted by Kadmon for generic trientine products
- That the FDA treat these ANDAs as a priority under its expedited review procedures for “first generics”","- Current RLD (Syprine®) has no marketed generics despite over 30 years of approval
- Syprine is expensive, requires refrigeration, and has a burdensome dosing regimen (up to 8 capsules daily)
- Generic versions would reduce cost and improve patient access, especially for school-age patients and those with limited refrigeration options
- The Senate Committee on Aging and other federal bodies have also emphasized the need for lower-cost alternatives and increased generic competition",FALSE,
FDA-2017-P-5080-0001_Citizen_Petition_from_Quagen_Pharmaceuticals_LLC.pdf,8/17/2017,,Quagen Pharmaceuticals LLC,Not mentioned.,"- Section 505(j) of the Federal Food, Drug, and Cosmetic Act (FDC Act)
- 21 C.F.R. §§ 10.20, 10.30 (Citizen petition process)
- 21 C.F.R. § 25.31(a) (Environmental assessment exclusion)
- 21 C.F.R. § 10.30(b) (Economic impact disclosure)","The designation in the Orange Book of Xylocaine® (Lidocaine) Ointment, 5% by AstraZeneca as the Reference Listed Drug (RLD) — despite its market unavailability — and Fougera Pharmaceuticals’ product (ANDA 080198) being designated only as a Reference Standard (RS)","FDA should designate Lidocaine Ointment, 5% of Fougera Pharmaceuticals Inc. (ANDA 080198) as a Reference Listed Drug (RLD) instead of merely a Reference Standard
","- Xylocaine® Ointment, the current RLD, is no longer available in the market, making it impossible for ANDA applicants to conduct product development studies.
- The Orange Book Preface allows for designation of a second RLD if the original is unavailable for bioequivalence testing.
- Fougera’s product is already designated as RS, and designating it as RLD would facilitate ANDA submissions.
- This designation supports regulatory clarity and generic competition",FALSE,
FDA-2017-P-5080-0004_Withdrawal_from_Quagen_Pharmaceuticals_LLC.pdf,12/14/2020,,Quagen Pharmaceuticals LLC,Not mentioned.,Not applicable.,Not applicable.,"Withdrawal of the previously submitted citizen petition.

","Not mentioned in the withdrawal letter. No reasoning is provided for the request to withdraw the petition.

",FALSE,
FDA-2017-P-5081-0001_Citizen_Petition_from_Pfizer__Inc_.pdf,8/17/2017,,Pfizer Inc.,Not mentioned.,"- Section 505 of the Federal Food, Drug, and Cosmetic Act (FDC Act)
- 21 C.F.R. § 10.30
- 21 U.S.C. § 355(q)
- 21 C.F.R. § 25.31","Lack of a product-specific bioequivalence (BE) guidance for generic versions of Estring® (estradiol vaginal ring). Pfizer is commenting on the need for the FDA to establish such a guidance
","Pfizer requests that the FDA:
- Issue a product-specific BE guidance for generic versions of Estring®
- Require in vitro and in vivo BE studies (PK and clinical endpoint studies)
- Ensure geometry, formulation, and mechanical equivalency of generic versions
- Allow public review and comment before ANDA approvals
- Expedite the review of this petition
","- Estring® is a complex, controlled-release vaginal ring with unique release characteristics essential to safety and efficacy
- No existing product-specific FDA guidance for its generic counterparts, unlike similar drugs (Vagifem®, Estrace®)
- Safety and efficacy depend on strict control of in vitro and in vivo performance
- Differences in geometry, formulation, or physical properties could pose safety risks
- Request to align BE demonstration requirements with those of other complex vaginal estrogen products
",FALSE,
