File ID,Date of Petition,Was_Withdrawn,Submitter,Submitter Type,Petition Cited Statutes or Regulations,FDA Action Commented On,Requested Action,Justification for Request,Final Decision,Number of Interim Responses,Interim Response Date,Last Response Date,Responding FDA Center,Responses Cited Statutes or Regulations,Justification for Interim Response,Justification for Final Response
FDA-2017-P-6274,10/24/2017,False,Amneal Pharmaceuticals LLC,industry/corporation,"- Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- Section 505(q) of the FD&C Act
- 21 C.F.R. § 10.20
- 21 C.F.R. § 10.30
- 21 C.F.R. § 314.94 (a)(8)(iv)
- 21 C.F.R. § 25.31(a) (environmental impact)
- 21 C.F.R. § 10.30(b) (economic impact)
- FDCA § 501(b), § 502(g), § 502(e)(3)(b)
- 21 CFR § 299.5","Approval of ANDAs (Abbreviated New Drug Applications) for Teriparatide injection products that use synthetic teriparatide as active ingredient instead of recombinant teriparatide (Forteo®, NDA 21-318)
","- FDA should refrain from approving any ANDAs for Teriparatide injection products that contain synthetically derived Teriparatide.
- FDA should only approve ANDAs that contain recombinant human parathyroid hormone (1-34) as active ingredient.","- Labeling Disparity: Synthetic versions would not match the labeling of the RLD Forteo® which specifies rDNA origin.
- Impurity Profile: Synthetic methods (solid phase synthesis) yield different impurities than recombinant methods, with potentially more harmful ones like oxidized or racemized amino acids.
- Immunogenicity Risks: Synthetic peptides might trigger unpredictable immune responses, necessitating human immunogenicity studies.
- Failure to Conform to USP Monograph: The USP monograph defines teriparatide as a recombinant DNA product.
- Inadequate FDA Draft Guidance: Criticizes the October 2017 FDA draft guidance for not sufficiently addressing risks from peptide-related impurities in synthetic analogs.
- Lack of Precedent: FDA has not previously approved a synthetic peptide as therapeutically equivalent to a recombinant product.
- Legal and Regulatory Framework: Emphasizes statutes that require equivalence in labeling, composition, and safety to the RLD.",Denied,0.0,,1/5/2018,Center for Drug Evaluation and Research (CDER),"- Section 505(j), 505(b)(1), 505(b)(2), and 505(d) of the Federal Food, Drug, and Cosmetic Act (21 U.S.C. § 355)
- 21 CFR 314.3(b), 314.54, 314.94(a), 314.127
- Public Law 98-417 (Hatch-Waxman Amendments)",,"- The FDA found that synthetic teriparatide may be suitable for ANDA submission under certain conditions and is considering the matter through draft guidance (notably FDA-2017-D-5767).
- The issues raised in the petition—such as differences in impurity profiles, immunogenicity, labeling, and USP standards—do not preclude submission via the ANDA pathway.
- FDA declined to make a blanket policy decision in this petition and instead encouraged public comment on the draft guidance that specifically addresses synthetic peptide ANDAs."
FDA-2017-P-6291,10/26/2017,False,"Lachman Consultant Services, Inc.",industry/corporation,"- Federal Food, Drug, and Cosmetic Act (FDCA)
- 21 C.F.R. § 10.30 – Citizen Petition process
- 21 C.F.R. § 314.94(a)(3) – Definition of Reference Listed Drug
- 21 C.F.R. § 25.31 – Categorical exclusion for Environmental Impact Assessment
- 21 C.F.R. § 10.30(b) – Economic impact analysis provision","The designation of Cardene I.V. (Nicardipine Hydrochloride, NDA 019734) by Chiesi USA Inc. as the sole Reference Listed Drug (RLD) for Nicardipine Hydrochloride 25 mg/10 mL Injection, despite it being unavailable on the market
","FDA should designate Nicardipine Hydrochloride 25 mg/10 mL marketed by Excela Pharma Science (NDA 022276) as an additional Reference Listed Drug (RLD) so that generic applicants have access to a product that is commercially available for comparative studies
","- The current RLD (Chiesi’s Cardene I.V.) is not available for purchase, preventing ANDA applicants from conducting required comparative studies.
- Excela’s product is pharmaceutically equivalent and listed as therapeutically equivalent in the Orange Book.
- Designating Excela’s product as an additional RLD would provide market access for generic development while maintaining regulatory standards
",Dismissed (moot),1.0,4/20/2018,9/17/2020,Center for Drug Evaluation and Research (CDER),"Not Mentioned explicitly in this letter. (The Orange Book is referenced, but no specific statutes or CFR citations are provided.)
",The FDA cites the need to address other agency priorities and the numerous demands on its resources as the reason for not yet having reached a decision on the petition ,"The petitioners requested that nicardipine hydrochloride injection (25 mg/10 mL, NDA 022276) be designated as an RLD and Reference Standard. Since FDA had already made this designation in the Orange Book, the petitions were considered moot and therefore dismissed.

"
FDA-2017-P-6307,10/26/2017,False,Aurolife Pharma LLC,industry/corporation,"- 21 C.F.R. § 10.25(a)
- 21 C.F.R. § 10.30
- 21 C.F.R. § 25.31 (categorical environmental exclusion)
- 21 C.F.R. § 10.30(b) (economic impact provision)
","FDA’s drug product referencing and reference standard policy—specifically the January 2017 draft guidance titled: ""Referencing Approved Drug Products in ANDA Submissions"", which affects reference standards selection for ANDAs
","FDA is requested to designate Morphine Sulfate Extended Release Tablets, 100 mg, from Rhodes Pharmaceuticals LP (ANDA# A074769) as the reference standard (RS) for a generic product, instead of the discontinued MS CONTIN (NDA# 019516) by Purdue Pharma LP
","- The original reference listed drug (MS CONTIN) has been discontinued.
- The Rhodes Pharmaceuticals product is the authorized generic of MS CONTIN.
- Both products are manufactured by Purdue Pharma LP using the same inactive ingredients.
- Therefore, the Rhodes product is scientifically and legally suitable to be used as the reference standard for bioequivalence studies",Denied,1.0,4/10/2018,4/10/2018,Center for Drug Evaluation and Research (CDER),"- Section 505(j) of the FD&C Act (21 U.S.C. 355(j))
- 21 CFR 314.3(b)
- 21 CFR 314.94(a)(3)
- 81 FR 69580, 69619 (Oct. 6, 2016)
- 21 U.S.C. 355(j)(6)","The FDA has not yet resolved the petition due to the need to address other Agency priorities. The Agency cites ""numerous demands on the Agency’s resources"" as a limiting factor ","- The currently designated reference standard, MS Contin (morphine sulfate ER tablets, 100 mg, NDA 019516, Purdue Pharma), is still being manufactured and distributed.
- FDA found no sufficient grounds to designate Rhodes Pharmaceuticals' ANDA 074769 product as a new reference standard.
- FDA policy supports maintaining a single reference standard to ensure consistency unless the existing RLD has been discontinued or is unavailable.
- Petition's arguments (e.g., equivalence of generic and RLD, distribution links) were not enough to override the current designation. "
FDA-2017-P-6316,10/30/2017,False,"Kleinfeld, Kaplan & Becker LLP",law/consulting,"- 21 C.F.R. §§ 10.30, 210, 211, 314 – Citizen petition process and manufacturing standards
- Sections 505(b) and 505(j) of the FDCA (21 U.S.C. §§ 355(b), 355(j)) – Drug approval pathways
- 21 C.F.R. § 25.31 – Categorical exclusion from environmental assessment
- 21 C.F.R. § 201.80(d) – Labeling requirements
- References to USP standards and FDA's MAPP 5310.4 ""Acceptability of Standards from Alternative Compendia""","Potential FDA approval of any injectable methylene blue drug products under Section 505 without adequate proof of equivalent safety, purity, and labeling standards compared to ProvayBlue®, Provepharm’s approved product. The petition particularly criticizes products like Akorn’s unapproved formulation for not meeting USP standards or FDA-approved labeling requirements
","FDA should refrain from approving any injectable methylene blue drug products unless the application demonstrates that the product is:
- Of the same quality and purity as ProvayBlue®
- Manufactured in accordance with USP monographs for methylene blue (API and injection)
- Labeled with appropriate warnings, contraindications, and adverse reaction information equivalent to ProvayBlue®
- Meets rigorous impurity limits and safety standards supported by adequate data","- ProvayBlue® was FDA-approved in 2016 for treating acquired methemoglobinemia with a well-characterized safety profile and strict FDA-reviewed API and finished product specifications.
- Other products like Akorn’s have failed to meet USP monograph specs (e.g., tested at only 84.1% vs. required 95–105% potency) and lack appropriate labeling for serious risks (e.g., serotonin syndrome, hemolysis).
- Provepharm argues FDA must apply consistent and stringent safety and labeling standards to ensure public safety.
- FDA precedent and regulatory policy require drugs matching a USP monograph to be held to those standards",Partially Approved / Partially Denied,1.0,4/26/2018,4/26/2018,Center for Drug Evaluation and Research (CDER),"- FD&C Act: Sections 505(b)(1), 505(b)(2), 505(j), 501(b), 502(e)(3)(B), 505(j)(2)(A)(v), 505(c), 505(j)(4), 505(b)(2)(A)(iii)-(iv), 505(b)(2)(B), 505(j)(2)(A)(vii)-(viii), 505(j)(5)(B), 505(j)(5)(F), 505(b)(1)(A)
- 21 CFR: Parts 10.30(e)(2), 201.56, 201.57, 299.5, 314.3(b), 314.50, 314.54, 314.93, 314.94(a), 314.127(a), 314.510
- 81 FR 69580","The petition raises complex issues requiring extensive review and analysis by FDA officials. FDA has not resolved the issues raised and will respond once a decision is reached 
","- Labeling: FDA agrees ANDAs relying on ProvayBlue must match its labeling regarding contraindications, warnings, and adverse reactions unless a statutory or regulatory exception applies.
- Drug Quality: FDA denied the request to universally require methylene blue products to meet ProvayBlue’s impurity/purity profile. FDA evaluates each application case-by-case.
- USP Compliance: Not all injectable methylene blue products must strictly conform to USP monographs if properly labeled. Differences may be permissible with scientific justification.
- Impurity Control: FDA does not mandate a strict impurity profile match to ProvayBlue; impurity levels like Azure B are reviewed scientifically during the approval process."
FDA-2017-P-6357,9/15/2016,False,Diana Wierzchos,other,"- The petition is submitted under the Federal Food, Drug, and Cosmetic Act and the Public Health Service Act (no specific sections cited)
","The petitioner calls for the FDA to reform the U.S. food supply system, specifically regarding factory farming practices. The action is not in response to a specific FDA policy but a general petition to influence national food regulation standards, animal treatment policies, and public health considerations
","- Replace or drastically reduce the use of concentrated animal feeding operations (CAFOs)
- Promote alternative, humane food production methods that are more sustainable and health-conscious
- Encourage legal reform to improve environmental, human, and animal health outcomes
- Address problems associated with subsidized factory farming","- Health risks: Links between red meat consumption and chronic diseases (e.g., cancer, diabetes, cardiovascular conditions)

- Food safety: Issues with contamination and poor hygiene in meat processing (e.g., fecal bacteria, TMAO production, drug-resistant infections)
- Environmental impact: CAFOs generate significant greenhouse gas emissions, deforestation, and water/soil pollution

- Animal welfare: Inhumane treatment, high animal mortality, and lack of rights protections
- Economic & social concerns: Industrial farming undermines small farms and consumer rights; supports unsustainable systems with public subsidies
- The petitioner urges the FDA to address these interconnected issues systemically.",,,,,,,,
FDA-2017-P-6411,10/27/2017,False,"Insys Therapeutics, Inc.",industry/corporation,"- Sections 505(j) and 505(q) of the FD&C Act
- 21 C.F.R. §§ 10.30-31 (Citizen petition procedures)
- 21 C.F.R. § 320.22 (Waiver of in vivo bioequivalence)
- 21 C.F.R. § 320.21(b) and (e) (Bioequivalence requirements)
- 21 C.F.R. § 314.3 (Definition of bioequivalence)
- 21 C.F.R. §§ 25.30-31 (Environmental impact exemption)","FDA’s acceptance or approval of ANDAs referencing SYNDROS that rely on a bioequivalence waiver (under 21 C.F.R. § 320.22), rather than submitting in vivo bioequivalence studies","- FDA should not accept or approve any ANDA referencing SYNDROS that lacks in vivo bioequivalence data.
- Reject waivers based on 21 C.F.R. § 320.22 for oral solutions of dronabinol.
- Require bioequivalence studies in both fed and fasted conditions.
- Require metabolite bioequivalence data in addition to parent drug bioequivalence.","- SYNDROS is a complex drug product with a highly variable absorption profile and low bioavailability (10–20%).
- Changes in excipients (e.g., ethanol, PEG 400, propylene glycol) can significantly affect absorption, metabolism, and systemic exposure.
- FDA draft guidance on dronabinol capsules already requires fed/fasted bioequivalence studies.
- Food significantly alters absorption of SYNDROS (e.g., 2.6-fold increase in exposure under fed vs. fasted state).
- Metabolite 11-OH-Δ9-THC plays a critical role in pharmacologic effects and must be assessed for equivalence.
- Allowing generics based on waivers could compromise patient safety and efficacy, particularly in AIDS and cancer patients reliant on effective antiemetics.",Denied,0.0,,4/6/2018,Center for Drug Evaluation and Research (CDER),"- FD&C Act (21 U.S.C. § 355(b)(2), § 505(j), § 505(j)(8)(B), § 505(j)(2)(A), § 505(j)(5)(B)(iv)(II)(cc), § 505(j)(7)(A)(i)(III))
- 21 CFR §§ 314.3, 314.94(a), 314.101, 320.21(f), 320.22 (a)-(f), 320.24, 320.25",,"- Statutory Discretion: FDA emphasized its legal authority and discretion to determine appropriate bioequivalence testing methods on a case-by-case basis (in vivo, in vitro, or both).
- Oral Solution Waiver: As per 21 CFR § 320.22(b)(3), bioequivalence studies may be waived for oral solutions like Syndros, provided the generic matches concentration and dosage form and has no significant formulation differences affecting absorption.
- Case-by-Case Assessment: FDA explained that bioequivalence waiver requests are reviewed individually during the ANDA process. No justification was provided in the petition that would preclude granting such waivers categorically.
- Food Effect and Metabolite Measurement: FDA found no compelling evidence that fed/fasted studies or metabolite measurements were categorically required. The Petition’s reliance on existing guidances for capsules or tablets was deemed inapplicable to oral solutions.
- ANDA Review Standards: FDA clarified that it does not refuse to receive an ANDA based solely on anticipated waiver requests; sufficiency is judged by completeness under section 505(j)(2)(A) of the FD&C Act."
FDA-2017-P-6451,11/8/2017,False,Locke Lord LLP,law/consulting,"- Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- 21 C.F.R. §§ 10.20, 10.30, 314.93 – Citizen and suitability petition procedures
- 21 C.F.R. § 25.31 – Categorical exclusion for environmental impact","Current FDA position regarding the lack of availability of a 150 mg/vial strength of micafungin sodium for injection, and the limitation of the Reference Listed Drug (Mycamine®, NDA 021506 by Astellas Pharma US Inc.) to only 50 mg and 100 mg vials
","- FDA should declare that micafungin sodium for injection, 150 mg/vial is suitable for submission as part of a single ANDA along with 50 mg and 100 mg strengths
- Permit inclusion of this new strength despite it not being separately marketed as such under the RLD","- The 150 mg dose is clinically supported by the RLD’s labeling, which instructs combining 100 mg and 50 mg vials for esophageal candidiasis treatment
- The proposed 150 mg vial is quantitatively and qualitatively equivalent to the RLD combination
- A single 150 mg vial will reduce burden and handling complexity for healthcare providers
- No new safety or effectiveness issues are raised",Approved,0.0,,9/22/2023,Center for Drug Evaluation and Research (CDER),"- Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- 21 CFR 314.93
- 21 CFR 314.93(e)(1)
- 21 CFR 314.94(a)(3)(iii)",,"- The proposed change in strength (150 mg/vial vs. 50 mg and 100 mg/vial) does not raise safety or effectiveness concerns.
- Uses, dosage form, and route are the same as the listed drug (Mycamine®).
- The change aligns with the dosing recommendations in the listed drug’s labeling.
- If bioequivalence is demonstrated, the product is expected to have the same therapeutic effect.
- No significant labeling changes or new investigations are necessary."
FDA-2017-P-6479,11/13/2017,False,"Teligent Pharma, Inc.",industry/corporation,"- Section 505(j) of the Federal Food, Drug, and Cosmetic Act (FDC Act)
- 21 C.F.R. §§ 10.20 and 10.30 (Citizen petition procedures)
- 21 C.F.R. § 25.31(a) (Environmental impact exclusion)
- 21 C.F.R. § 10.30(b) (Economic impact submission provision)","The current designation of CARDENE (Nicardipine Hydrochloride) Injection, NDA 019734, as the sole Reference Listed Drug (RLD) and Reference Standard (RS) for Nicardipine Hydrochloride Injection, and the lack of availability of this RLD in the market which precludes submission of ANDAs.
","- FDA should designate a second Reference Listed Drug (RLD) for Nicardipine Hydrochloride Injection
- Update the Orange Book and Drugs@FDA to reflect this additional RLD, allowing ANDA submissions based on a product that is actually available for development and testing","- The currently designated RLD (CARDENE) is not available in the market, preventing potential ANDA applicants from obtaining it to conduct required bioequivalence or formulation studies.
- FDA has a policy, as outlined in the Orange Book Preface, that allows for the designation of a second RLD in such situations via a citizen petition.
- Lack of RLD access unfairly shields some products from competition",Dismissed (moot),1.0,5/8/2018,9/17/2020,Center for Drug Evaluation and Research (CDER),Not mentioned.,"The FDA has not resolved the petition due to the need to address other Agency priorities. The interim response is issued in accordance with FDA regulations, and the Agency promises to respond as soon as resources permit","The FDA had already updated the Orange Book to designate nicardipine hydrochloride injection, 25 mg/10 mL (NDA 022276), as both a Reference Listed Drug (RLD) and a Reference Standard, addressing the requests made in all three related petitions. As a result, the petitions were considered moot and dismissed
"
FDA-2017-P-6513,11/15/2017,False,Public Citizen,individual,"- 21 U.S.C. § 355 – Requirements for drug approval (including safety and effectiveness)
- 21 C.F.R. § 314.126 – Adequate and well-controlled studies
- 21 C.F.R. § 10.30 – Citizen petition procedure
- Reference to 21 C.F.R. § 310.3(h) – Intended use of a drug
- FDCA § 505(d) – Substantial evidence requirement","FDA’s approval of Duchesnay’s Diclegis (doxylamine succinate and pyridoxine hydrochloride) for the treatment of nausea and vomiting in pregnancy (NVP), despite allegedly inadequate evidence from modern well-controlled trials .
","- Withdraw FDA approval of Diclegis
- Require a new drug application supported by adequate and well-controlled studies if the manufacturer seeks future approval
- Take regulatory actions consistent with FDCA to ensure drugs meet current standards of evidence","- The 2013 FDA approval of Diclegis relied primarily on a single 1970s-era trial that has never been published in a peer-reviewed journal and contains serious methodological flaws, such as lack of prespecified primary outcome, lack of statistical adjustments for dropouts, and potential bias.
- Modern trials have failed to demonstrate meaningful benefit.
- Continuing approval violates FDA standards requiring substantial evidence from adequate and well-controlled investigations .",Denied,1.0,5/11/2018,5/11/2018,Center for Drug Evaluation and Research (CDER),"- Section 505(b)(1) and 505(c) of the FD&C Act (21 U.S.C. 355)
- Section 505(d) and (e) of the FD&C Act
- 21 CFR 314.50(d)(5)(viii) and (v)
- 21 CFR 314.150(a)(2)(i), (ii), and (iii)","The petition raises complex issues requiring extensive review and analysis by FDA officials. Due to this complexity, a final decision has not yet been reached. The interim response complies with regulatory requirements to notify petitioners when a decision is delayed
","- FDA determined that removal of drug products containing olmesartan medoxomil is not warranted based on current evidence.
- The 2013 Drug Safety Communication and updated labeling adequately address the safety concerns (e.g., risk of sprue-like enteropathy).
- FDA reviewed multiple sources: literature, cohort studies, systematic reviews, FAERS, and case reports; none altered the prior risk-benefit assessment.
- The incidence of adverse events is low (3–147 per 100,000 patient-years), and most patients taking these drugs do not experience severe effects.
- Withdrawing the drugs could disrupt care for over 1 million patients with hypertension.
- The risk is clearly labeled, identifiable, reversible, and able to be mitigated without market removal
"
FDA-2017-P-6631,11/27/2017,False,Amin Talati Upadhye LLP,law/consulting,"- 21 C.F.R. §§ 10.25 and 10.30 (Citizen petition authority)
- 21 U.S.C. § 321(ff)(1) (definition of dietary supplement)
- 21 U.S.C. §§ 343, 301(a), 332, 334 (misbranding, adulteration, injunctions, seizure)
- 21 U.S.C. § 350b (new dietary ingredient - NDI)
- 21 U.S.C. §§ 321(g)(1)(B), 321(p), 331(d), 355(b), 352(f)(1), 352(o), 360, 351(a)(2)(B) (drug definition, unapproved drugs, misbranding, GMPs)
- 21 C.F.R. § 25.32 (environmental exemption)","FDA’s lack of regulatory enforcement against Cardax Inc. regarding its sale of ZanthoSyn, a product alleged to be misbranded, adulterated, and an unapproved new drug containing synthetic astaxanthin. The petitioner argues FDA should not allow the product to be marketed as a dietary supplement or drug without proper approval or safety evaluation","- Determine ZanthoSyn is misbranded under 21 U.S.C. § 343 (not a dietary supplement)
- If considered a supplement, declare it adulterated due to unnotified new dietary ingredient (NDI)
- Declare ZanthoSyn is an unapproved new drug under 21 U.S.C. §§ 321(g), 355(b), 331(d)
- Take enforcement actions under 21 U.S.C. §§ 332, 334 (injunction, seizure)
- Require Cardax to cease distribution of ZanthoSyn","- Synthetic astaxanthin is not a lawful “dietary ingredient” under the FD&C Act; it is neither derived from natural botanical sources nor part of the conventional food supply.
- Even if considered a dietary ingredient, it is an NDI without notification, and no sufficient safety evidence exists.
- ZanthoSyn bears drug-like disease claims (e.g., anti-inflammatory, cholesterol lowering), making it an unapproved new drug.
- The safety and efficacy of synthetic astaxanthin is unproven, with claims based on unrelated studies.
- Consumers are misled by “physician endorsed” and “safe” claims, increasing public health risk
",,,,,,,,
FDA-2017-P-6649,11/28/2017,True,Greenberg Traurig LLP,law/consulting,"- Section 505(j) of the Federal Food, Drug, and Cosmetic Act (FDCA)
- 21 C.F.R. § 10.30 (Citizen Petition regulation)
- 21 C.F.R. § 314.3(b) (definition of listed drugs)
- 21 C.F.R. § 314.127(a)(6)(i) (ANDA requirements)
- 21 C.F.R. § 314.161(a)(1) (withdrawal for safety or efficacy reasons)
- 21 C.F.R. §§ 25.30 and 25.31 (environmental exemption)","Approval of Abbreviated New Drug Applications (ANDAs) that refer to the discontinued two-ingredient formulation of KINEVAC for injection. The petitioner requests the FDA to recognize that the formulation was withdrawn for safety and efficacy reasons, thereby disqualifying it as a Reference Listed Drug (RLD)
","- FDA should determine that the two-ingredient KINEVAC formulation was discontinued for safety and efficacy reasons
- FDA should declare that any generic referencing this formulation would be less safe and effective
- FDA should determine that the formulation is not a suitable RLD
- FDA should not accept or approve any ANDA referencing the discontinued formulation","- The discontinued formulation was unstable, degrading significantly before its labeled shelf life, leading to variable potency
- Impaired diagnostic reliability in gallbladder imaging tests (e.g., CCK-CS) could result in false-positive diagnoses and unnecessary surgeries
- The new formulation is more chemically stable, has a better impurity profile, and supports an established Practice Guideline
- Using the discontinued version would undermine clinical standards and patient safety",,,,,,,,
FDA-2017-P-6663,,False,"Dr. S. Albert Edwards, PharmD, RAC, FRAPS",individual,"- 21 CFR 5.10 – Delegation of authority to request FDA action
- Medical Device Amendments to the FD&C Act
- 21 CFR 30.10(b)(D) – Certification section
- 21 CFR 25.34 – Environmental categorical exclusion","- Marketing of unapproved annuloplasty rings (Myxo ET Logix 5100 / dETLogix 5110) without 510(k) or PMA approval (2007–2009)
- FDA's approval in April 2009 with no retroactive sanctions","- Investigate Edwards Lifesciences’ marketing of unapproved medical devices
- Compare regulatory vs. patent application histories
- Require FDA review staff to track patent data vs. 510(k)/PMA statements
- Review the JTF File for inconsistencies","- Implanted device was investigational at time of surgery
- No response to inquiries from Edwards or FDA
- FOIA request confirmed lack of 510(k)
- History of regulatory noncompliance
- Claimed “same technology” contradicted by 40 differences in patent filings
- Public health risk due to lack of transparency and enforcement",Denied,0.0,,5/25/2020,Center for Devices and Radiological Health (CDRH),"- 21 CFR 10.30(k) (citizen petition procedures regarding enforcement)
- 21 CFR 10.30(e) (general petition denial)
- 21 CFR 10.45 (denial of enforcement actions not constituting final administrative action)",,"- The petition was denied because it requested enforcement action, which is outside the scope of the citizen petition process (per 21 CFR 10.30(k)).
- FDA previously addressed the issue with Edwards Lifesciences after learning in 2008 that the Myxo ETlogix annuloplasty ring lacked FDA clearance.
- Edwards submitted a 510(k) in October 2008; FDA cleared it in April 2009.
- FDA also inspected the manufacturer’s facility and concluded the device was safe and effective.
- FDA issued updated guidance in 2017 to clarify when 510(k) submissions are required."
FDA-2017-P-6689,11/29/2017,False,Novitium Pharma LLC,industry/corporation,"- 21 C.F.R. § 10.25(a)
- 21 C.F.R. § 10.30
- 21 C.F.R. § 314.122
- 21 C.F.R. § 314.94(a)(3) (definition of RLD)
- 21 C.F.R. § 25.31(a) (environmental assessment exemption)
- 21 C.F.R. § 10.30(b) (economic impact info provision)","FDA’s designation of Reference Standards for generic drug development, specifically for NAPROSYN (naproxen) Oral Suspension, NDA #018965, where the currently listed RLD/RS was no longer available on the market
","The petitioner requests that the FDA designate an alternate Reference Standard (RS):
- Specifically, to designate Naproxen Oral Suspension 25 mg/mL of West-Ward Pharmaceuticals International Limited (ANDA #A074190) as the RS instead of the discontinued NAPROSYN (NDA #018965)","- The current RLD/RS, NAPROSYN Oral Suspension, is no longer available on the market, as confirmed by multiple global comparator drug suppliers.
- This unavailability hinders in vivo bioequivalence and comparative in vitro dissolution studies necessary for generic development.
- Citing the Hatch-Waxman Act and FDA guidance on referencing drug products, the petitioner argues that prompt designation of an alternate RS is essential to:
- Encourage generic development
- Lower drug prices
- Reduce public healthcare costs",Approved,1.0,5/23/2018,7/12/2019,Center for Drug Evaluation and Research (CDER),"- 21 U.S.C. § 355(j) (Section 505(j) of the FD&C Act)
- 21 CFR 314.94(a)(3)
- 21 CFR 314.3(b)
- Final Rule: “Abbreviated New Drug Applications and 505(b)(2) Applications,” 81 FR 69580, 69619 (Oct. 6, 2016)","FDA has not yet reached a decision due to other agency priorities. The interim response was issued in accordance with citizen petition regulations, and the agency will respond once resources allow
","- The originally designated reference standard (RS) drug Naprosyn (NDA 018965) is no longer available in the market in sufficient quantities to support new ANDA bioequivalence testing.
- FDA agrees there are sufficient grounds to select a new RS.
- The agency identified West-Ward’s ANDA 074190 (naproxen oral suspension, 25 mg/mL) as the appropriate new RS because it is the only approved generic version listed in the Orange Book and therapeutically equivalent to the RLD.
- FDA will identify ANDA 074190 as the new RS in the Orange Book."
FDA-2017-P-6689,6/7/2019,False,Arnall Golden Gregory LLP,law/consulting,"- 21 C.F.R. § 10.25
- 21 C.F.R. § 10.33
- 21 C.F.R. § 10.35
- 21 C.F.R. § 10.31
- Section 506I(c) of the FD&C Act","FDA’s decision to designate ANDA 074190 (West-Ward Pharmaceuticals) as the new reference standard (RS) for Naprosyn (naproxen oral suspension, NDA 018965), replacing the branded product previously listed as RS and RLD","1. Reconsider the FDA’s decision to designate a new RS and retain Naprosyn (NDA 018965) as the RS.
2. Indefinitely stay the designation of ANDA 074190 (West-Ward) as the RS for Naprosyn","- Naprosyn (RLD and former RS) is currently available and has been actively distributed since 2017.
- FDA did not consult with Atnahs or Athena regarding the availability or distribution before designating a new RS.
- The designation of a new RS could unfairly harm Atnahs/Athena's business and mislead healthcare providers and generic developers about product availability.
- Concerns about the fairness of introducing a new RS while the previous RS is still available, including potential impacts on ANDA applicants who have used Naprosyn for bioequivalence.
- FDA failed to clearly define “limited distribution” criteria.
- The companies are willing to provide product samples for bioequivalence testing.
- The action may result in unnecessary market confusion and inconsistency in regulatory practices",Approved,1.0,5/23/2018,7/12/2019,Center for Drug Evaluation and Research (CDER),"- 21 U.S.C. § 355(j) (Section 505(j) of the FD&C Act)
- 21 CFR 314.94(a)(3)
- 21 CFR 314.3(b)
- Final Rule: “Abbreviated New Drug Applications and 505(b)(2) Applications,” 81 FR 69580, 69619 (Oct. 6, 2016)","FDA has not yet reached a decision due to other agency priorities. The interim response was issued in accordance with citizen petition regulations, and the agency will respond once resources allow
","- The originally designated reference standard (RS) drug Naprosyn (NDA 018965) is no longer available in the market in sufficient quantities to support new ANDA bioequivalence testing.
- FDA agrees there are sufficient grounds to select a new RS.
- The agency identified West-Ward’s ANDA 074190 (naproxen oral suspension, 25 mg/mL) as the appropriate new RS because it is the only approved generic version listed in the Orange Book and therapeutically equivalent to the RLD.
- FDA will identify ANDA 074190 as the new RS in the Orange Book."
