File ID,Petition File Name,Date of Petition,Was_Withdrawn,Document Type,Submitter,Submitter Type,Petition Cited Statutes or Regulations,FDA Action Commented On,Requested Action,Justification for Request,Interim Response Date,Final Decision,Last Response Date,Count of Interim,Responding FDA Center (of Final Decision),Responses Cited Statutes or Regulations,Justification for Interim Response,Justification for Final Response,Cleaned Final Decision,Year,Response Time (Days),Cleaned FDA Responding Center
fda-2017-p-5080,FDA-2017-P-5080-0001_Citizen_Petition_from_Quagen_Pharmaceuticals_LLC.pdf,2017-08-17,True,original petition,Quagen Pharmaceuticals LLC,industry/corporation,"- Section 505(j) of the Federal Food, Drug, and Cosmetic Act (FDC Act)
- 21 C.F.R. §§ 10.20, 10.30 (Citizen petition process)
- 21 C.F.R. § 25.31(a) (Environmental assessment exclusion)
- 21 C.F.R. § 10.30(b) (Economic impact disclosure)","The designation in the Orange Book of Xylocaine® (Lidocaine) Ointment, 5% by AstraZeneca as the Reference Listed Drug (RLD) — despite its market unavailability — and Fougera Pharmaceuticals’ product (ANDA 080198) being designated only as a Reference Standard (RS)","FDA should designate Lidocaine Ointment, 5% of Fougera Pharmaceuticals Inc. (ANDA 080198) as a Reference Listed Drug (RLD) instead of merely a Reference Standard
","- Xylocaine® Ointment, the current RLD, is no longer available in the market, making it impossible for ANDA applicants to conduct product development studies.
- The Orange Book Preface allows for designation of a second RLD if the original is unavailable for bioequivalence testing.
- Fougera’s product is already designated as RS, and designating it as RLD would facilitate ANDA submissions.
- This designation supports regulatory clarity and generic competition",2/12/2018,,2025-10-15,1.0,,,"The FDA stated it has been unable to reach a decision on the petition due to the need to address other agency priorities. The interim response was issued in accordance with 21 CFR 10.30(e)(2), and the agency committed to responding as soon as possible given resource constraints. The petition requested that lidocaine ointment, 5% (ANDA 080198), be designated as a Reference Listed Drug in the Orange Book.

",,no decision,2017,2981.0,
fda-2017-p-5082,FDA-2017-P-5082-0001_Citizen_Petition_from__ChromaDex__Inc_.pdf,2017-08-18,False,original petition,"ChromaDex, Inc.",industry/corporation,"- 21 C.F.R. §§ 10.25, 10.30 (Citizen petition procedure)
- 21 U.S.C. § 342(a)(1), 342(f), 342(f)(1)(B), 350b (Adulterated foods & new dietary ingredients)
- 21 U.S.C. §§ 332, 334 (Enforcement mechanisms: injunction & seizure)
- 21 C.F.R. § 190.6 (New Dietary Ingredient Notification)
- 21 C.F.R. § 173 Subpart C (Food additives: solvents)
- 21 C.F.R. § 25.32 (Environmental impact exclusion)","Continued marketing and distribution of Elysium Health’s Basis product, alleged to contain undeclared toluene and an unapproved new dietary ingredient","- Declare Basis adulterated under 21 U.S.C. § 342
- Halt distribution and seize product
- Enjoin manufacturers/distributors under 21 U.S.C. §§ 332, 334
- Determine the unapproved ingredient (nicotinamide riboside) violates 21 U.S.C. § 350b, due to lack of NDI filing","- Laboratory analysis revealed Basis contains 96–144 mg/kg of toluene, a toxic industrial solvent not approved for ingestion
- Elysium switched to a non-NIAGEN® nicotinamide riboside supplier with no FDA-recognized GRAS or NDIN
- Chemical, packaging, and compositional discrepancies were confirmed through testing (e.g., solvents, impurities, metals, label differences)
- Petition argues Elysium has not met FDA’s safety requirements for new dietary ingredients and is selling a product potentially injurious to health",2/15/2018,,2025-10-15,1.0,,,"The FDA has not made a decision on the petition within the first 180 days due to competing agency priorities. However, the petition is currently under active evaluation
",,no decision,2017,2980.0,
fda-2017-p-5118,FDA-2017-P-5118-0001_Citizen_Petition_from_Tricia_Thompson_Redacted.pdf,2017-08-18,False,original petition,"Gluten Free Watchdog, LLC",industry/corporation,"- Section 201(n), 301–303, and 403(a)(1) of the Federal Food, Drug, and Cosmetic Act (FFDCA); 21 U.S.C. §§ 321(n), 331–333, and 343(a)(1)
- 21 C.F.R. Part 101.91 (Gluten-Free Labeling Rule)","Enforcement and compliance efforts under the Gluten-Free Labeling Rule, particularly relating to the labeling of products that are “gluten-free” despite containing prohibited ingredients such as barley malt, malt extract, and wheat
","- Establish a specific protocol for increased surveillance, investigation, and enforcement of “Facial Misbranding” violations under the Gluten-Free Labeling Rule
- Implement an online reporting system for consumers to submit label violations
- Issue FDA Warning Letters within 30 days of receiving reports
- Alternatively, initiate a “Facial Misbranding Initiative” akin to the Front of Package Labeling Initiative","- Persistent misbranding issues with gluten-free labeled products that actually contain gluten ingredients
- Current consumer reporting mechanisms are inadequate and not prioritized
- Misbranded products remain on shelves despite FDA awareness
- Enhanced enforcement is essential for protecting individuals with celiac disease
- A structured and visible FDA protocol will deter violations and ensure labeling compliance",2/13/2018,,2025-10-15,1.0,,,"The FDA has not reached a decision on the petition due to competing agency priorities. The agency states the petition is currently under active evaluation by its staff
",,no decision,2017,2980.0,
fda-2017-p-5335,FDA-2017-P-5335-0001_Citizen_Petition_from_ANDA_Consultants.pdf,2017-08-29,False,original petition,ANDA Consultants,law/consulting,"- 21 C.F.R. § 10.25(a)(2)
- 21 C.F.R. § 10.30
- 21 C.F.R. § 314.122
- 21 C.F.R. § 314.161
- 21 C.F.R. § 25.31 (categorical exclusion – environmental impact)
- 21 C.F.R. § 10.30(b) (economic impact disclosure)","The status in the Orange Book of Nexiclon™ XR (clonidine) Extended Release Tablets, NDA 22-500, which is listed as discontinued. The petitioner questions whether this discontinuation was due to safety or effectiveness reasons","The petitioner asks the FDA to determine that NDA 22-500 was not withdrawn for reasons of safety or effectiveness, so that it can be used as a reference listed drug (RLD) in ANDA submissions","- NDA 22-500 (Nexiclon™ XR) is currently in the Discontinued section of the Orange Book.
- The petitioner asserts there is no indication that the discontinuation was due to safety or efficacy concerns.
- A formal FDA determination is needed so that generic applicants can reference this NDA in their ANDAs",,,2025-10-15,0.0,,,,,no decision,2017,2969.0,
fda-2017-p-5370,FDA-2017-P-5370-0001_Citizen_Petition_from_Dennis_Ryll_Redacted.pdf,2017-08-01,True,original petition,"Dennis L. Ryll, MD",individual,"- 21 C.F.R. § 10.30 (Citizen Petition regulation)
- 21 U.S.C. § 355(e) (Drug withdrawal and labeling changes)
- FDAAA § 505(o)(4) (Authority to mandate labeling changes)
- 21 C.F.R. § 25.31(a) (Environmental impact categorical exclusion)
- 21 C.F.R. § 10.30(b) (Economic impact submission)","FDA’s existing labeling and risk communication practices for Schedule II (CII) opioid analgesics. Specifically, the lack of a warning comparing risk between CII and CIII opioids
","The petitioner requests FDA to:
- Add a black box warning to all CII opioid analgesics stating that a CIII opioid should be tried first to reduce the risk of addiction and overdose.
- Require medication guides for CII opioids that explain their higher risk relative to CIII opioids, and emphasize usage limits","- CII opioids are “pure agonists” that strongly bind to Mu receptors, leading to high euphoria, addiction, and respiratory depression.
- CIII opioids like buprenorphine are “partial agonists” with a ceiling effect on respiratory depression and are less likely to cause overdose or addiction.
- Scientific studies cited show lower abuse potential, lower overdose rates, and lower physical dependence with buprenorphine.
- Despite buprenorphine’s safety and effectiveness, it remains underprescribed (under 1% of opioid prescriptions).
- A black box warning and revised guidance would promote safer prescribing and align with FDA’s public health mission amid the opioid crisis",2/26/2018,,2025-10-15,1.0,,,"The petition raises complex issues that require extensive review and analysis by FDA officials. As such, a decision has not yet been made, but the petition remains under consideration
",,no decision,2017,2997.0,
fda-2017-p-5396,FDA-2017-P-5396-0001_Citizen_Petition_from_Physicians_for_Responsible_O.pdf,,False,original petition,"Multiple co-signatories:  Andrew Kolodny, M.D., Executive Director, Physicians for Responsible Opioid Prescribing (PROP)  Jay Butler, M.D., President, Association of State and Territorial Health Officials  Deborah A.P. Hersman, President & CEO, National Safety Council  Charles McKay, M.D., FACMT, President, American College of Medical Toxicology  Judy Rummler, Chair, FED UP! Coalition  Gary Mendell, Founder and CEO, Shatterproof",advocacy/academic,"- 21 C.F.R. § 10.30 (citizen petition regulation)
- 21 U.S.C. § 355(e) (section of the FD&C Act governing drug withdrawal)
- 21 C.F.R. § 25.31(a) (environmental impact categorical exclusion)
- Executive documents and public health reports also cited for context (e.g., CDC guidelines, National Academies recommendations)","The continued market availability of ultra-high dosage unit (UHDU) orally and transmucosally administered opioid analgesics, such as OxyContin 80 mg, IR oxycodone 30 mg, and others with daily doses exceeding 90 MME/day","The petitioners request that the FDA:
- Immediately seek removal of UHDU oral and transmucosal opioid analgesics from the U.S. market
","- UHDU opioids exceed safe dosing levels (CDC: >90 MME/day).
- They pose high risks for misuse, accidental overdose, and death, especially among opioid-naïve users, children, and adolescents.
- Studies show increased risk of overdose, addiction, and other adverse events at high dosages without proportional benefits in pain control.
- Removing UHDUs could reduce morbidity and mortality, reverse risky prescribing norms, and have minimal burden on legitimate patients, who can use smaller doses or alternative formulations (e.g., liquids, patches).
- Aligns with FDA’s new benefit-risk framework that weighs public health impact of misuse",,,2025-10-15,,,,,,no decision,2017,,
fda-2017-p-5435,FDA-2017-P-5435-0001_Citizen_Petition_from_Hyman__Phelps___McNamara_PC.pdf,2017-09-01,True,original petition,"Hyman, Phelps & McNamara, P.C.",law/consulting,"- 21 C.F.R. § 10.25(a)
- 21 C.F.R. § 10.30
- 21 C.F.R. § 314.3
- 21 C.F.R. § 25.31
- 21 C.F.R. § 10.30(b)
- FD&C Act § 505(j)
- Referenced: FDA Draft Guidance for Industry: Referencing Approved Drug Products in ANDA Submissions (Jan. 2017)","The designation of Reference Standards (RS) in the Orange Book—specifically, whether the 500 mg strength of Amicar (NDA 015197) should be designated as a new RS","FDA should designate Amicar (aminocaproic acid) Tablets, 500 mg, NDA 015197, as a Reference Standard (RS) in the Orange Book to support ANDA submissions
","- The current RS (aminocaproic acid 1g tablets under NDA 015197) is difficult to obtain in the U.S.
- The 500 mg strength is already listed as an RLD but not as an RS.
- This limits generic competition.
- FDA guidance allows RS changes to facilitate ANDA development.
- Designating the 500 mg strength as an RS would help promote market competition and ensure availability for in vivo testing",,,2025-10-15,0.0,,,,,no decision,2017,2966.0,
fda-2017-p-5592,FDA-2017-P-5592-0001_Citizens_Petition_from_International_Isotopes_Inc.pdf,2017-09-06,False,original petition,International Isotopes Inc.,industry/corporation,"- Section 505(j) of the FD&C Act
- 21 C.F.R. § 10.20
- 21 C.F.R. § 10.30
- 21 C.F.R. § 314.93
- 21 C.F.R. § 25.31 (environmental exclusion)
- 21 C.F.R. § 10.30(b) (economic impact disclosure)","The listing status of Sodium Iodide I-123 Solution, 2 mCi/ml, NDA 017630 in the Orange Book, specifically whether its discontinuation was due to safety or efficacy concerns","Request for FDA to:
- Determine that Sodium Iodide I-123 Solution (2 mCi/ml, NDA 017630) was not discontinued for safety or efficacy reasons
- Publish this determination in the Federal Register
- Amend the Orange Book to list the product as a Reference Listed Drug (RLD)","- Product is listed as discontinued but no evidence indicates GE Healthcare discontinued it for safety or efficacy reasons.
- Petitioner cites FDA’s policy of designating market leaders as RLDs.
- The solution form offers more flexible dosing than fixed-dose capsules (100/200 µCi).
- The proposed manufacturing method would improve the purity of the radioactive product.
- There is currently no RLD available for ANDA applicants for this solution strength, hindering generic development
",3/8/2018,,2025-10-15,1.0,,,"The FDA has not reached a decision due to the need to address other agency priorities. The petition, which requested a determination that Sodium Iodide I-123 oral solution was not discontinued for safety or effectiveness reasons, is still under review
",,no decision,2017,2961.0,
fda-2017-p-5921,FDA-2017-P-5921-0001_Citizen_Petition_from_Arent_Fox.pdf,2017-09-20,True,original petition,Arent Fox LLP,law/consulting,"- 21 C.F.R. § 10.25
- 21 C.F.R. § 10.30
- 21 C.F.R. § 314.161
- 21 C.F.R. § 314.162
- 21 C.F.R. § 25.31","The FDA’s Reference Listed Drug (RLD) designation for Midodrine Tablets in the Orange Book. Specifically, the petition challenges the continued designation of Shire's ProAmatine® as the sole RLD, and requests recognition of Sandoz’s ANDA product as a new or additional Reference Standard (RS)
","- That FDA designate Sandoz’s Midodrine Tablets (ANDA 090832) as a new or additional Reference Standard (RS) for Midodrine in the Orange Book.
- That FDA determine Mylan’s Midodrine Tablets (ANDA 090854) were not withdrawn for safety or effectiveness reasons","- Shire's NDA product (ProAmatine) is no longer marketed and was withdrawn from sale since at least 2011, per the Orange Book listing.
- FDA's guidance permits an ANDA product to serve as an RS if the RLD is unavailable.
- Sandoz’s product and Mylan’s product were both approved and marketed, meet bioequivalence standards, and have consistent safety/effectiveness profiles.
- Ensuring continuity in generic competition and public access is important, and FDA has recognized similar designations in past cases",,,2025-10-15,0.0,,,,,no decision,2017,2947.0,
fda-2017-p-5947,FDA-2017-P-5947-0001_Citizen_Petition_from_Teligent_Pharma_Inc_2.pdf,2017-09-25,True,original petition,"Teligent Pharma, Inc.",industry/corporation,"- Section 505(j) of the Federal Food, Drug, and Cosmetic Act (FDC Act)
- 21 C.F.R. §§ 10.20 and 10.30
- 21 C.F.R. § 25.31(a) (for environmental impact exclusion)","The FDA's designation of a single Reference Listed Drug/Reference Standard (RLD/RS) in the Orange Book—specifically NDA 019716 (Diprolene® Lotion 0.05%) by Merck Sharp Dohme—as the only RLD/RS for generic applications.
","The petitioner requests FDA to designate either ANDA 077111 (held by Fougera Pharmaceuticals, Inc.) or ANDA 077477 (held by Taro Pharmaceuticals USA, Inc.) as a second RLD/RS for Betamethasone Dipropionate Lotion USP 0.05% (Augmented).","- The currently designated RLD/RS (Diprolene®, NDA 019716) is not marketed and therefore unavailable for bioequivalence studies.
- This prevents ANDA submissions based on the RLD/RS.
- Both proposed alternatives are marketed and accessible, thus facilitating generic development.",3/22/2018,,2025-10-15,1.0,,,"- The petition requests that the FDA designate either ANDA 077111 or ANDA 077477 for Betamethasone Dipropionate Lotion USP 0.05% (Augmented) as a second RLD/RS product for ANDA submissions.
- FDA indicates that this issue involves complex scientific and regulatory considerations requiring detailed review before a final decision can be made",,no decision,2017,2942.0,
fda-2017-p-5978,FDA-2017-P-5978-0001_Citizen_Petition_from_JR_Rapoza_Associates__Inc_.pdf,2017-09-24,True,original petition,"JR Rapoza Associates, Inc.",industry/corporation,"- 21 C.F.R. § 10.20
- 21 C.F.R. § 10.30
- 21 C.F.R. § 314.161
- 21 C.F.R. § 25.31 (for environmental impact)","Establishment of a new Reference Standard Drug in the Orange Book for Cardene® (nicardipine hydrochloride) Injection 25 mg/10 mL vial, NDA 019734
","That the FDA make a determination for listing a Generic Drug Product as the Reference Standard Drug for Cardene® Injection 25mg/10mL in the Orange Book, to support filing of a bioequivalent ANDA
","- The original NDA product was discontinued for reasons other than safety or efficacy when Chiesi USA, Inc. moved to premixed solutions.
- The discontinued product is not currently listed in the Orange Book as discontinued.
- Other bioequivalent products are available and could serve as Reference Standard.
- The petitioner believes that approval of the larger vial size would bring economic and dosing convenience benefits",3/26/2018,,2025-10-15,1.0,,,"- The petitioner requested that the FDA designate a new reference standard for nicardipine hydrochloride injection 25 mg/10 mL USP in the Orange Book.
- FDA stated it had been unable to reach a decision due to the need to address other Agency priorities",,no decision,2017,2943.0,
fda-2017-p-6208,FDA-2017-P-6208-0001_Citizen_Petition_from_INC_Research_inVentiv_Health.pdf,2017-10-18,True,original petition,INC Research/inVentiv Health,industry/corporation,"- 21 C.F.R. §§ 10.25, 10.30, 314.122, 314.161
- 21 C.F.R. § 25.31(a) (environmental impact)
- Section 505(j)(7) and 505(j)(2) of the FD&C Act","Determination of whether the reference listed drug (RLD) Theophylline Extended Release Tablets (100 mg and 200 mg) has been discontinued for safety or effectiveness reasons, and recommending a reference standard for bioequivalence studies due to current RS shortage.
","- A determination that the shortage/unavailability of Theophylline ER Tablets (ANDA# A89807 and A89808) is due to cGMP issues
- FDA should recommend a suitable reference standard to be relied upon for an ANDA submission and fasting bioequivalence study for these products","- Pliva, the RS holder, is not manufacturing the drug due to cGMP issues.
- Another approved ANDA holder, Nostrum, lacks NDC numbers in the FDA’s data directory.
- An RS is needed for bioequivalence studies required for ANDA submission.
- This situation meets the criteria for regulatory consideration under 21 CFR 314.122 & 314.161",4/12/2018,,2025-10-15,1.0,,,"The petition raises complex issues that require extensive review and analysis by Agency officials, preventing the FDA from issuing a final decision at this time.

",,no decision,2017,2919.0,
fda-2017-p-6211,FDA-2017-P-6211-0001_Citizen_Petition_from_DSM_Nutritional_Products_LLC.pdf,,False,original petition,DSM Nutritional Products LLC,industry/corporation,"- 5 U.S.C. § 553(e) (Administrative Procedure Act)
- 21 C.F.R. §§ 10.25 and 10.30
- Sections 201(n), 403A, and 701(a) of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. § 101.9(c)(8)(v) (subject of amendment request)
- Also referenced within text: 21 C.F.R. §§ 104.20, 101.36, 172, 182, 184, 107.10, 130–169","Existing FDA regulations that require complex chemical nomenclature on Nutrition and Supplement Facts labels and Ingredient Declarations.
","DSM requests that the FDA amend 21 C.F.R. 101.9(c)(8)(v) to allow for the use of simple vitamin letter names (e.g., Vitamin C, B1, B2) on Nutrition/Supplement Facts labels and Ingredient Declaration lines
","- Consumers are confused by chemical names (e.g., “ascorbic acid” vs. “Vitamin C”)
- Surveys show consumers rate chemical names as less healthy or are unaware of their meaning
- Simple names improve clarity and recognition of nutrient-fortified products
- Simplified labels reduce space and increase appeal and trust in products
- Harmonizes label language between Nutrition Facts and Ingredient Declaration
- Promotes consumption of nutrient-dense foods and public health",,,2025-10-15,,,,,,no decision,2017,,
fda-2017-p-6219,FDA-2017-P-6219-0001_Citizen_Petition_from_Axinn__Veltrop___Harkrider_L.pdf,2017-10-19,True,original petition,"Axinn, Veltrop & Harkrider LLP",law/consulting,"- Section 505(j)(2)(C) of the Federal Food, Drug and Cosmetic Act
- 21 C.F.R. § 314.93 – Suitability petitions
- 21 C.F.R. §§ 10.20 and 10.30 – Citizen petition procedures
- 21 C.F.R. § 25.31 – Categorical exclusion for environmental impact
- 21 C.F.R. § 10.30(b) – Economic impact requirements","FDA’s current stance requiring an approved suitability petition before allowing submission of an ANDA for a drug product that differs from the RLD in strength; specifically, requesting approval for Hydromorphone HCl ER tablets in 24 mg strength, based on the RLD Exalgo® 32 mg
","FDA should approve a suitability petition to allow submission of an ANDA for Hydromorphone HCl extended-release tablets, 24 mg, which differs only in strength from the RLD (Exalgo® 32 mg, NDA 21217)
","- The proposed 24 mg strength differs only in strength and inert excipients, with similar in vitro dissolution and pharmacokinetics.
- An intermediate dose fills the gap between 16 mg and 32 mg RLD strengths, improving dosing flexibility.
- Reduces need for patients to combine multiple strengths, minimizing risk of misuse, overdose, or sub-therapeutic dosing.
- No changes in labeling other than strength and manufacturer-specific information",,,2025-10-15,0.0,,,,,no decision,2017,2918.0,
fda-2017-p-6245,FDA-2017-P-6245-0001_Citizen_Petition_from_ViGuard_Health_Inc_.pdf,2017-10-23,True,original petition,ViGuard Health Inc.,industry/corporation,"- 21 C.F.R. § 10.30
- 21 U.S.C. § 321(ff)(1)(A)
- 21 U.S.C. § 321(ff)(3)(B)(ii)
- 21 C.F.R. § 25.22
- 21 C.F.R. § 25.24(a)(11)
- Dietary Supplement Health and Education Act of 1994 (DSHEA)","FDA's prior stance that pyridoxamine is not a dietary supplement due to its prior investigation as a drug under an IND, specifically the application by BioStratum Inc. and the resulting exclusion under the ""prior market clause"" in 21 U.S.C. § 321(ff)(3)(B)
","1. Declare that pyridoxamine is no longer an article authorized for investigation as a new drug and is thus not excluded from the definition of a dietary supplement under 21 U.S.C. § 321(ff)(3)(B)(ii).
2. If not, exercise discretion to create an exception allowing pyridoxamine to be marketed as a dietary supplement.
3. Affirm pyridoxamine is a vitamin under 21 U.S.C. § 321(ff)(1)(A).","- Pyridoxamine is a naturally occurring vitamer of vitamin B6, now free from any active INDs.
- Previous drug development efforts (by BioStratum and NephroGenex) were abandoned due to lack of funding and efficacy.
- ViGuard aims to market pyridoxamine as a dietary supplement, aligning with the intent of DSHEA.
- The FDA has discretionary authority to make exceptions.
- Continued exclusion under the ""prior market clause"" would be unfair, unnecessary, and contrary to public health interests and Congressional intent to promote dietary supplement innovation
",4/25/2018,,2025-10-15,1.0,,,"The FDA cites ""competing agency priorities"" as the reason for not reaching a decision within 180 days. The petition remains under active evaluation.

",,no decision,2017,2914.0,
fda-2017-p-6357,FDA-2017-P-6357-0001_Citizen_Petition_from_Diana_Wierzchos_Redacted.pdf,2016-09-15,False,original petition,Diana Wierzchos,individual,"- The petition is submitted under the Federal Food, Drug, and Cosmetic Act and the Public Health Service Act (no specific sections cited)
","The petitioner calls for the FDA to reform the U.S. food supply system, specifically regarding factory farming practices. The action is not in response to a specific FDA policy but a general petition to influence national food regulation standards, animal treatment policies, and public health considerations
","- Replace or drastically reduce the use of concentrated animal feeding operations (CAFOs)
- Promote alternative, humane food production methods that are more sustainable and health-conscious
- Encourage legal reform to improve environmental, human, and animal health outcomes
- Address problems associated with subsidized factory farming","- Health risks: Links between red meat consumption and chronic diseases (e.g., cancer, diabetes, cardiovascular conditions)

- Food safety: Issues with contamination and poor hygiene in meat processing (e.g., fecal bacteria, TMAO production, drug-resistant infections)
- Environmental impact: CAFOs generate significant greenhouse gas emissions, deforestation, and water/soil pollution

- Animal welfare: Inhumane treatment, high animal mortality, and lack of rights protections
- Economic & social concerns: Industrial farming undermines small farms and consumer rights; supports unsustainable systems with public subsidies
- The petitioner urges the FDA to address these interconnected issues systemically.",,,2025-10-15,0.0,,,,,no decision,2017,3317.0,
fda-2017-p-6631,FDA-2017-P-6631-0001_Citizen_Petition_from_Amin_Talati_Upadhye_LLP__Nat.pdf,2017-11-27,False,original petition,Amin Talati Upadhye LLP,law/consulting,"- 21 C.F.R. §§ 10.25 and 10.30 (Citizen petition authority)
- 21 U.S.C. § 321(ff)(1) (definition of dietary supplement)
- 21 U.S.C. §§ 343, 301(a), 332, 334 (misbranding, adulteration, injunctions, seizure)
- 21 U.S.C. § 350b (new dietary ingredient - NDI)
- 21 U.S.C. §§ 321(g)(1)(B), 321(p), 331(d), 355(b), 352(f)(1), 352(o), 360, 351(a)(2)(B) (drug definition, unapproved drugs, misbranding, GMPs)
- 21 C.F.R. § 25.32 (environmental exemption)","FDA’s lack of regulatory enforcement against Cardax Inc. regarding its sale of ZanthoSyn, a product alleged to be misbranded, adulterated, and an unapproved new drug containing synthetic astaxanthin. The petitioner argues FDA should not allow the product to be marketed as a dietary supplement or drug without proper approval or safety evaluation","- Determine ZanthoSyn is misbranded under 21 U.S.C. § 343 (not a dietary supplement)
- If considered a supplement, declare it adulterated due to unnotified new dietary ingredient (NDI)
- Declare ZanthoSyn is an unapproved new drug under 21 U.S.C. §§ 321(g), 355(b), 331(d)
- Take enforcement actions under 21 U.S.C. §§ 332, 334 (injunction, seizure)
- Require Cardax to cease distribution of ZanthoSyn","- Synthetic astaxanthin is not a lawful “dietary ingredient” under the FD&C Act; it is neither derived from natural botanical sources nor part of the conventional food supply.
- Even if considered a dietary ingredient, it is an NDI without notification, and no sufficient safety evidence exists.
- ZanthoSyn bears drug-like disease claims (e.g., anti-inflammatory, cholesterol lowering), making it an unapproved new drug.
- The safety and efficacy of synthetic astaxanthin is unproven, with claims based on unrelated studies.
- Consumers are misled by “physician endorsed” and “safe” claims, increasing public health risk
",,,2025-10-15,0.0,,,,,no decision,2017,2879.0,
fda-2017-p-6649,FDA-2017-P-6649-0001_Citizen_Petition_from_Greenberg_Traurig_LLP___on_b.pdf,2017-11-28,True,original petition,Greenberg Traurig LLP,law/consulting,"- Section 505(j) of the Federal Food, Drug, and Cosmetic Act (FDCA)
- 21 C.F.R. § 10.30 (Citizen Petition regulation)
- 21 C.F.R. § 314.3(b) (definition of listed drugs)
- 21 C.F.R. § 314.127(a)(6)(i) (ANDA requirements)
- 21 C.F.R. § 314.161(a)(1) (withdrawal for safety or efficacy reasons)
- 21 C.F.R. §§ 25.30 and 25.31 (environmental exemption)","Approval of Abbreviated New Drug Applications (ANDAs) that refer to the discontinued two-ingredient formulation of KINEVAC for injection. The petitioner requests the FDA to recognize that the formulation was withdrawn for safety and efficacy reasons, thereby disqualifying it as a Reference Listed Drug (RLD)
","- FDA should determine that the two-ingredient KINEVAC formulation was discontinued for safety and efficacy reasons
- FDA should declare that any generic referencing this formulation would be less safe and effective
- FDA should determine that the formulation is not a suitable RLD
- FDA should not accept or approve any ANDA referencing the discontinued formulation","- The discontinued formulation was unstable, degrading significantly before its labeled shelf life, leading to variable potency
- Impaired diagnostic reliability in gallbladder imaging tests (e.g., CCK-CS) could result in false-positive diagnoses and unnecessary surgeries
- The new formulation is more chemically stable, has a better impurity profile, and supports an established Practice Guideline
- Using the discontinued version would undermine clinical standards and patient safety",,,2025-10-15,0.0,,,,,no decision,2017,2878.0,
fda-2017-p-6663,FDA-2017-P-6663-0001_Citizen_Petition_from_Dr__Edwards_Redacted.pdf,,False,original petition,"Dr. S. Albert Edwards, PharmD, RAC, FRAPS",individual,"- 21 CFR 5.10 – Delegation of authority to request FDA action
- Medical Device Amendments to the FD&C Act
- 21 CFR 30.10(b)(D) – Certification section
- 21 CFR 25.34 – Environmental categorical exclusion","- Marketing of unapproved annuloplasty rings (Myxo ET Logix 5100 / dETLogix 5110) without 510(k) or PMA approval (2007–2009)
- FDA's approval in April 2009 with no retroactive sanctions","- Investigate Edwards Lifesciences’ marketing of unapproved medical devices
- Compare regulatory vs. patent application histories
- Require FDA review staff to track patent data vs. 510(k)/PMA statements
- Review the JTF File for inconsistencies","- Implanted device was investigational at time of surgery
- No response to inquiries from Edwards or FDA
- FOIA request confirmed lack of 510(k)
- History of regulatory noncompliance
- Claimed “same technology” contradicted by 40 differences in patent filings
- Public health risk due to lack of transparency and enforcement",,,2025-10-15,,,,,,no decision,2017,,
fda-2017-p-6751,FDA-2017-P-6751-0001_Citizen_Petition_from_Capstone_Law_APC_on_behalf_o.pdf,2017-12-05,False,original petition,Capstone Law APC,law/consulting,"- 21 U.S.C. § 343 (FDCA § 403)
- 21 C.F.R. § 10.60
- 21 C.F.R. § 101.3(e)
- 21 C.F.R. § 101.3(e)(4)
- 21 C.F.R. § 130.10
- 21 C.F.R. §§ 25.30–25.34 (environmental exclusions)
- 21 C.F.R. § 101.9
- Section 401 of the FDCA","FDA’s regulatory approach and lack of enforcement concerning the labeling of non-dairy milk alternatives (specifically Silk Almondmilk) as “imitation milk”, and whether FDA will accept or reject a court referral for guidance in the matter
","FDA is requested to:
1. Determine or issue guidance on whether Silk Almondmilk ""substitutes for, resembles, and is nutritionally inferior to"" milk.
2. Require it to be labeled as “imitation milk” under 21 C.F.R. § 101.3(e).
3. Promptly respond to the court referral under 21 C.F.R. § 10.60 from a related class action lawsuit","- Silk Almondmilk resembles and substitutes for milk in packaging, placement, advertising, and usage.
- It is nutritionally inferior to dairy milk across essential nutrients including protein, magnesium, potassium, phosphorus, zinc, and several vitamins (as shown in a detailed nutritional comparison table on page 6).
- Consumers are misled by use of the term “milk” in the product’s identity despite its inferiority.
- FDA precedent and prior guidance support labeling such products as “imitation” when they fail to meet nutritional equivalency.
- Regulatory clarity is needed as courts have deferred to FDA on these labeling issues",6/7/2018,,2025-10-15,1.0,,,The FDA stated it could not reach a decision within 180 days of the petition’s receipt or by the date of the letter due to other competing agency priorities. The agency will continue reviewing the petition and consider issuing guidance as warranted within the context of other program priorities,,no decision,2017,2871.0,
