File Name,Date of Petition,Identity of Submitting Entity,Source_Year
FDA-2017-P-0137-0001_Citizen_Petition_from_Macleods_Pharmaceuticals_Lim.pdf,"January 09,2017",Macleods Pharmaceuticals Lim,2017
FDA-2017-P-0176-0001_Citizen_Petition_from_American_Herbal_Products_Ass.pdf,"January 9, 2017",American Herbal Products Ass,2017
FDA-2017-P-0290-0001_Citizen_Petition_from_Malaysian_Rubber_Export_Prom.pdf,January 2017,Malaysian Rubber Export Prom,2017
FDA-2017-P-0398-0001_Citizen_Petition_from_Florek___Endres_PLLC.pdf,"January 18, 2017",Florek   Endres PLLC,2017
FDA-2017-P-0428-0001_Citizen_Petition_From_Mucodel_Pharma_LLC.pdf,"January 20, 2017",Mucodel Pharma LLC,2017
FDA-2017-P-0494-0001_Citizen_Petition_From_Navinta_LLC.pdf,"February 18, 2005",Navinta LLC,2017
FDA-2017-P-0495-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"January 25, 2017",Lachman Consultant Services,2017
FDA-2017-P-0508-0001_Citizen_Petition_from_the_Union_of_Concerned_Scien.pdf,"January 25, 2017",the Union of Concerned Scien,2017
FDA-2017-P-0662-0001_Citizen_Petition_from_Impax_Laboratories__Inc_.pdf,"January 31, 2017",Impax Laboratories  Inc,2017
FDA-2017-P-0663-0001_Citizen_Petition_from_Mucodel_Pharma__LLC.pdf,"January 31, 2017",Mucodel Pharma  LLC,2017
FDA-2017-P-0757-0001_Citizen_Petition_from_Beck___Thomas.pdf,"February 10, 2017",Beck   Thomas,2017
FDA-2017-P-0840-0001_Citizen_Petition_from_The_Weinberg_Group.pdf,"February 8, 2017",The Weinberg Group,2017
FDA-2017-P-0863-0001_Citizen_Petition_from_Fresenius_Kabi_USA__LLC_2.pdf,"February 8, 2017",Fresenius Kabi USA  LLC 2,2017
FDA-2017-P-0864-0001_Citizen_Petition_from_Hyman_Phelps___McNamara_PC.pdf,"February 8, 2017",Hyman Phelps   McNamara PC,2017
FDA-2017-P-0866-0001_Citizen_Petition_from_Hyman_Phelps___McNamara.pdf,"February 8,2017",Hyman Phelps   McNamara,2017
FDA-2017-P-0867-0001_Citizen_Petition_from_Public_Citizen.pdf,"February 8, 2017",Public Citizen,2017
FDA-2017-P-0868-0001_Citizen_Petition_From_David_Wong.pdf,"February 8, 2017",David Wong,2017
FDA-2017-P-0970-0001_Citizen_Petition_from_RiceBran_Technologies.pdf,"February 12, 2017",RiceBran Technologies,2017
FDA-2017-P-1002-0001_Citizen_Petition_from_Inrange_Systems__Inc_.pdf,"February 13, 2017",Inrange Systems  Inc,2017
FDA-2017-P-1039-0001_Citizen_Petition_from_Beck___Thomas.pdf,"February 10, 2017",Beck   Thomas,2017
FDA-2017-P-1077-0001_Citizen_Petition_from_Recordati_Rare_Diseases_INC.pdf,"March 2, 2017",Recordati Rare Diseases INC,2017
FDA-2017-P-1096-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__P_.pdf,"February 17, 2017",Hyman  Phelps   McNamara  P,2017
FDA-2017-P-1104-0001_Citizen_Petition_from_Gator_Pharmaceuticals__Inc_.pdf,"February 17, 2017",Gator Pharmaceuticals  Inc,2017
FDA-2017-P-1108-0001_Citizen_Petition_from_Orbicular_Pharmaceutical_Tec.pdf,"February 22, 2017",Orbicular Pharmaceutical Tec,2017
FDA-2017-P-1221-0001_Suitability_Petition_from_Aurora_Pharmaceutical_LL.pdf,February 2017,Aurora Pharmaceutical LL,2017
FDA-2017-P-1221-0005_Suitability_Petition_Amendment_from_Aurora_Pharmac.pdf,"February 23, 2017",Aurora Pharmac,2017
FDA-2017-P-1225-0001_Suitability_Petition_from_Aurora_Pharmaceutical_LL.pdf,February 2017,Aurora Pharmaceutical LL,2017
FDA-2017-P-1226-0001_Citizen_Petition_from_INRange_Systems__Inc.pdf,"February 24, 2017",INRange Systems  Inc,2017
FDA-2017-P-1230-0001_Citizen_Petition_from_Regcon_Solutions.pdf,"February 27, 2017",Regcon Solutions,2017
FDA-2017-P-1251-0001_Citizen_Petition_from_American_Feed_Industry_Assoc.pdf,"February 27, 2017",American Feed Industry Assoc,2017
FDA-2017-P-1252-0001_Citizen_Petition_from_Xiromed__LLC_on_behalf_of_Li.pdf,"February 26, 2017",Xiromed  LLC on behalf of Li,2017
FDA-2017-P-1278-0001_Citizen_Petition_from_Gilead_Sciences__Inc_.pdf,"January 24, 2017",Gilead Sciences  Inc,2017
FDA-2017-P-1297-0001_Citizen_Petition_from_Regcon_Solutions.pdf,"March 1,2017",Regcon Solutions,2017
FDA-2017-P-1298-0001_Citizen_Petition_from_The_Good_Food_Institute.pdf,"March 2, 2017",The Good Food Institute,2017
FDA-2017-P-1359-0001_Citizen_Petition_from_Pharmaceutical__Manufacturin.pdf,3/7/17,Pharmaceutical  Manufacturin,2017
FDA-2017-P-1391-0001_Citizen_Petition_from_Epstein_Becker___Green_P_C_.pdf,"March 3, 2017",Epstein Becker   Green P C,2017
FDA-2017-P-1392-0001_Citizen_Petition_from_Latham___Watkins__LLP__Par_S.pdf,"March 7, 2017",Latham   Watkins  LLP  Par S,2017
FDA-2017-P-1459-0001_Citizen_Petition_from_Foley___Lardner_LLP.pdf,"March 8, 2017",Foley   Lardner LLP,2017
FDA-2017-P-1460-0001_Citizen_Petition_from_Covington___Burling_LLP.pdf,"October 11, 2013",Covington   Burling LLP,2017
FDA-2017-P-1461-0001_Citizen_Petition_from_FOLEY___LARDNER_LLP.pdf,"March 8, 2017",FOLEY   LARDNER LLP,2017
FDA-2017-P-1463-0001_Citizen_Petition_from_Tate___Lyle_Ingredients_Amer.pdf,"March 8, 2017",Tate   Lyle Ingredients Amer,2017
FDA-2017-P-1495-0001_Citizen_Petition_from_Sandoz_Inc.pdf,"March 10, 2017",Sandoz Inc,2017
FDA-2017-P-1573-0001_Citizen_Petition_from_Hospira_Inc.pdf,"March 13, 2017",Hospira Inc,2017
FDA-2017-P-1911-0001_Citizen_Petition_from_Kleinfeld__Kaplan_and_Becker.pdf,"March 27, 2017",Kleinfeld  Kaplan and Becker,2017
FDA-2017-P-1990-0001_Citizen_Petition_from_AIDP__Inc.pdf,"May 27, 2016",AIDP  Inc,2017
FDA-2017-P-2043-0001_Citizen_Petition_from_Yiling_Pharmaceutical__Ltd.pdf,"March 31, 2017",Yiling Pharmaceutical  Ltd,2017
FDA-2017-P-2044-0001_Citizen_Petition_from_Nirsum_Pharmaceuticals__LLC.pdf,"March 31, 2017",Nirsum Pharmaceuticals  LLC,2017
FDA-2017-P-2092-0001_Citizen_Petition_from_Wilson_Sonsini_Goodrich___Ro.pdf,"April 3, 2017",Wilson Sonsini Goodrich   Ro,2017
FDA-2017-P-2128-0001_Citizen_Petition_from_Jubilant_Generics_Limited.pdf,"April 04, 2017",Jubilant Generics Limited,2017
FDA-2017-P-2129-0001_Citizen_Petition_from_Jubilant_Generics_Limited.pdf,"April 04,2017",Jubilant Generics Limited,2017
FDA-2017-P-2131-0001_Citizen_Petition_from_Menn_Law_Firm_LTD.pdf,"Jan 1, 1982",Menn Law Firm LTD,2017
FDA-2017-P-2162-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__P_.pdf,"April 5,2017",Hyman  Phelps   McNamara  P,2017
FDA-2017-P-2164-0001_Citizen_Petition_from_Steptoe___Johnson__LLP__Nati.pdf,"April 5, 2017",Steptoe   Johnson  LLP  Nati,2017
FDA-2017-P-2229-0001_Citizen_Petition_from_Covington___Burling__LLP_and.pdf,"April 7, 2017",Covington   Burling  LLP and,2017
FDA-2017-P-2230-0001_Citizen_Petition_from_Kleinfeld__Kaplan_and_Becker.pdf,"March 27, 2017",Kleinfeld  Kaplan and Becker,2017
FDA-2017-P-2231-0001_Citizen_Petition_from_Qilu_Pharma__Inc__as_the_US_.pdf,"April 7, 2017",Qilu Pharma  Inc  as the US,2017
FDA-2017-P-2233-0001_Citizen_Petition_from_Consumers_for_Dental_Choice.pdf,March 2017,Consumers for Dental Choice,2017
FDA-2017-P-2365-0001_Citizen_Petition_from_Senators_Schumer___Gillibran.pdf,"April 14, 2017",Senators Schumer   Gillibran,2017
FDA-2017-P-2460-0001_Citizen_Petition_from_AuroMedics_Pharma_LLC__Aurob.pdf,"April 18, 2017",AuroMedics Pharma LLC  Aurob,2017
FDA-2017-P-2496-0001_Citizen_Petition_from_KVK_Tech__Inc___Abhai__LLC_.pdf,"April 19, 2017",KVK Tech  Inc   Abhai  LLC,2017
FDA-2017-P-2530-0001_Citizen_Petition_from_Lachman_Consultants_Services.pdf,"April 21, 2017",Lachman Consultants Services,2017
FDA-2017-P-2561-0001_Reclassification_Petition_from_STL_International__.pdf,"March 29, 2017",STL International,2017
FDA-2017-P-2561-0009_STL_International_Reclassification_Petition__Final.pdf,"March 29, 2017",,2017
FDA-2017-P-2563-0001_Citizen_Petition_from_The_Tatia_Oden_French_Memori.pdf,"April 24, 2017",The Tatia Oden French Memori,2017
FDA-2017-P-2626-0001_Citizen_Petition_from_Emord___Associates__P__C_.pdf,"April 26, 2017",Emord   Associates  P  C,2017
FDA-2017-P-2659-0001_Citizen_Petition_from_Jubilant_Generics.pdf,"April 27, 2017",Jubilant Generics,2017
FDA-2017-P-2660-0001_Citizen_Petition_from_Jubilant_Generics.pdf,"April 27, 2017",Jubilant Generics,2017
FDA-2017-P-2661-0001_Citizen_Petition_from_Foley___Lardner_LLP.pdf,"April 27, 2017",Foley   Lardner LLP,2017
FDA-2017-P-2674-0001_Citizen_Petition_from_Foley___Lardner_LLP.pdf,"April 27, 2017",Foley   Lardner LLP,2017
FDA-2017-P-2733-0001_Citizen_Petition_from_Esophageal_Cancer_Action_Net.pdf,"May 1, 2017",Esophageal Cancer Action Net,2017
FDA-2017-P-2803-0016_Citizen_Petition_from_Apotex_Inc_.pdf,"May 3, 2017",Apotex Inc,2017
FDA-2017-P-2836-0001_Citizen_Petition_from_VKT_Pharma_Private_Limited.pdf,"May 04, 2017",VKT Pharma Private Limited,2017
FDA-2017-P-2869-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"May 5, 2017",Lachman Consultant Services,2017
FDA-2017-P-2967-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"May 9, 2017",Lachman Consultant Services,2017
FDA-2017-P-3064-0001_Citizen_Petition_from_Pharmaceutical_Manufacturing.pdf,"May 11, 2017",Pharmaceutical Manufacturing,2017
FDA-2017-P-3065-0001_Citizen_Petition_from_NJOY_et__al_.pdf,"May 12,2017",NJOY et  al,2017
FDA-2017-P-3092-0001_Citizen_Petition_from_AstraZeneca_Pharmaceuticals_.pdf,"May 15, 2017",AstraZeneca Pharmaceuticals,2017
FDA-2017-P-3196-0001_Citizen_Petition_from_Philip_Spiller_et__al_.pdf,"May 18,2017",Philip Spiller et  al,2017
FDA-2017-P-3196-0072_Citizen_Petition_for_Reconsideration_from__Philip_.pdf,"November 13, 2017",Philip,2017
FDA-2017-P-3201-0001_Citizen_Petition_from_Foley___Lardner_LLP.pdf,"May 19, 2017",Foley   Lardner LLP,2017
FDA-2017-P-3202-0001_Citizen_Petition_from_Foley___Lardner_LLP.pdf,"May 19, 2017",Foley   Lardner LLP,2017
FDA-2017-P-3251-0001_Citizen_Petition_from_Petitioner__Redacted.pdf,April 2002,Petitioner  Redacted,2017
FDA-2017-P-3329-0001_Citizen_Petition_from_Hyman__Phelps____McNamara__P.pdf,"May 25, 2017",Hyman  Phelps    McNamara  P,2017
FDA-2017-P-3330-0001_Citizen_Petition_Regarding_PMA_K151763___REDACTED.pdf,"January 28, 2020",,2017
FDA-2017-P-3352-0001_Citizen_Petition_from_Belcher_Pharmaceuticals__LLC.pdf,May 2017,Belcher Pharmaceuticals  LLC,2017
FDA-2017-P-3405-0001_Citizen_Petition_from_Michael_Boggi_Redacted.pdf,"May 30, 2017",Michael Boggi Redacted,2017
FDA-2017-P-3413-0001_Reclassification_Petition_from__Salter_Labs.pdf,"June 2, 2017",Salter Labs,2017
FDA-2017-P-3468-0001_Citizen_Petition_from_Teligent_Pharma_Inc_.pdf,"June 1, 2017",Teligent Pharma Inc,2017
FDA-2017-P-3484-0001_Citizen_Petition_from_Glasshouse_Pharmaceuticals_L.pdf,"June 2, 2017",Glasshouse Pharmaceuticals L,2017
FDA-2017-P-3486-0001_Citizen_Petition_from_BioMedEcon__LLC.pdf,"June 2, 2017",BioMedEcon  LLC,2017
FDA-2017-P-3581-0001_Citizen_Petition_from_Alembic_Pharmaceuticals_Limi.pdf,"June 05, 2017",Alembic Pharmaceuticals Limi,2017
FDA-2017-P-3672-0001_Citizen_Petition_from_Millennium_Pharmaceuticals__.pdf,"June 8, 2017",Millennium Pharmaceuticals,2017
FDA-2017-P-3675-0001_Citizen_Petition_from__Teligent_Pharma__Inc_.pdf,"June 9, 2017",Teligent Pharma  Inc,2017
FDA-2017-P-3684-0001_Citizen_Petition_from_Goodwin_Procter_LLP__Boehrin.pdf,"June 9, 2017",Goodwin Procter LLP  Boehrin,2017
FDA-2017-P-3832-0001_Citizen_Petition_for_Reconsideration_from_Porzio__.pdf,"June 16, 2017",Porzio,2017
FDA-2017-P-3884-0001_Reclassification_Petition_from_Riverain_Technologi.pdf,"June 30, 2003",Riverain Technologi,2017
FDA-2017-P-3950-0001_Citizen_Petition_from__Amin_Talati_Upadhye_LLP__Fe.pdf,June 2017,Amin Talati Upadhye LLP  Fe,2017
FDA-2017-P-3989-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"June 29, 2017",Lachman Consultant Services,2017
FDA-2017-P-4023-0001_Citizen_Petition_from_Sidley_Austin_LLP_Vifor_Fres.pdf,"June 30, 2017",Sidley Austin LLP Vifor Fres,2017
FDA-2017-P-4027-0001_Citizen_Petition_from_Strides_Pharma_Inc.pdf,"July 01, 2017",Strides Pharma Inc,2017
FDA-2017-P-4039-0001_Citizen_Petition_from_Center_for_Lawful_Access_and.pdf,"July 3, 2017",Center for Lawful Access and,2017
FDA-2017-P-4145-0001_Citizen_Petition_from_Mylan_Pharmaceuticals__Inc.pdf,"July 11, 2017",Mylan Pharmaceuticals  Inc,2017
FDA-2017-P-4174-0001_Citizen_Petition_from_Mallinckrodt_Pharmaceuticals.pdf,"July 11, 2017",Mallinckrodt Pharmaceuticals,2017
FDA-2017-P-4194-0001_Citizen_Petition_from_Lachman_Consultants_Services.pdf,"July 12, 2017",Lachman Consultants Services,2017
FDA-2017-P-4195-0001_Citizen_Petition_from__INC_Research__LLC.pdf,"July 12, 2017",INC Research  LLC,2017
FDA-2017-P-4233-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"July 12, 2017",Lachman Consultant Services,2017
FDA-2017-P-4245-0001_Citizen_Petition_from_EAS_Consulting_Group__Jubila.pdf,July 2017,EAS Consulting Group  Jubila,2017
FDA-2017-P-4249-0001_Suitability_Petition_from_GE_Healthcare_Inc.pdf,"July 7, 2017",GE Healthcare Inc,2017
FDA-2017-P-4255-0001_Citizen_Petition_from_Kindred_Biosciences_Inc.pdf,"July 17, 2017",Kindred Biosciences Inc,2017
FDA-2017-P-4334-0001_Citizen_Petition_from_Sidley_Austin_LLP__Vifor_Fre.pdf,"June 30, 2017",Sidley Austin LLP  Vifor Fre,2017
FDA-2017-P-4335-0001_Citizen_Petition_from_William_Bonificio___redacted.pdf,7/11/2017,William Bonificio   redacted,2017
FDA-2017-P-4351-0001_Citizen_Petition_from_Hogan_Lovells_US_LLP____Rely.pdf,"July 19, 2017",Hogan Lovells US LLP    Rely,2017
FDA-2017-P-4352-0001_Citizen_Petition_from__Pharmaceutical_Manufacturin.pdf,"July 20, 2017",Pharmaceutical Manufacturin,2017
FDA-2017-P-4360-0001_Citizen_Petition_from_Mallinckrodt_Pharmaceuticals.pdf,"July 19, 2017",Mallinckrodt Pharmaceuticals,2017
FDA-2017-P-4372-0002_Citizen_Petition_from_AEGIS_Regulatory__Inc_.pdf,"January 17, 2018",AEGIS Regulatory  Inc,2017
FDA-2017-P-4388-0001_Suitability_Petition_from_Abhai__LLC.pdf,"July 21, 2017",Abhai  LLC,2017
FDA-2017-P-4389-0001_Citizen_Petition_from_Wildway_LLC.pdf,07/21/2017,Wildway LLC,2017
FDA-2017-P-4409-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__PC.pdf,"July 24, 2017",Hyman  Phelps   McNamara  PC,2017
FDA-2017-P-4500-0001_Citizen_Petition_from_Kent_Heckenlively_Redacted.pdf,"July 28, 2017",Kent Heckenlively Redacted,2017
FDA-2017-P-4575-0001_Vegetable_Oil_Health_Claim_petition_Nov_7_2016.pdf,"August 24, 2018",Unilever for a 1 year Extension,2017
FDA-2017-P-4586-0001_Citizen_Petition_from_Jubilant_DraxImage_Inc_.pdf,"July 28, 201",Jubilant DraxImage Inc,2017
FDA-2017-P-4670-0001_Citizen_Petition_from_Baxter_Healthcare_Corporatio.pdf,"August 2, 2017",Baxter Healthcare Corporatio,2017
FDA-2017-P-4736-0001_Citizen_Petition_from_American_Dental_Association.pdf,"August 4, 2017",American Dental Association,2017
FDA-2017-P-4745-0001_Citizen_Petition_from_Allergan.pdf,"August 4, 2017",Allergan,2017
FDA-2017-P-4791-0001_Citizen_Petition_from_Hyman__Phelps____McNamara__P.pdf,"August 8, 2017",Hyman  Phelps    McNamara  P,2017
FDA-2017-P-4852-0001_Citizen_Petition_from__EAS_Consulting_Group___Jubi.pdf,August 2017,EAS Consulting Group   Jubi,2017
FDA-2017-P-4939-0001_Citizen_Petition_from_Chul_Hi_Park_Redacted.pdf,"August 14, 2017",Chul Hi Park Redacted,2017
FDA-2017-P-5027-0001_Citizen_Petition_from_Wilson_Disease_Association.pdf,"August 17, 2017",Wilson Disease Association,2017
FDA-2017-P-5080-0001_Citizen_Petition_from_Quagen_Pharmaceuticals_LLC.pdf,June 1982,Quagen Pharmaceuticals LLC,2017
FDA-2017-P-5081-0001_Citizen_Petition_from_Pfizer__Inc_.pdf,"August 17, 2017",Pfizer  Inc,2017
FDA-2017-P-5082-0001_Citizen_Petition_from__ChromaDex__Inc_.pdf,"August 18, 2017",ChromaDex  Inc,2017
FDA-2017-P-5090-0001_Citizen_Petition_from_Macleods_Pharmaceuticals_Lim.pdf,"August 18,2017",Macleods Pharmaceuticals Lim,2017
FDA-2017-P-5114-0001_Citizen_Petition_from_Locke_Lord_LLP.pdf,"August 21, 2017",Locke Lord LLP,2017
FDA-2017-P-5118-0001_Citizen_Petition_from_Tricia_Thompson_Redacted.pdf,"August	
  18,	
  2017",Tricia Thompson Redacted,2017
FDA-2017-P-5124-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__PC.pdf,"August 22, 2017",Hyman  Phelps   McNamara  PC,2017
FDA-2017-P-5205-0001_Citizen_Petition_from_Xiromed__LLC_on_behalf_of_Li.pdf,"August 23, 2017",Xiromed  LLC on behalf of Li,2017
FDA-2017-P-5205-0004_Letter_re_Citizen_Petition_from_FDA_CDER_ORP_to_Xi.pdf,"August 24, 2017",FDA CDER ORP to Xi,2017
FDA-2017-P-5335-0001_Citizen_Petition_from_ANDA_Consultants.pdf,"August 29, 201",ANDA Consultants,2017
FDA-2017-P-5370-0001_Citizen_Petition_from_Dennis_Ryll_Redacted.pdf,"August 1, 2017",Dennis Ryll Redacted,2017
FDA-2017-P-5396-0001_Citizen_Petition_from_Physicians_for_Responsible_O.pdf,"September 1, 2017",Physicians for Responsible O,2017
FDA-2017-P-5435-0001_Citizen_Petition_from_Hyman__Phelps___McNamara_PC.pdf,"September 1,2017",Hyman  Phelps   McNamara PC,2017
FDA-2017-P-5477-0001_Citizen_Petition_from_Hyman__Phelps___McNamara_on_.pdf,"September 6, 2017",Hyman  Phelps   McNamara on,2017
FDA-2017-P-5592-0001_Citizens_Petition_from_International_Isotopes_Inc.pdf,"September 6, 2017",International Isotopes Inc,2017
FDA-2017-P-5787-0001_Citizen_Petition_Post__Finasteride_Syndrome_Founda.pdf,"September 18, 2017",,2017
FDA-2017-P-5787-0235_Petition_Supplement_2_Post_Finasteride_Syndrome_Fo.pdf,"December 1, 2020",,2017
FDA-2017-P-5799-0001_Citizen_Petition_from_Granules_Pharmaceuticals_Inc.pdf,"September 18, 2017",Granules Pharmaceuticals Inc,2017
FDA-2017-P-5845-0001_Citizen_Petition_from_B_H_Consulting_Services__Inc.pdf,September 2017,B H Consulting Services  Inc,2017
FDA-2017-P-5909-0001_Citizen_Petition_from_Goodwin_Procter_LLP.pdf,"September 25, 2017",Goodwin Procter LLP,2017
FDA-2017-P-5910-0001_Citizen_Petition_from_Cipla_Limited.pdf,"September 25, 2017",Cipla Limited,2017
FDA-2017-P-5921-0001_Citizen_Petition_from_Arent_Fox.pdf,"March 6, 2018",Arent Fox,2017
FDA-2017-P-5946-0001_Citizen_Petition_from_Goodwin_Procter_LLP.pdf,"September 26, 2017",Goodwin Procter LLP,2017
FDA-2017-P-5947-0001_Citizen_Petition_from_Teligent_Pharma_Inc_2.pdf,"September 25, 2017",Teligent Pharma Inc 2,2017
FDA-2017-P-5954-0001_Citizen_Petition_from_Elite_Laboratories_Inc.pdf,"September 27, 2017",Elite Laboratories Inc,2017
FDA-2017-P-5967-0001_Citizen_Petition_from_Apotex_Inc_.pdf,"September 27, 2017",Apotex Inc,2017
FDA-2017-P-5978-0001_Citizen_Petition_from_JR_Rapoza_Associates__Inc_.pdf,"September 24, 2017",JR Rapoza Associates  Inc,2017
FDA-2017-P-6020-0001_Citizen_Petition_from_Axinn__Veltrop___Harkrider_L.pdf,"October 3, 2017",Axinn  Veltrop   Harkrider L,2017
FDA-2017-P-6027-0001_Citizen_Petition_from_Axinn__Veltrop___Harkrider_L.pdf,"October 3, 2017",Axinn  Veltrop   Harkrider L,2017
FDA-2017-P-6028-0001_Citizen_Petition_from_Axinn__Veltrop___Harkrider_L.pdf,"October 3, 2017",Axinn  Veltrop   Harkrider L,2017
FDA-2017-P-6029-0001_Citizen_Petition_from_Novo_Nordisk_Inc.pdf,"October 3, 2017",Novo Nordisk Inc,2017
FDA-2017-P-6101-0001_Citizen_Petition_from_Strides_Pharma_Inc_.pdf,"October 10, 2017",Strides Pharma Inc,2017
FDA-2017-P-6108-0001_Citizen_Petition_from_Goodwin_Procter_LLP.pdf,"October 10, 2017",Goodwin Procter LLP,2017
FDA-2017-P-6116-0001_Citizen_Petition_from_King___Spalding_LLP.pdf,"October 5, 2017",King   Spalding LLP,2017
FDA-2017-P-6136-0001_Citizen_Petition_from_Foley___Lardner_LLP.pdf,"October 12, 2017",Foley   Lardner LLP,2017
FDA-2017-P-6208-0001_Citizen_Petition_from_INC_Research_inVentiv_Health.pdf,October 2017,INC Research inVentiv Health,2017
FDA-2017-P-6211-0001_Citizen_Petition_from_DSM_Nutritional_Products_LLC.pdf,"October 19, 2017",DSM Nutritional Products LLC,2017
FDA-2017-P-6214-0001_Citizen_Petition_from_Yabao_Pharmaceutical_Co__Ltd.pdf,"October 18, 2017",Yabao Pharmaceutical Co  Ltd,2017
FDA-2017-P-6219-0001_Citizen_Petition_from_Axinn__Veltrop___Harkrider_L.pdf,"October 19, 2017",Axinn  Veltrop   Harkrider L,2017
FDA-2017-P-6245-0001_Citizen_Petition_from_ViGuard_Health_Inc_.pdf,"October 23, 2017",ViGuard Health Inc,2017
FDA-2017-P-6274-0001_Citizen_Petition_from_Amneal_Pharmaceuticals.pdf,"October 24, 2017",Amneal Pharmaceuticals,2017
FDA-2017-P-6291-0001_CITIZEN_PETITION_FROM__LACHMAN_CONSULTANT_SERVICES.pdf,"October 26, 2017",LACHMAN CONSULTANT SERVICES,2017
FDA-2017-P-6307-0001_Citizen_Petition_from_Aurolife_Pharma_LLC.pdf,"October 26, 2017",Aurolife Pharma LLC,2017
FDA-2017-P-6316-0001_Citizen_Petition_from_Kleinfeld_Kaplan___Becker__L.pdf,"October 30, 2017",Kleinfeld Kaplan   Becker  L,2017
FDA-2017-P-6357-0001_Citizen_Petition_from_Diana_Wierzchos_Redacted.pdf,"November 2, 2017",Diana Wierzchos Redacted,2017
FDA-2017-P-6411-0001_Citizen_Petition_from__Insys_Therapeutics__Inc_.pdf,"October 27, 2017",Insys Therapeutics  Inc,2017
FDA-2017-P-6451-0001_Suitability_Petition_from_Locke_Lord_LLP.pdf,"November 8, 2017",Locke Lord LLP,2017
FDA-2017-P-6479-0001_Citizen_Petition_from_Teligent_Pharma__Inc_.pdf,"November 13, 2017",Teligent Pharma  Inc,2017
FDA-2017-P-6513-0001_Citizen_Petition_from_Public_Citizen.pdf,"November 15, 2017",Public Citizen,2017
FDA-2017-P-6631-0001_Citizen_Petition_from_Amin_Talati_Upadhye_LLP__Nat.pdf,"November 27, 2017",Amin Talati Upadhye LLP  Nat,2017
FDA-2017-P-6649-0001_Citizen_Petition_from_Greenberg_Traurig_LLP___on_b.pdf,"November 28, 2017",Greenberg Traurig LLP   on b,2017
FDA-2017-P-6663-0001_Citizen_Petition_from_Dr__Edwards_Redacted.pdf,"May 25, 2020",Dr  Edwards Redacted,2017
FDA-2017-P-6689-0001_Citizen_Petition_from_Novitium_Pharma_LLC.pdf,"November 29, 2017",Novitium Pharma LLC,2017
FDA-2017-P-6689-0007_Petition_for_Reconsideration_and_Stay_from_Arnall_.pdf,"June 7, 2019",Arnall,2017
FDA-2017-P-6692-0001_Citizen_Petition_from_Drug_Watch_International__In.pdf,"September 19, 2011",Drug Watch International  In,2017
FDA-2017-P-6692-0043_Citizen_Petition_for_Reconsideration_from_Drug_Wat.pdf,"July 2, 2018",Drug Wat,2017
FDA-2017-P-6745-0001_Citizen_Petition_from_Foley_Hoag_LLP_on_behalf_of_.pdf,"December 5, 2017",Foley Hoag LLP on behalf of,2017
FDA-2017-P-6750-0001_Citizen_Petition_from_Mylan_Inc_.pdf,"December 5, 2017",Mylan Inc,2017
FDA-2017-P-6751-0001_Citizen_Petition_from_Capstone_Law_APC_on_behalf_o.pdf,"December 5, 2017",Capstone Law APC on behalf o,2017
FDA-2017-P-6758-0001_Citizen_Petition_from_Public_Citizen_s_Health_Rese.pdf,"December 6, 2017",Public Citizen s Health Rese,2017
FDA-2017-P-6777-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__P_.pdf,"December 6, 2017",Hyman  Phelps   McNamara  P,2017
FDA-2017-P-6805-0001_Citizen_Petition_from_Bracco_Diagnostics_Inc.pdf,"December 8, 2017",Bracco Diagnostics Inc,2017
FDA-2017-P-6809-0001_Citizen_Petition_from_Freyr_Inc_.pdf,"December 08, 2017",Freyr Inc,2017
FDA-2017-P-6851-0001_Citizen_Petition_from_Shire_Development_LLC.pdf,"December 20, 2017",Shire Development LLC,2017
FDA-2017-P-6918-0001_Citizen_Petition_from_St__Jude_Children_s_Research.pdf,"December 14, 2017",St  Jude Children s Research,2017
FDA-2017-P-6922-0001_Citizen_Petition_from_Haynes_and_Boone__LLP.pdf,"December 18, 2017",Haynes and Boone  LLP,2017
FDA-2017-P-6923-0001_PUBLIC_REDACTED_VERSION_Citizen_Petition_from_Zydu.pdf,APR 1984,Zydu,2017
FDA-2017-P-6967-0001_Citizen_Petition_from_Bergstrom_Nutrition_Redacted.pdf,"December 8, 2017",Bergstrom Nutrition Redacted,2017
FDA-2017-P-6968-0001_Suitability_Petition_from_Ceva_Animal_Health__LLC.pdf,"December 21, 2017",Ceva Animal Health  LLC,2017
FDA-2017-P-7031-0001_Citizen_Petition_from_JRRapoza_Associates__Inc.pdf,"December 22, 2017",JRRapoza Associates  Inc,2017
FDA-2017-P-7032-0001_Citizen_Petition_from_Jubilant_Generics_Limited.pdf,"Dec. 13, 2017",Jubilant Generics Limited,2017
FDA-2017-P-7033-0001_Citizen_Petition_from_Juliant_Generics_Limited.pdf,"Dec 13, 2017",Juliant Generics Limited,2017
